gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
RBM10	3006.5259285918473	0.5779569883640379	0.1557935014745676	3.7097631344936812	2.074532449564023e-4	6.620848243289435e-4	P-Adj < 0.05
FMR1	2893.9919968690233	-0.531140380421073	0.12163366107320175	-4.366721972640627	1.2612510510941106e-5	5.4053616475461885e-5	P-Adj < 0.05
SRPK1	1788.5124451154727	-0.3022672982177483	0.12648520390703583	-2.389744324876994	0.01686010540431835	0.0351252195923299	P-Adj < 0.05
SNRPA	1266.8251681028194	0.6282515242803971	0.11632530254158521	5.400815734442668	6.633854062222571e-8	5.237253207017819e-7	P-Adj < 0.05
CLK3	1998.7029070687195	-0.6468278654476192	0.15621051072974307	-4.140744834812583	3.46179885458488e-5	1.29817457046933e-4	P-Adj < 0.05
RBM28	4518.4371738515165	-0.723550326378352	0.1368658507428906	-5.286565804771694	1.2463399441586237e-7	8.128303983643198e-7	P-Adj < 0.05
PTBP2	2287.5282867050328	-1.0932452617090833	0.1590669834291983	-6.8728609680065595	6.292689054624834e-12	1.3484333688481784e-10	P-Adj < 0.05
MSI1	2957.121295676034	0.45070381735723763	0.16988511085742514	2.6529918665767456	0.00797817932751056	0.01869287667403734	P-Adj < 0.05
ELAVL4	1873.0993012975546	-0.886747189819588	0.3850911788528523	-2.3026941112001533	0.021296059762499167	0.042592119524998334	P-Adj < 0.05
KHDRBS3	2198.4776768618412	0.642918855076706	0.2429013347772483	2.646831297433142	0.008124987519709007	0.01869287667403734	P-Adj < 0.05
RBM42	1739.4316023481597	0.9925398699535899	0.21598746516604442	4.595358666719646	4.320055288073828e-6	2.0051611571497788e-5	P-Adj < 0.05
RBM15	2338.9666696852264	-0.46824929195073417	0.12219375004782831	-3.832023256242279	1.2709372165048356e-4	4.236457388349452e-4	P-Adj < 0.05
SRRM4	913.9164352156728	-1.921464835324432	0.6094471248479892	-3.152799901720254	0.001617126147830285	0.004182222796112806	P-Adj < 0.05
IGF2BP1	172.79630195546707	-5.043200344229251	0.77816362440743	-6.48089962836497	9.117731474463421e-11	1.1397164343079276e-9	P-Adj < 0.05
RBM7	750.1685812534162	-0.40638004914865894	0.16165911198313956	-2.513808495935836	0.011943526888723263	0.02596418888852883	P-Adj < 0.05
ELAVL2	744.0582615564631	-0.8937269086765306	0.3730557520491285	-2.3956926110037133	0.016588995797845656	0.03504717422080068	P-Adj < 0.05
CLK4	1119.0532747127575	-1.3478993005884377	0.19667855155113234	-6.853311100565086	7.215991962908025e-12	1.3529984930452548e-10	P-Adj < 0.05
PRPF40B	1068.5317697011947	-0.4250005906574679	0.16593880347829043	-2.5611887138445604	0.010431467607877165	0.023354031957933948	P-Adj < 0.05
RBM41	932.3477713775985	-0.7163507015631363	0.14317814991195102	-5.003212445499988	5.63827453361945e-7	3.38296472017167e-6	P-Adj < 0.05
ZC3H10	1137.689702864798	-0.48817181294012657	0.12028671166274753	-4.058401848317482	4.9409692213492784e-5	1.807671666347297e-4	P-Adj < 0.05
CELF6	329.1155247769874	-1.5247387866896518	0.31565477774105194	-4.8303998361794935	1.3625914764392665e-6	7.299597195210356e-6	P-Adj < 0.05
RBM24	211.12477540921222	-1.185377991194957	0.502468065794575	-2.3591110995690165	0.018318770510216506	0.03764130926756817	P-Adj < 0.05
