gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant
ZC3H14	3642.5209302849657	0.21472086392436987	0.0894633489936009	2.400098658722561	0.01639065354080319	0.03488267292017089	P-Adj < 0.05
RBM10	3433.7446555868755	-0.3772949282492873	0.09111150418567478	-4.141024030076417	3.457587314689235e-5	2.0193602832780126e-4	P-Adj < 0.05
FMR1	3499.5392164687014	0.36932882112974724	0.09863905229178226	3.744245433717701	1.8093672057232675e-4	7.3257306378064e-4	P-Adj < 0.05
RBMS1	1752.7813948006374	0.5366647005191075	0.16383170342637499	3.2757072611424167	0.0010539774669959107	0.0030694782372161613	P-Adj < 0.05
U2AF1	1620.508130149147	0.7091585318674559	0.18694648633160751	3.7933771625402124	1.4861216430725685e-4	6.667464668920173e-4	P-Adj < 0.05
SRPK1	1728.79103731756	0.20372196294835213	0.07820396577733331	2.60500808268983	0.009187209262221052	0.020891462157927327	P-Adj < 0.05
CLK3	1830.0982403084488	0.2874637729401366	0.08209168235130868	3.501740550400036	4.62229497729142e-4	0.001565920339245665	P-Adj < 0.05
RBM28	2901.7549805683557	0.408258190992284	0.13054963906726172	3.1272257350473516	0.0017646437970725757	0.004802145414984386	P-Adj < 0.05
PTBP2	2048.1273901911613	0.46375181060736576	0.10411091423171617	4.4544014816276505	8.412754743904844e-6	6.0718142934269743e-5	P-Adj < 0.05
MSI1	2032.2068103528063	-0.3581252760447737	0.13312437895172338	-2.6901554686286673	0.0071418738316202405	0.016697902197872674	P-Adj < 0.05
ZCRB1	2245.3544849755585	0.7972087487011429	0.1273962528380541	6.257709555355237	3.9067252158593924e-10	9.264519797609416e-9	P-Adj < 0.05
SRP54	2028.9300399177844	0.29432228682930844	0.08184107076186974	3.596266325567615	3.2281730122611733e-4	0.0011520599502302918	P-Adj < 0.05
RBM42	1886.2470607146975	-0.4804446541405026	0.11615011969674008	-4.136411184034165	3.5277980852447204e-5	2.0193602832780126e-4	P-Adj < 0.05
GEMIN5	1582.940583932954	-0.23543712478372103	0.0866603733161272	-2.7167794895698534	0.006592051118589877	0.01585913747370898	P-Adj < 0.05
RBMXL1	1524.9237446611878	0.22966107819035939	0.10196800199585514	2.2522857533257814	0.024304219883241395	0.04860843976648279	P-Adj < 0.05
SRRM4	629.3907317019841	1.4586718683483801	0.36047214306758	4.0465592040906015	5.197598349513716e-5	2.6145494727856873e-4	P-Adj < 0.05
IGF2BP1	39.972348425186965	4.625090372729098	0.5263472515491157	8.787146430644013	1.5340676906208846e-18	1.2732761832153343e-16	P-Adj < 0.05
RBM7	880.1750578914582	0.43157458660847836	0.100633177355346	4.2885914759954815	1.7980974382401245e-5	1.1480160567225412e-4	P-Adj < 0.05
CLK4	1111.3465074245476	0.5042624812598083	0.11935252879936957	4.224983637401338	2.389581397670338e-5	1.4691500444936152e-4	P-Adj < 0.05
CELF4	853.3597277531533	0.7013214468321082	0.311039440842717	2.254766935447086	0.02414796171117234	0.04860843976648279	P-Adj < 0.05
RBFOX1	992.4935759657025	0.9627045139829701	0.3043513241415712	3.163135618674559	0.0015607960359153253	0.004467105895895587	P-Adj < 0.05
RBM41	829.0604527978725	0.3250924253109669	0.08984493370350834	3.618372365700487	2.9646164377444167e-4	0.0010936140637012738	P-Adj < 0.05
WT1	5.268698189314391	2.6982720725287845	0.490386453358912	5.502338113230729	3.747873135236773e-8	4.1553560385544357e-7	P-Adj < 0.05
ZRSR2	627.54961115836	0.4807161126314778	0.10914793425667704	4.404262122826849	1.0614453921261873e-5	7.341663962206129e-5	P-Adj < 0.05
RBFOX3	402.66584663169544	1.3388116915605794	0.37255820158206976	3.5935638670020165	3.26185648559179e-4	0.0011520599502302918	P-Adj < 0.05
U2AF1L4	377.81804121650873	0.342978302183338	0.1021443770265865	3.3577795681701246	7.857124383597232e-4	0.0023290761565663226	P-Adj < 0.05
ENOX1	518.6589836970941	-0.2837197173838067	0.12277177272549808	-2.3109523556214144	0.02083548669357524	0.04269988631029	P-Adj < 0.05
CELF6	292.07621146142293	0.6745214299021013	0.21462936767636737	3.1427266324485017	0.001673820812342581	0.004695537989906911	P-Adj < 0.05
RBM24	192.86691596360595	0.7213193938749038	0.2780630920268321	2.594085351698884	0.009484293881043063	0.021178225285954314	P-Adj < 0.05
PABPC5	403.03380749072704	-0.6536940850324598	0.1852252314561937	-3.5291848734283287	4.168418203299989e-4	0.0014415779619745795	P-Adj < 0.05
LIN28A	2.5048877968111225	2.046912128705622	0.5616398839496224	3.6445277253301773	2.678832578864659e-4	0.0010106504729353032	P-Adj < 0.05
YBX2	36.13438622715832	1.1133447420365987	0.28721244092158277	3.876380627747855	1.0602178771275327e-4	4.8887824334214e-4	P-Adj < 0.05
PABPC3	9.294614742123706	1.1241814150720502	0.4782655307388705	2.3505382320471786	0.018746281723555108	0.038898534576376854	P-Adj < 0.05
HNRNPCL1	1.0267181264116838	1.0413709216954004	0.3667973086994866	2.8390909556770634	0.0045242258860497915	0.011209276075884558	P-Adj < 0.05
