Splice ID	Case	Type	Tumor_PSI	Mean_PSI	Sample	Histology
ADSS1:104739655-104739816_104739749-104739816_104739327-104739378	A3SS	Inclusion	0.247	0.080625	BS_0S8E7590	Diffuse midline glioma
ZNF106:42439033-42439813_42439032-42439552_42442072-42442414	A3SS	Inclusion	0.879	0.736617886178862	BS_0S8E7590	Diffuse midline glioma
SEMA6D:47766577-47766677_47766615-47766677_47766104-47766182	A3SS	Inclusion	0.57	0.296626016260163	BS_0S8E7590	Diffuse midline glioma
ANP32A:68787413-68787535_68787412-68787495_68787769-68787919	A3SS	Inclusion	0.996	0.968672897196261	BS_0S8E7590	Diffuse midline glioma
MAN2C1:75359328-75359438_75359327-75359425_75359619-75359775	A3SS	Inclusion	0.257	0.10722619047619	BS_0S8E7590	Diffuse midline glioma
TRAPPC12:3477692-3477795_3477694-3477795_3465596-3465695	A3SS	Inclusion	0.091	0.0416333333333333	BS_0S8E7590	Diffuse midline glioma
MARF1:15622934-15623126_15622933-15623123_15624768-15624927	A3SS	Skipping	0.142	0.281536363636364	BS_0S8E7590	Diffuse midline glioma
MED24:40020273-40020482_40020272-40020353_40021954-40022054	A3SS	Inclusion	0.23800000000000002	0.112921875	BS_0S8E7590	Diffuse midline glioma
RHBDF2:76479733-76479941_76479732-76479854_76481374-76481545	A3SS	Inclusion	0.547	0.140389830508475	BS_0S8E7590	Diffuse midline glioma
ARID1A:26772812-26772987_26772814-26772987_26772499-26772632	A3SS	Skipping	0.34700000000000003	0.566461538461538	BS_0S8E7590	Diffuse midline glioma
WDR45B:82619043-82619128_82619042-82619094_82621608-82621799	A3SS	Skipping	0.853	0.918268292682927	BS_0S8E7590	Diffuse midline glioma
SNHG1:62852811-62852993_62852810-62852839_62853074-62853115	A3SS	Inclusion	0.578	0.148095238095238	BS_0S8E7590	Diffuse midline glioma
ZNF143:9474550-9474633_9474552-9474633_9473940-9474024	A3SS	Skipping	0.488	0.677964285714286	BS_0S8E7590	Diffuse midline glioma
CIRBP:1270867-1271036_1270927-1271036_1269330-1269410	A3SS	Inclusion	0.166	0.0741567164179105	BS_0S8E7590	Diffuse midline glioma
PLEKHM2:15731889-15732048_15731949-15732048_15731191-15731257	A3SS	Skipping	0.845	0.933225490196079	BS_0S8E7590	Diffuse midline glioma
RBM5:50100532-50103166_50103082-50103166_50099981-50100051	A3SS	Skipping	0.6609999999999999	0.831919191919192	BS_0S8E7590	Diffuse midline glioma
PEG3:56824262-56824741_56824261-56824514_56826387-56826463	A3SS	Inclusion	0.6920000000000001	0.380015384615385	BS_0S8E7590	Diffuse midline glioma
ENSG00000288849:83912150-83912367_83912217-83912367_83908125-83908282	A3SS	Inclusion	0.27699999999999997	0.106125	BS_0S8E7590	Diffuse midline glioma
VPS35L:19569244-19569591_19569423-19569591_19564850-19564950	A3SS	Inclusion	0.077	0.0296458333333333	BS_0S8E7590	Diffuse midline glioma
NOTCH2NLA:146189300-146189381_146189299-146189373_146228708-146229041	A3SS	Skipping	0.292	0.690909090909091	BS_0S8E7590	Diffuse midline glioma
HSPD1:197489002-197490296_197489001-197489247_197493323-197493492	A3SS	Skipping	0.862	0.971538461538462	BS_0S8E7590	Diffuse midline glioma
CDC27:47154672-47154864_47154671-47154786_47156912-47157124	A3SS	Inclusion	0.55	0.150735294117647	BS_0S8E7590	Diffuse midline glioma
INPPL1:72233441-72233744_72233654-72233744_72233074-72233163	A3SS	Skipping	0.879	0.943268292682927	BS_0S8E7590	Diffuse midline glioma
ZNF76:35292540-35292787_35292553-35292787_35291557-35291737	A3SS	Inclusion	0.363	0.136720588235294	BS_0S8E7590	Diffuse midline glioma
ADSS1:104739750-104739816_104739766-104739816_104739327-104739378	A3SS	Skipping	0.6890000000000001	0.8725	BS_0S8E7590	Diffuse midline glioma
PLXDC1:39079104-39079528_39079103-39079164_39083458-39083540	A3SS	Inclusion	0.611	0.265238636363636	BS_0S8E7590	Diffuse midline glioma
PLA2G6:38115527-38115849_38115526-38115681_38116074-38116211	A3SS	Inclusion	0.179	0.0805172413793104	BS_0S8E7590	Diffuse midline glioma
ERCC8:60887440-60891086_60887439-60887520_60898275-60898400	A3SS	Skipping	0.586	0.785764705882353	BS_0S8E7590	Diffuse midline glioma
ECI2:4117308-4119275_4117307-4117451_4125249-4126237	A3SS	Skipping	0.8390000000000001	0.93426	BS_0S8E7590	Diffuse midline glioma
CLCN2:184354548-184354714_184354547-184354658_184354903-184354973	A3SS	Inclusion	0.5579999999999999	0.276345679012346	BS_0S8E7590	Diffuse midline glioma
INF2:104713202-104713309_104713206-104713309_104712827-104712992	A3SS	Inclusion	0.05	0.0244375	BS_0S8E7590	Diffuse midline glioma
INTS11:1312226-1312501_1312225-1312368_1312592-1312700	A3SS	Skipping	0.81	0.919636363636364	BS_0S8E7590	Diffuse midline glioma
TRIM41:181233413-181233763_181233635-181233763_181232658-181232889	A3SS	Skipping	0.693	0.901690476190476	BS_0S8E7590	Diffuse midline glioma
NAGK:71075555-71076701_71076603-71076701_71072640-71073594	A3SS	Skipping	0.86	0.952142857142857	BS_0S8E7590	Diffuse midline glioma
TMEM218:125102132-125102351_125102131-125102317_125102733-125102809	A3SS	Inclusion	0.42200000000000004	0.152589743589744	BS_0S8E7590	Diffuse midline glioma
CDADC1:49259346-49259523_49259485-49259523_49255838-49255913	A3SS	Skipping	0.623	0.815484375	BS_0S8E7590	Diffuse midline glioma
FSCN2:81536550-81536789_81536621-81536789_81536145-81536267	A3SS	Inclusion	0.574	0.346529411764706	BS_0S8E7590	Diffuse midline glioma
CEP70:138572859-138572932_138572858-138572914_138591853-138591956	A3SS	Skipping	0.826	0.916379310344828	BS_0S8E7590	Diffuse midline glioma
PLXNB1:48419577-48420257_48419576-48419674_48420664-48420773	A3SS	Skipping	0.8390000000000001	0.941806451612903	BS_0S8E7590	Diffuse midline glioma
PRAME:22556812-22556977_22556811-22556930_22557544-22557580	A3SS	Inclusion	0.268	0.0854642857142857	BS_0S8E7590	Diffuse midline glioma
PRAME:22556812-22557086_22556811-22556930_22557544-22557580	A3SS	Inclusion	0.389	0.12593023255814	BS_0S8E7590	Diffuse midline glioma
TMEM214:27038032-27038237_27038145-27038237_27037560-27037702	A3SS	Inclusion	0.11699999999999999	0.043948275862069	BS_0S8E7590	Diffuse midline glioma
DPH2:43970906-43971189_43970965-43971189_43970595-43970708	A3SS	Inclusion	0.36	0.158969696969697	BS_0S8E7590	Diffuse midline glioma
POU2F2:42117250-42117432_42117249-42117366_42122125-42122182	A3SS	Inclusion	0.41100000000000003	0.153695652173913	BS_0S8E7590	Diffuse midline glioma
MIGA2:129067995-129068332_129068197-129068332_129067772-129067871	A3SS	Inclusion	0.384	0.1611	BS_0S8E7590	Diffuse midline glioma
MIGA2:129068019-129068332_129068197-129068332_129067772-129067871	A3SS	Inclusion	0.382	0.162872340425532	BS_0S8E7590	Diffuse midline glioma
ARAP1:72695542-72695865_72695541-72695628_72696548-72696654	A3SS	Skipping	0.853	0.930913043478261	BS_0S8E7590	Diffuse midline glioma
DCXR:82036191-82036322_82036190-82036308_82036543-82036643	A3SS	Inclusion	0.5660000000000001	0.241727272727273	BS_0S8E7590	Diffuse midline glioma
CPNE1:35626567-35626803_35626566-35626800_35627279-35627413	A3SS	Skipping	0.17600000000000002	0.525923076923077	BS_0S8E7590	Diffuse midline glioma
ERBB3:56098500-56098905_56098758-56098905_56097784-56097940	A3SS	Skipping	0.7609999999999999	0.933	BS_0S8E7590	Diffuse midline glioma
DNM1:128247924-128248753_128248582-128248753_128247374-128247486	A3SS	Skipping	0.8440000000000001	0.91775	BS_0S8E7590	Diffuse midline glioma
ABCC10:43436093-43436247_43436137-43436247_43435750-43435907	A3SS	Inclusion	0.196	0.121222222222222	BS_0S8E7590	Diffuse midline glioma
GNAI1:80135006-80135278_80135031-80135278_80134219-80134312	A3SS	Inclusion	0.982	0.8695	BS_0S8E7590	Diffuse midline glioma
FLNA:154350031-154351696_154350030-154350207_154351883-154352021	A3SS	Skipping	0.9590000000000001	0.979083333333333	BS_0S8E7590	Diffuse midline glioma
CDH19:66508995-66509246_66508994-66509218_66511567-66511685	A3SS	Skipping	0.742	0.8821	BS_0S8E7590	Diffuse midline glioma
PROSER3:35762253-35762356_35762255-35762356_35762018-35762146	A3SS	Skipping	0.349	0.541816091954023	BS_0VXZCRJS	Diffuse midline glioma
RPS7:3576487-3576630_3576558-3576630_3575816-3575888	A3SS	Skipping	0.89	0.963556701030927	BS_0VXZCRJS	Diffuse midline glioma
TRIM26:30198666-30199264_30198665-30199153_30201034-30201138	A3SS	Inclusion	0.511	0.160158415841584	BS_0VXZCRJS	Diffuse midline glioma
ASB8:48153368-48153529_48153367-48153525_48157458-48157502	A3SS	Skipping	0.5770000000000001	0.774153225806452	BS_0VXZCRJS	Diffuse midline glioma
ADORA1:203165056-203166749_203165260-203166749_203150631-203150778	A3SS	Skipping	0.5329999999999999	0.770705882352941	BS_0VXZCRJS	Diffuse midline glioma
SDAD1:75981372-75981514_75981371-75981470_75981932-75982037	A3SS	Inclusion	0.245	0.111383333333333	BS_0VXZCRJS	Diffuse midline glioma
GBGT1:133156015-133156102_133156014-133156065_133161466-133161532	A3SS	Inclusion	0.42100000000000004	0.2466	BS_0VXZCRJS	Diffuse midline glioma
ACTB:5528281-5528719_5528280-5528671_5529160-5529400	A3SS	Skipping	0.9540000000000001	0.98310447761194	BS_0VXZCRJS	Diffuse midline glioma
LST1:31588518-31588909_31588562-31588909_31587199-31587318	A3SS	Inclusion	0.937	0.732567796610169	BS_0VXZCRJS	Diffuse midline glioma
LST1:31588497-31588909_31588517-31588909_31587943-31587966	A3SS	Inclusion	0.478	0.179885964912281	BS_0VXZCRJS	Diffuse midline glioma
TWF2:52231944-52232122_52231943-52232117_52235028-52235106	A3SS	Skipping	0.899	0.9478	BS_0VXZCRJS	Diffuse midline glioma
CHD4:6600217-6600395_6600216-6600356_6600533-6600669	A3SS	Inclusion	0.867	0.752384615384615	BS_0VXZCRJS	Diffuse midline glioma
ENSG00000287550:164804956-164805093_164804955-164805090_164805695-164805729	A3SS	Skipping	0.419	0.620093023255814	BS_0VXZCRJS	Diffuse midline glioma
NCOR1:16126082-16126209_16126081-16126206_16137310-16137412	A3SS	Inclusion	0.66	0.476816	BS_0VXZCRJS	Diffuse midline glioma
STK36:218696527-218696601_218696589-218696601_218694524-218694635	A3SS	Skipping	0.344	0.700691489361702	BS_0VXZCRJS	Diffuse midline glioma
EP400:131979694-131979793_131979696-131979793_131960584-131961954	A3SS	Inclusion	0.5379999999999999	0.370869565217391	BS_0VXZCRJS	Diffuse midline glioma
AGTPBP1:85655143-85655320_85655142-85655200_85657434-85657643	A3SS	Skipping	0.446	0.704424778761062	BS_0VXZCRJS	Diffuse midline glioma
IL16:81306420-81306545_81306422-81306545_81305907-81306166	A3SS	Skipping	0.43200000000000005	0.623507246376811	BS_0VXZCRJS	Diffuse midline glioma
ZNF559:9341617-9343843_9341694-9343843_9341101-9341184	A3SS	Inclusion	0.74	0.492974789915966	BS_0VXZCRJS	Diffuse midline glioma
KCTD15:33798668-33798766_33798670-33798766_33796861-33796987	A3SS	Inclusion	0.753	0.563530612244898	BS_0VXZCRJS	Diffuse midline glioma
CWF19L1:100260966-100261044_100260965-100261028_100261978-100262063	A3SS	Skipping	0.633	0.807534246575342	BS_0VXZCRJS	Diffuse midline glioma
FXYD1:35141443-35141572_35141535-35141572_35141131-35141206	A3SS	Inclusion	0.23399999999999999	0.0416027397260274	BS_0VXZCRJS	Diffuse midline glioma
ULK3:74842075-74842195_74842074-74842118_74842279-74842420	A3SS	Skipping	0.83	0.934676470588236	BS_0VXZCRJS	Diffuse midline glioma
GNB4:179426144-179426242_179426143-179426225_179451345-179451470	A3SS	Skipping	0.8109999999999999	0.94296	BS_0VXZCRJS	Diffuse midline glioma
PES1:30580571-30580701_30580570-30580686_30581011-30581101	A3SS	Skipping	0.879	0.952972972972973	BS_0ZA67BBC	Diffuse midline glioma
WDR41:77451291-77451353_77451290-77451346_77453816-77453928	A3SS	Skipping	0.8859999999999999	0.942961538461538	BS_0ZA67BBC	Diffuse midline glioma
RPS6KA4:64361852-64362002_64361906-64362002_64361641-64361745	A3SS	Skipping	0.736	0.856940476190476	BS_0ZA67BBC	Diffuse midline glioma
PRRC2B:131491422-131491580_131491424-131491580_131487855-131488096	A3SS	Inclusion	0.10400000000000001	0.0585242718446602	BS_0ZA67BBC	Diffuse midline glioma
DDIT3:57517269-57517542_57517268-57517424_57517705-57517753	A3SS	Inclusion	0.684	0.401137931034483	BS_0ZA67BBC	Diffuse midline glioma
FAM111A:59148797-59148953_59148835-59148953_59145826-59145856	A3SS	Skipping	0.324	0.571659090909091	BS_0ZA67BBC	Diffuse midline glioma
PMF1:156236288-156236483_156236348-156236483_156233627-156233728	A3SS	Skipping	0.764	0.932130434782609	BS_0ZA67BBC	Diffuse midline glioma
DHPS:12676017-12676142_12676016-12676105_12677107-12677211	A3SS	Skipping	0.945	0.969444444444444	BS_0ZA67BBC	Diffuse midline glioma
SIPA1L1:71704721-71705340_71705221-71705340_71702380-71702505	A3SS	Inclusion	0.261	0.0993152173913043	BS_0ZA67BBC	Diffuse midline glioma
AEBP1:44109657-44110124_44110014-44110124_44109287-44109341	A3SS	Inclusion	0.14300000000000002	0.0386428571428571	BS_0ZA67BBC	Diffuse midline glioma
USP36:78795652-78797902_78795651-78797879_78798399-78798551	A3SS	Skipping	0.204	0.399281818181818	BS_0ZA67BBC	Diffuse midline glioma
COG4:70496266-70496431_70496265-70496379_70497220-70497387	A3SS	Skipping	0.8440000000000001	0.927276190476191	BS_0ZA67BBC	Diffuse midline glioma
NUP214:131146129-131146304_131146164-131146304_131144279-131144754	A3SS	Skipping	0.83	0.90515873015873	BS_0ZA67BBC	Diffuse midline glioma
NUP214:131146162-131146304_131146164-131146304_131144279-131144754	A3SS	Skipping	0.534	0.750096774193548	BS_0ZA67BBC	Diffuse midline glioma
HPS3:149167034-149167240_149167064-149167240_149163841-149163949	A3SS	Skipping	0.732	0.890473684210526	BS_0ZA67BBC	Diffuse midline glioma
ANKRD26:27046353-27046523_27046352-27046520_27048800-27048979	A3SS	Skipping	0.301	0.499633333333333	BS_0ZA67BBC	Diffuse midline glioma
HEATR3:50084108-50084291_50084133-50084291_50083936-50084027	A3SS	Inclusion	0.314	0.134785714285714	BS_0ZA67BBC	Diffuse midline glioma
TACC3:1738348-1739778_1739701-1739778_1737597-1737702	A3SS	Inclusion	0.672	0.0978333333333333	BS_0ZA67BBC	Diffuse midline glioma
ZFAND2B:219206967-219207042_219206969-219207042_219206783-219206845	A3SS	Inclusion	0.298	0.185234042553191	BS_0ZA67BBC	Diffuse midline glioma
KCTD15:33798668-33798766_33798670-33798766_33798336-33798390	A3SS	Skipping	0.212	0.402304347826087	BS_0ZA67BBC	Diffuse midline glioma
PRAME:22556812-22556977_22556811-22556909_22557544-22557580	A3SS	Inclusion	0.457	0.245538461538462	BS_0ZA67BBC	Diffuse midline glioma
COL20A1:63312420-63312549_63312423-63312549_63311915-63312055	A3SS	Skipping	0.905	0.966	BS_0ZA67BBC	Diffuse midline glioma
PC:66851790-66851946_66851789-66851851_66852438-66852660	A3SS	Skipping	0.879	0.937941176470589	BS_0ZA67BBC	Diffuse midline glioma
HCFC1:153951841-153952161_153951840-153952158_153952513-153952958	A3SS	Inclusion	0.23800000000000002	0.0901794871794872	BS_1D93Z575	Diffuse midline glioma
PABIR2:134785886-134785950_134785885-134785947_134787471-134787533	A3SS	Inclusion	0.7859999999999999	0.569946564885496	BS_1D93Z575	Diffuse midline glioma
TAF1:71397253-71397466_71397255-71397466_71394066-71394245	A3SS	Skipping	0.7090000000000001	0.902316455696203	BS_1D93Z575	Diffuse midline glioma
VSIG4:66021738-66022500_66021737-66022166_66022840-66022862	A3SS	Skipping	0.769	0.877145631067961	BS_1D93Z575	Diffuse midline glioma
PPP1R3F:49281981-49282063_49281983-49282063_49281405-49281461	A3SS	Inclusion	0.8859999999999999	0.692584745762712	BS_1D93Z575	Diffuse midline glioma
DDX3X:41339036-41339083_41339038-41339083_41337407-41337465	A3SS	Skipping	0.934	0.97763440860215	BS_1D93Z575	Diffuse midline glioma
