Sample	Total	AS_neg	AS_pos	AS_total	SI	Histology
BS_5K95FX4C	10208	131	75	206	0.0201802507836991	H3 wildtype
BS_5VPM0F36	9883	65	168	233	0.0235758372963675	H3 K28
BS_65WPD3DA	9977	288	195	483	0.0484113460960208	H3 wildtype
BS_6BGES4ZG	10832	597	247	844	0.077917282127031	H3 wildtype
BS_6H4Q24WA	12209	65	62	127	0.0104021623392579	H3 K28
BS_6M2053M0	4900	53	50	103	0.0210204081632653	H3 K28
BS_6VRG1XFB	6267	585	294	879	0.140258496888463	H3 wildtype
BS_6WP1FHTE	13400	163	75	238	0.0177611940298507	H3 K28
BS_7327SDAQ	16274	59	67	126	0.00774241120806194	H3 wildtype
BS_75YRDXET	11829	207	302	509	0.0430298419139403	H3 K28
BS_7PVJ6Q3D	9088	459	600	1059	0.116527288732394	H3 K28
BS_7WM3MNZ0	8565	75	142	217	0.0253356684179802	H3 K28
BS_84XCR9GG	15086	375	244	619	0.0410314198594724	H3 wildtype
BS_862NMAR7	21983	141	302	443	0.0201519355865896	H3 K28
BS_8YWYN7VH	4492	610	294	904	0.201246660730187	H3 K28
BS_8ZY4GST0	8023	37	72	109	0.0135859404212888	H3 K28
BS_9A1YTHFF	10727	157	90	247	0.0230260091358255	H3 K28
BS_9GJ3DB1H	12871	217	269	486	0.0377593038613938	H3 K28
BS_9TXEDSWB	13729	712	860	1572	0.114502148736252	H3 wildtype
BS_9Y1K14Q5	4371	197	158	355	0.0812171127888355	H3 wildtype
BS_9ZJT0CP0	11864	366	434	800	0.0674308833445718	H3 K28
BS_A6NXR7RC	4032	65	157	222	0.0550595238095238	H3 wildtype
BS_A7Y1Y314	4814	159	240	399	0.0828832571665974	H3 wildtype
BS_A8XW5S0W	10570	153	68	221	0.0209082308420057	H3 wildtype
BS_AWH9757B	15944	93	242	335	0.0210110386352233	H3 wildtype
BS_AZQM1JJH	10664	248	73	321	0.0301012753188297	H3 K28
BS_B1C6GZ84	14464	177	76	253	0.017491703539823	H3 K28
BS_B1HF89ES	19362	257	288	545	0.0281479186034501	H3 K28
BS_B3MQFFYP	8948	147	143	290	0.0324094769780957	H3 K28
BS_B57327NA	3638	520	327	847	0.232820230896097	H3 K28
BS_BBQ6BHGN	7899	600	286	886	0.112166096974301	H3 K28
BS_BMMY0H73	10598	48	96	144	0.0135874693338366	H3 K28
BS_C83TK159	7389	48	45	93	0.0125862768980918	H3 K28
BS_CFD3WHAY	6501	214	124	338	0.0519920012305799	H3 wildtype
BS_CG1RG607	10591	842	274	1116	0.105372486073081	H3 wildtype
BS_CVEDJGHZ	11243	75	137	212	0.0188561771769101	H3 K28
BS_CXAQDK7S	8252	273	247	520	0.0630150266602036	H3 wildtype
BS_CZPQ493E	22031	402	327	729	0.0330897371885071	H3 K28
BS_D6J2BGDJ	3744	139	155	294	0.078525641025641	H3 wildtype
BS_D7XRFE0R	16289	147	248	395	0.0242494935232365	H3 K28
BS_DNZVP92S	5665	283	178	461	0.0813768755516328	H3 wildtype
BS_DS438CXE	14403	223	276	499	0.0346455599527876	H3 wildtype
BS_DSPVSM7D	1700	193	173	366	0.215294117647059	H3 K28
BS_DZNXFPH1	5040	523	254	777	0.154166666666667	H3 K28
BS_E7NVYA6G	14038	425	532	957	0.0681721042883602	H3 K28
BS_ENEYB4TG	11991	81	82	163	0.0135935284796931	H3 K28
BS_EZ3147MX	25217	78	345	423	0.0167743982234207	H3 K28
BS_F0JB4EAK	7096	51	105	156	0.0219842164599775	H3 wildtype
BS_F21R36MM	11746	515	127	642	0.0546569044781202	H3 wildtype
BS_F9Y4Z92G	12423	243	757	1000	0.0804958544634951	H3 wildtype
BS_FCDAH728	12526	58	204	262	0.0209164936931183	H3 K28
BS_FEV5A0HN	13129	320	557	877	0.0667986899230711	H3 wildtype
BS_FX2P2WEG	7350	224	306	530	0.072108843537415	H3 wildtype
BS_FXJY0MNH	16788	525	713	1238	0.073743149868954	H3 wildtype
BS_G19QZG4S	8989	284	146	430	0.0478362442985872	H3 K28
BS_G1E5DATJ	9712	26	70	96	0.00988467874794069	H3 wildtype
BS_G3NN392N	7231	329	172	501	0.0692850228184207	H3 K28
BS_G5NHSFD4	11749	96	117	213	0.0181292024853179	H3 wildtype
BS_G8TXTX0H	6272	147	114	261	0.0416135204081633	H3 K28
BS_GG9W3J9Y	14914	310	128	438	0.0293683787045729	H3 wildtype
BS_GW0GKWMS	13779	90	69	159	0.0115392989331592	H3 K28
BS_GWHYM3R4	6525	1361	516	1877	0.287662835249042	H3 K28
BS_GWSJ4Z9H	14910	56	81	137	0.00918846411804158	H3 K28
BS_H97S5SQN	12004	30	96	126	0.0104965011662779	H3 K28
BS_H9JYKFTV	5122	128	138	266	0.0519328387348692	H3 wildtype
BS_HDPCQETG	4942	188	158	346	0.0700121408336706	H3 wildtype
BS_HRJ9145M	9236	341	174	515	0.0557600692940667	H3 wildtype
BS_HWGWYCY7	12137	340	306	646	0.0532256735601879	H3 wildtype
BS_HZ9AYDCQ	13648	50	69	119	0.00871922626025791	H3 K28
BS_J9CBGP57	13230	211	222	433	0.0327286470143613	H3 wildtype
BS_JB43XBCQ	9399	65	104	169	0.0179806362378976	H3 K28
BS_JP95KMRD	10271	32	22	54	0.00525752117612696	H3 K28
BS_JQGJQ2QZ	10514	209	113	322	0.0306258322237017	H3 K28
BS_JQVAWTTM	10380	123	158	281	0.0270712909441233	H3 K28
BS_JQXHHK0K	5814	135	289	424	0.0729274165806674	H3 wildtype
BS_JTWNJ8T7	8307	1022	561	1583	0.190562176477669	H3 wildtype
BS_JVW2JJ39	13273	1122	422	1544	0.11632637685527	H3 wildtype
BS_JXTZSFX3	6482	437	269	706	0.10891700092564	H3 wildtype
BS_K0X3PZGN	9343	509	389	898	0.0961147383067537	H3 wildtype
BS_K17VQECG	11764	208	94	302	0.0256715402924175	H3 wildtype
BS_K2PCC777	9945	118	71	189	0.0190045248868778	H3 K28
BS_K74N1BXQ	11225	28	25	53	0.00472160356347439	H3 K28
BS_K81PZXP2	16521	408	335	743	0.0449730645844683	H3 K28
BS_KBEX4RT2	10240	369	280	649	0.06337890625	H3 K28
BS_KFD5128N	1208	98	155	253	0.209437086092715	H3 wildtype
BS_KQ6ZW085	13991	149	299	448	0.0320205846615682	H3 wildtype
BS_KRS4EV4X	8827	105	166	271	0.0307012575053812	H3 wildtype
BS_KS8HMGA6	9952	35	21	56	0.00562700964630225	H3 K28
BS_KVPWHDR4	13227	703	218	921	0.0696303016557042	H3 K28
BS_M0FA190Y	10941	57	30	87	0.00795174115711544	H3 K28
BS_M0QYNVK8	17555	208	183	391	0.0222728567359727	H3 wildtype
BS_M0XGZ53Z	1907	71	175	246	0.128998426848453	H3 wildtype
BS_M7XB258E	5574	217	171	388	0.0696088984571224	H3 K28
BS_MB7WN0ZB	5942	114	124	238	0.0400538539212386	H3 K28
BS_MD0937XT	2583	84	232	316	0.122338366240805	H3 wildtype
BS_MDBT7S5Z	10928	289	253	542	0.049597364568082	H3 K28
BS_MFGZH8FK	13069	163	362	525	0.0401713979646492	H3 K28
BS_MG78HQDM	2364	183	193	376	0.159052453468697	H3 wildtype
BS_MWWZBQ60	13910	207	119	326	0.0234363767074047	H3 K28
BS_N6TQBQ8M	6329	388	286	674	0.106493916890504	H3 wildtype
BS_N7VQ1GQB	6812	374	276	650	0.0954198473282443	H3 wildtype
BS_NB9XXBW6	9032	45	67	112	0.012400354295837	H3 K28
BS_NEFAASTR	9305	293	294	587	0.0630843632455669	H3 K28
BS_NEVYM2FP	10646	32	44	76	0.00713883148600413	H3 K28
BS_NFKKDYSV	6086	208	240	448	0.0736115675320407	H3 wildtype
BS_NGSG2KB6	15869	53	114	167	0.0105236624866091	H3 K28
BS_NNYXMSTX	7072	259	117	376	0.0531674208144796	H3 wildtype
BS_NPA6CZQF	8624	80	93	173	0.0200602968460111	H3 wildtype
BS_NQ54ST98	14054	261	230	491	0.0349366728333571	H3 K28
BS_NR3P3GN2	11183	197	141	338	0.0302244478225879	H3 K28
BS_NX1R0BC3	9867	59	40	99	0.0100334448160535	H3 wildtype
BS_P4PMWFMV	5674	203	111	314	0.0553401480437081	H3 K28
BS_P7W3AYKV	10012	361	509	870	0.0868957251298442	H3 wildtype
BS_PENM28KT	3477	168	172	340	0.0977854472246189	H3 wildtype
BS_PJC6FH4Y	6105	39	88	127	0.0208026208026208	H3 K28
BS_PXCPK5XS	12127	208	150	358	0.0295209037684506	H3 wildtype
BS_Q06J3RYW	11599	298	194	492	0.0424174497801535	H3 wildtype
BS_QGKEP3KB	9032	575	419	994	0.110053144375554	H3 K28
BS_QNNX91SM	11501	48	49	97	0.0084340492131119	H3 K28
BS_QY2G1JZJ	11054	25	26	51	0.00461371449249141	H3 K28
BS_R5SNFB5B	12550	387	557	944	0.0752191235059761	H3 wildtype
BS_R9B92M75	12373	33	86	119	0.00961771599450416	H3 K28
BS_RHAWQJ48	9547	633	171	804	0.0842149366293076	H3 K28
BS_RN0VAY51	9867	70	70	140	0.0141887098408838	H3 K28
BS_RX1YTZ7F	9856	65	61	126	0.0127840909090909	H3 K28
BS_RXN5T5YT	11890	448	243	691	0.0581160639192599	H3 K28
BS_S3MET0JZ	5030	149	283	432	0.0858846918489066	H3 K28
BS_S8K878T3	11158	313	213	526	0.0471410647069367	H3 wildtype
BS_SBMAM00V	9813	748	372	1120	0.114134311627433	H3 wildtype
BS_SD8YBRBR	24207	3020	708	3728	0.154005039864502	H3 wildtype
BS_SNVM7CZT	7346	50	47	97	0.0132044650149741	H3 wildtype
BS_STAJHZDX	11541	232	124	356	0.0308465470929729	H3 K28
BS_SW9Z10F9	14416	809	407	1216	0.0843507214206437	H3 K28
BS_SY3J3XR9	3709	146	233	379	0.10218387705581	H3 wildtype
BS_T2F48Z4E	14357	408	723	1131	0.0787769032527687	H3 wildtype
BS_T3DGY9J9	7904	96	41	137	0.017332995951417	H3 K28
BS_TGS109T3	12943	175	101	276	0.0213242679440624	H3 K28
BS_TPB6WVF4	5611	78	84	162	0.0288718588486901	H3 wildtype
BS_TR2P8KRF	4227	76	68	144	0.0340667139815472	H3 K28
BS_TTDNZTZ0	7496	340	174	514	0.0685699039487727	H3 wildtype
BS_TTE04ZP8	11770	68	34	102	0.0086661002548853	H3 K28
BS_TVH33J9Q	3078	136	195	331	0.107537361923327	H3 wildtype
BS_TXZ7KHTQ	6301	164	193	357	0.056657673385177	H3 K28
BS_V3Z3DB4N	17022	129	99	228	0.0133944307366937	H3 wildtype
BS_V558NW3Q	11433	181	69	250	0.0218665267208957	H3 K28
BS_VBMRQK4F	11248	46	56	102	0.00906827880512091	H3 K28
BS_VF3NVT4G	10709	28	31	59	0.00550938462975068	H3 K28
BS_VF5XWFXD	14129	57	78	135	0.00955481633519711	H3 K28
BS_VKHJG2B8	12107	172	94	266	0.0219707607169406	H3 wildtype
BS_VKYEM67A	11832	148	344	492	0.0415821501014199	H3 K28
BS_W4H1D4Y6	11446	300	184	484	0.0422855145902499	H3 wildtype
BS_W7MFJZ5A	11903	28	34	62	0.00520877089809292	H3 wildtype
BS_W9N9844Q	19591	214	120	334	0.0170486447858711	H3 wildtype
BS_WBPTY8NH	13290	142	166	308	0.0231753197893153	H3 wildtype
BS_WHBEXD5H	10531	362	505	867	0.0823283638780743	H3 wildtype
BS_WQ1YRTAT	18116	1121	1088	2209	0.121936409803489	H3 wildtype
BS_WTJEDTZC	4600	575	144	719	0.156304347826087	H3 wildtype
BS_WVRX4C9Z	10262	52	44	96	0.00935490157863964	H3 wildtype
BS_X0XXN9BK	11519	175	159	334	0.0289955725323379	H3 wildtype
BS_X20JCR4H	16134	102	91	193	0.0119623156067931	H3 K28
BS_X3HR4Z21	11075	254	174	428	0.0386455981941309	H3 K28
BS_X4DD4KSZ	16518	46	91	137	0.00829398232231505	H3 K28
BS_X4X1SFSE	6029	72	197	269	0.0446176812074971	H3 wildtype
BS_XG0DBWVT	12909	227	161	388	0.0300565496940119	H3 K28
BS_XGDPK33A	23714	38	149	187	0.00788563717635152	H3 K28
BS_XM1AHBDJ	4336	375	175	550	0.126845018450185	H3 K28
BS_XZM79E42	8797	211	193	404	0.0459247470728658	H3 K28
BS_YA0KMBRT	21868	346	287	633	0.0289464057069691	H3 wildtype
BS_YDEVMD24	6531	308	138	446	0.0682896952993416	H3 K28
BS_YR12D1ZY	8405	111	33	144	0.0171326591314694	H3 K28
BS_YTWEM5SG	12381	45	19	64	0.00516921088765043	H3 K28
BS_YZ2QFDAN	15348	239	318	557	0.0362913734688559	H3 wildtype
BS_Z0ZPD9S9	7576	440	191	631	0.0832893347412883	H3 K28
BS_Z3RCA1T9	17775	36	68	104	0.00585091420534458	H3 K28
BS_Z8YZ6QGS	14939	119	90	209	0.0139902269228195	H3 wildtype
BS_ZD5HN296	9595	52	82	134	0.0139656070870245	H3 wildtype
BS_ZF6BSFNF	13610	61	69	130	0.00955180014695077	H3 K28
BS_ZM97KKXE	18427	216	286	502	0.0272426330927443	H3 K28
BS_ZVWE73JZ	13656	73	87	160	0.0117164616285882	H3 K28
