Sample	Total	AS_neg	AS_pos	AS_total	SI	Histology
BS_FCDAH728	3536	4	19	23	0.00650452488687783	Diffuse midline glioma
BS_FXJY0MNH	3976	37	101	138	0.0347082494969819	Diffuse intrinsic pontine glioma
BS_G19QZG4S	2127	33	6	39	0.0183356840620592	Diffuse midline glioma
BS_G3NN392N	2338	22	153	175	0.0748502994011976	Diffuse midline glioma
BS_G8TXTX0H	1424	26	3	29	0.0203651685393258	Diffuse midline glioma
BS_GW0GKWMS	3536	5	10	15	0.0042420814479638	Diffuse midline glioma
BS_GWHYM3R4	1108	99	32	131	0.118231046931408	Diffuse midline glioma
BS_GWSJ4Z9H	3836	2	9	11	0.00286757038581856	Diffuse midline glioma
BS_H97S5SQN	3591	3	13	16	0.00445558340295182	Diffuse midline glioma
BS_HZ9AYDCQ	4075	12	17	29	0.00711656441717791	Diffuse midline glioma
BS_JB43XBCQ	3117	2	7	9	0.00288739172281039	Diffuse midline glioma
BS_JP95KMRD	3714	2	10	12	0.00323101777059774	Diffuse midline glioma
BS_JQGJQ2QZ	3964	1	1073	1074	0.270938446014127	Diffuse midline glioma
BS_JQVAWTTM	1709	52	5	57	0.0333528379169105	Diffuse midline glioma
BS_K2PCC777	3495	9	26	35	0.0100143061516452	Diffuse midline glioma
BS_K74N1BXQ	3514	4	10	14	0.00398406374501992	Diffuse midline glioma
BS_K81PZXP2	2753	92	8	100	0.0363240101707228	Diffuse midline glioma
BS_KBEX4RT2	2680	23	16	39	0.0145522388059701	Diffuse midline glioma
BS_KS8HMGA6	3514	5	8	13	0.00369948776323278	Diffuse midline glioma
BS_KVPWHDR4	2024	76	17	93	0.0459486166007905	Diffuse midline glioma
BS_M0FA190Y	3155	12	7	19	0.00602218700475436	Diffuse midline glioma
BS_M7XB258E	1111	53	4	57	0.0513051305130513	Diffuse midline glioma
BS_MB7WN0ZB	2305	6	45	51	0.0221258134490239	Diffuse midline glioma
BS_MDBT7S5Z	3211	20	27	47	0.0146371846776705	Diffuse midline glioma
BS_MFGZH8FK	2943	26	33	59	0.0200475705062861	Diffuse midline glioma
BS_MWWZBQ60	3875	6	16	22	0.00567741935483871	Diffuse midline glioma
BS_N7VQ1GQB	1331	36	16	52	0.039068369646882	Diffuse intrinsic pontine glioma
BS_NB9XXBW6	2753	3	8	11	0.00399564111877951	Diffuse midline glioma
BS_NEFAASTR	3843	11	303	314	0.0817069997397866	Diffuse midline glioma
BS_NEVYM2FP	2958	4	2	6	0.00202839756592292	Diffuse midline glioma
BS_NGSG2KB6	3480	14	5	19	0.00545977011494253	Diffuse midline glioma
BS_NQ54ST98	3325	43	11	54	0.0162406015037594	Diffuse midline glioma
BS_NR3P3GN2	3583	8	11	19	0.00530281886687134	Diffuse midline glioma
BS_P4PMWFMV	1682	20	7	27	0.0160523186682521	Diffuse midline glioma
BS_PJC6FH4Y	3479	5	263	268	0.0770336303535499	Diffuse midline glioma
BS_QGKEP3KB	2055	98	23	121	0.0588807785888078	Diffuse midline glioma
BS_QNNX91SM	2858	6	4	10	0.00349895031490553	Diffuse midline glioma
BS_QY2G1JZJ	3544	7	5	12	0.00338600451467269	Diffuse midline glioma
BS_R7NTZR4C	3320	6	10	16	0.00481927710843374	Diffuse intrinsic pontine glioma
BS_R9B92M75	3447	2	4	6	0.00174064403829417	Diffuse midline glioma
BS_RHAWQJ48	4027	7	1749	1756	0.43605661782965	Diffuse midline glioma
BS_RN0VAY51	3752	9	14	23	0.00613006396588486	Diffuse midline glioma
BS_RPH4DCMK	1326	67	5	72	0.0542986425339367	Diffuse intrinsic pontine glioma
BS_RX1YTZ7F	2464	13	3	16	0.00649350649350649	Diffuse midline glioma
BS_RXN5T5YT	3134	37	24	61	0.0194639438417358	Diffuse midline glioma
BS_S3MET0JZ	3115	8	627	635	0.203852327447833	Diffuse midline glioma
BS_SJVTZ5TH	1620	29	302	331	0.204320987654321	Diffuse intrinsic pontine glioma
BS_STAJHZDX	3683	14	18	32	0.00868856910127613	Diffuse midline glioma
BS_SW9Z10F9	2440	85	21	106	0.0434426229508197	Diffuse midline glioma
BS_T3DGY9J9	2042	9	4	13	0.00636630754162586	Diffuse midline glioma
BS_TGS109T3	3313	7	13	20	0.00603682463024449	Diffuse midline glioma
BS_TR2P8KRF	2326	3	139	142	0.061049011177988	Diffuse midline glioma
BS_TTE04ZP8	3631	4	7	11	0.00302946846598733	Diffuse midline glioma
BS_TXZ7KHTQ	1611	13	14	27	0.0167597765363128	Diffuse midline glioma
BS_V558NW3Q	3882	4	61	65	0.0167439464193715	Diffuse midline glioma
BS_VBMRQK4F	3992	4	177	181	0.0453406813627254	Diffuse midline glioma
BS_VF3NVT4G	3420	4	7	11	0.00321637426900585	Diffuse midline glioma
BS_VF5XWFXD	3862	8	8	16	0.00414293112377007	Diffuse midline glioma
BS_VKYEM67A	4688	13	623	636	0.135665529010239	Diffuse midline glioma
BS_W7MFJZ5A	2480	15	2	17	0.00685483870967742	Diffuse intrinsic pontine glioma
BS_WTJEDTZC	604	43	10	53	0.0877483443708609	Diffuse intrinsic pontine glioma
BS_WVRX4C9Z	3817	5	11	16	0.00419177364422321	Diffuse intrinsic pontine glioma
BS_X20JCR4H	4379	3	93	96	0.0219228134277232	Diffuse midline glioma
BS_X3HR4Z21	2099	55	17	72	0.0343020485945688	Diffuse midline glioma
BS_X4DD4KSZ	4009	1	16	17	0.00424045896732352	Diffuse midline glioma
BS_XG0DBWVT	4307	7	518	525	0.121894590201997	Diffuse midline glioma
BS_XGDPK33A	4860	3	29	32	0.0065843621399177	Diffuse midline glioma
BS_XM1AHBDJ	1276	46	17	63	0.0493730407523511	Diffuse midline glioma
BS_XZM79E42	2574	21	16	37	0.0143745143745144	Diffuse midline glioma
BS_YDEVMD24	2399	3	53	56	0.0233430596081701	Diffuse midline glioma
BS_YR12D1ZY	3291	3	15	18	0.00546946216955333	Diffuse midline glioma
BS_YTWEM5SG	3851	3	12	15	0.00389509218384835	Diffuse midline glioma
BS_Z0ZPD9S9	1131	58	6	64	0.0565870910698497	Diffuse midline glioma
BS_Z3RCA1T9	4234	4	6	10	0.00236183278223902	Diffuse midline glioma
BS_ZF6BSFNF	3087	12	6	18	0.00583090379008746	Diffuse midline glioma
BS_ZM97KKXE	3233	44	11	55	0.0170120630992886	Diffuse midline glioma
BS_ZVWE73JZ	3840	7	9	16	0.00416666666666667	Diffuse midline glioma
=======
BS_00FD2KMP	3815	12	259	271	0.0710353866317169	Other high-grade glioma
BS_014EVM2D	2797	8	1	9	0.00321773328566321	Low-grade glioma
BS_03FT4S8B	5086	3	17	20	0.00393236335037357	Craniopharyngioma
BS_0448A413	3731	7	93	100	0.0268024658268561	Mesenchymal tumor
BS_052PZFMK	1945	6	5	11	0.00565552699228792	Other high-grade glioma
BS_056Q8577	3679	8	1283	1291	0.350910573525414	Other high-grade glioma
BS_063ERW0R	4267	1	30	31	0.00726505741738927	Low-grade glioma
BS_06D4QTM6	1175	30	1	31	0.0263829787234043	Meningioma
BS_06XH7EVF	2454	8	11	19	0.00774246128769356	Non-neoplastic tumor
BS_07ANYSYQ	3009	11	6	17	0.00564971751412429	Ependymoma
BS_08B376A6	3073	14	50	64	0.0208265538561666	Medulloblastoma
BS_08TWG4K0	1593	5	5	10	0.00627746390458255	Other high-grade glioma
BS_0BTXD5M6	3019	9	14	23	0.00761841669426963	Medulloblastoma
BS_0BXY0F9N	2993	20	5	25	0.00835282325425994	Ependymoma
BS_0C00AYTE	2906	33	41	74	0.0254645560908465	Other high-grade glioma
BS_0C7VZC0A	4128	5	11	16	0.00387596899224806	Other high-grade glioma
BS_0D5VRAKC	692	60	55	115	0.166184971098266	Low-grade glioma
BS_0EB67GB4	2307	16	17	33	0.0143042912873862	Medulloblastoma
BS_0GDJQANN	3758	3	6	9	0.00239489089941458	Choroid plexus tumor
BS_0HKNEFQC	2322	25	23	48	0.020671834625323	Medulloblastoma
BS_0HW7W7SD	3896	6	24	30	0.00770020533880903	Other CNS embryonal tumor
BS_0J9SHHSC	4616	3	18	21	0.00454939341421144	Low-grade glioma
BS_0JAKSXQP	518	26	10	36	0.0694980694980695	Low-grade glioma
BS_0K69QMK6	1060	31	2	33	0.0311320754716981	Neurofibroma plexiform
BS_0QYS36NR	3221	6	4	10	0.00310462589257994	Ependymoma
BS_0R12SD1M	2739	17	10	27	0.00985761226725082	Other high-grade glioma
BS_0RF0EZTV	2495	16	12	28	0.0112224448897796	Neurofibroma plexiform
BS_0S8E7590	3992	21	136	157	0.0393286573146293	DIPG or DMG
BS_0SCXXM6N	2757	7	3	10	0.00362713093942691	Low-grade glioma
BS_0SPCTBZY	3903	2	69	71	0.0181911350243403	Other tumor
BS_0T17SY47	4443	11	22	33	0.00742741390952059	Low-grade glioma
BS_0TDWG2CV	2460	25	3	28	0.0113821138211382	Mixed neuronal-glial tumor
BS_0VRSD9V3	4169	8	72	80	0.0191892540177501	Choroid plexus tumor
BS_0VXZCRJS	2975	9	20	29	0.00974789915966387	DIPG or DMG
BS_0WVJYM9R	4450	4	13	17	0.00382022471910112	Low-grade glioma
BS_0X9EGHY2	3004	6	77	83	0.02762982689747	Low-grade glioma
BS_0XEBS3PG	1759	12	17	29	0.0164866401364412	Non-neoplastic tumor
BS_0XEG6SNV	4809	14	1156	1170	0.24329382407985	Ependymoma
BS_0XHT9W4Q	3689	19	31	50	0.0135538086202223	Other high-grade glioma
BS_0Y1BP5A4	3851	14	273	287	0.0745260971176318	Other high-grade glioma
BS_0Y5J2AQ4	1524	10	3	13	0.00853018372703412	Low-grade glioma
BS_0Y66ZBWE	4166		60	60	0.014402304368699	Low-grade glioma
BS_0ZA67BBC	3413	5	39	44	0.0128918839730442	DIPG or DMG
BS_10Z9BMZ7	2057	31	4	35	0.0170150704910063	Medulloblastoma
BS_123NZXAQ	1608	41	13	54	0.0335820895522388	Choroid plexus tumor
BS_15ETQ0E4	3797	2	64	66	0.0173821437977351	Atypical Teratoid Rhabdoid Tumor
BS_1607397Q	4189	7	348	355	0.0847457627118644	Other tumor
BS_166N7SZQ	910	18	9	27	0.0296703296703297	Low-grade glioma
BS_17SAB1QN	3853	10	62	72	0.0186867376070594	Other high-grade glioma
BS_17WYVEEC	2654	12	7	19	0.00715900527505652	Low-grade glioma
BS_17ZSMXFH	2967	8	552	560	0.188742837883384	Other high-grade glioma
BS_18M3RHYN	3186	29	14	43	0.0134965473948525	Ependymoma
BS_196BBNEJ	3193	15	7	22	0.00689007203257125	Ependymoma
BS_19Z0ERYF	2634	12	11	23	0.00873196659073652	Medulloblastoma
BS_1AYRM596	2768	15	7	22	0.00794797687861272	Medulloblastoma
BS_1BJNPHMD	3864	11	34	45	0.0116459627329193	Other high-grade glioma
BS_1BWP5MCT	4391	4	1862	1866	0.424960145752676	Medulloblastoma
BS_1D93Z575	3572	64	27	91	0.0254759238521837	DIPG or DMG
BS_1DECYC4K	2171	10	5	15	0.00690925840626439	Low-grade glioma
BS_1DMAMKFZ	3277	19	51	70	0.0213610009154715	Medulloblastoma
BS_1DNQ1R02	3732	11	904	915	0.245176848874598	Other high-grade glioma
BS_1G3WYEN3	3155	9	2	11	0.003486529318542	Low-grade glioma
BS_1HFK0SXV	3416	12	10	22	0.00644028103044497	Craniopharyngioma
BS_1HQ76V6D	2245	7	44	51	0.02271714922049	Other CNS embryonal tumor
BS_1HYS8CSC	937	9	4	13	0.0138740661686233	Low-grade glioma
BS_1J2WQ08M	4506	1	26	27	0.00599201065246338	Ependymoma
BS_1JDG6JV5	4249	7	7	14	0.00329489291598023	Low-grade glioma
BS_1N76FQZY	1691	11	6	17	0.010053222945003	Low-grade glioma
BS_1N9XZXGE	4101	5	11	16	0.0039014874420873	Mesenchymal tumor
BS_1NPD7PVG	3082	6		6	0.00194678780012979	Mixed neuronal-glial tumor
BS_1QNTEZPS	4023	1	5	6	0.00149142431021626	Atypical Teratoid Rhabdoid Tumor
BS_1SVVER1H	3155	2	3	5	0.00158478605388273	Schwannoma
BS_1T19NFJ8	4370		24	24	0.00549199084668192	Non-neoplastic tumor
BS_1TWCV047	3805	3	253	256	0.0672798948751643	Medulloblastoma
BS_1VNMJHMN	1580	13	5	18	0.0113924050632911	Low-grade glioma
BS_1XFFNFY0	1816	34	10	44	0.0242290748898678	Ependymoma
BS_1XJ73KBQ	3118	16	6	22	0.00705580500320718	Mesenchymal tumor
BS_1Z2CNQEC	641	23	7	30	0.046801872074883	Medulloblastoma
BS_1Z3KSZQZ	3029	9	28	37	0.0122152525586002	Atypical Teratoid Rhabdoid Tumor
BS_1ZVXF5FE	3584	3	38	41	0.0114397321428571	Low-grade glioma
BS_1ZWSD3YQ	1704	36	18	54	0.0316901408450704	Medulloblastoma
BS_1ZZW5HMJ	2673	1	67	68	0.0254395809951365	Other high-grade glioma
BS_21RE8W46	4463	7	602	609	0.136455299126148	Low-grade glioma
BS_21XGYWWV	2441	56	11	67	0.0274477673084801	Low-grade glioma
BS_22078RXH	1087	26	6	32	0.0294388224471021	Craniopharyngioma
BS_22B80N9T	4108	7	2314	2321	0.564995131450828	Medulloblastoma
BS_22QMSCFR	1238	41	164	205	0.165589660743134	Medulloblastoma
BS_238MGRTM	1098	46	16	62	0.0564663023679417	Ependymoma
BS_23M72ABG	3792	6	6	12	0.00316455696202532	Meningioma
BS_23W9EPFE	3215	25	502	527	0.163919129082426	Mixed neuronal-glial tumor
BS_24AHZ9ZW	4138	4	4	8	0.00193330111164814	Low-grade glioma
BS_24AK5EEP	1514	14	197	211	0.139365918097754	Other high-grade glioma
BS_258RRGDM	3079	9	8	17	0.00552127314063007	Mixed neuronal-glial tumor
BS_25KYGJ71	1457	35	8	43	0.029512697323267	DIPG or DMG
BS_264RCK7G	3833	4	18	22	0.00573962953300287	Mixed neuronal-glial tumor
BS_269X6Y6G	1826	7	29	36	0.0197152245345016	Other tumor
BS_26H7DZD4	1284	31	49	80	0.0623052959501558	Medulloblastoma
BS_273HKCT4	4199	1	21	22	0.00523934270064301	Mixed neuronal-glial tumor
BS_27FYYPJG	1137	10	2	12	0.0105540897097625	Mixed neuronal-glial tumor
BS_27Q04NAT	1008	36	6	42	0.0416666666666667	Non-neoplastic tumor
BS_27QE6BV7	3727	4	11	15	0.00402468473302925	Mixed neuronal-glial tumor
BS_2853394H	3157	16	179	195	0.061767500791891	DIPG or DMG
BS_28CTRAS5	4245	5	45	50	0.0117785630153121	Other high-grade glioma
BS_28GPVQAA	1267	4	135	139	0.109707971586425	Mesenchymal tumor
BS_29006KEX	2181	16	72	88	0.0403484640073361	Germ cell tumor
BS_297H8BT4	927	10	9	19	0.0204962243797195	DIPG or DMG
BS_29CPJ040	3204	6	4	10	0.0031210986267166	Low-grade glioma
BS_29TRQXWM	1625	16	2	18	0.0110769230769231	Low-grade glioma
BS_29X4ZX6Q	4202	5	57	62	0.0147548786292242	Other high-grade glioma
BS_29YQ60CP	3571	18	1554	1572	0.440212825539065	Medulloblastoma
BS_2A5R9D97	745	35	9	44	0.0590604026845638	Other high-grade glioma
BS_2A5R9MEJ	4179	1	20	21	0.0050251256281407	DIPG or DMG
BS_2AR3AP0N	3508	2	6	8	0.00228050171037628	Mixed neuronal-glial tumor
BS_2ARXK0TD	3785	5	474	479	0.126552179656539	DIPG or DMG
BS_2EMW8ZG3	2353	17	6	23	0.00977475563110922	Low-grade glioma
BS_2EN3X6HB	1222	11	6	17	0.013911620294599	Other high-grade glioma
BS_2F5CPC8C	1940	16	10	26	0.0134020618556701	Mesenchymal tumor
BS_2G4EH95X	2984	8	8	16	0.00536193029490617	Medulloblastoma
BS_2HN96129	3804	10	15	25	0.0065720294426919	Schwannoma
BS_2HNXVFAS	4405	11	747	758	0.172077185017026	DIPG or DMG
BS_2JP7RBMB	3781	4	61	65	0.0171912192541656	DIPG or DMG
BS_2K01T8K6	3308	12	132	144	0.0435308343409915	DIPG or DMG
BS_2KJ2YAZR	3965	1	4	5	0.00126103404791929	Low-grade glioma
BS_2M4174KG	1551	24	3	27	0.0174081237911025	Medulloblastoma
BS_2QGRF15R	3345	6	8	14	0.00418535127055306	Other high-grade glioma
BS_2R9HK6YY	1636	10	6	16	0.0097799511002445	Low-grade glioma
BS_2R9TCR03	3095	6	7	13	0.00420032310177706	Low-grade glioma
BS_2SFTWNVE	4634		27	27	0.00582649978420371	Medulloblastoma
BS_2SHWPB5P	1694	15	462	477	0.281582054309327	Other tumor
BS_2T5PJAW8	1045	19	11	30	0.0287081339712919	Other high-grade glioma
BS_2W3NC4K1	1545	16	9	25	0.0161812297734628	Neurofibroma plexiform
BS_2WPQ8YCW	2623	6	9	15	0.00571864277544796	Low-grade glioma
BS_2XD3MNKD	4279	4	123	127	0.029679831736387	Non-neoplastic tumor
BS_2XM08BFY	1649	14	6	20	0.0121285627653123	Low-grade glioma
BS_2YCJV2VV	3015	4		4	0.00132669983416252	Low-grade glioma
BS_2Z1MKS84	4497	3	14	17	0.00378029797642873	Medulloblastoma
BS_2ZKB9B81	2540	49	20	69	0.0271653543307087	Other high-grade glioma
BS_304SPN6B	1826	7	3	10	0.00547645125958379	Low-grade glioma
BS_30F3Z9FS	4327	4	861	865	0.199907557198983	DIPG or DMG
BS_30VC3R2Q	3687	1	7	8	0.0021697857336588	DIPG or DMG
BS_30YWQ3FY	2912	20	664	684	0.23489010989011	DIPG or DMG
BS_312K12XX	2468	11	11	22	0.00891410048622366	Germ cell tumor
BS_31MBRWC4	3832	4	1196	1200	0.313152400835073	Other high-grade glioma
BS_31TF0P1N	2509	40	21	61	0.0243124750896772	Atypical Teratoid Rhabdoid Tumor
BS_32FYKNRN	3607	47	19	66	0.0182977543665096	Meningioma
BS_333KCNDP	3538	6	626	632	0.178631995477671	DIPG or DMG
BS_33AQSPRP	1038	61	51	112	0.107899807321773	Low-grade glioma
BS_34201DKZ	3307	39	2	41	0.0123979437556698	Ependymoma
BS_36T79XQZ	1052	12	3	15	0.0142585551330798	Mesenchymal tumor
BS_37GTVG4N	4509	1	11	12	0.00266134397870925	Other CNS embryonal tumor
BS_397XFJY9	383	28	4	32	0.0835509138381201	Medulloblastoma
BS_398KYV92	3445	8	18	26	0.00754716981132075	Meningioma
BS_399RPKC9	4040	2	10	12	0.00297029702970297	DIPG or DMG
BS_3AC3SRWH	337	14	23	37	0.109792284866469	Other high-grade glioma
BS_3DCBDJAT	4118	5	12	17	0.00412821758135017	Meningioma
BS_3EVSN5QD	2202	23	3	26	0.0118074477747502	Low-grade glioma
BS_3F4FQJMR	866	34	5	39	0.0450346420323326	Ependymoma
BS_3F5PR9GS	3747	4	87	91	0.0242860955431011	Medulloblastoma
BS_3G3KWY18	3242	3	2	5	0.00154225786551511	Low-grade glioma
BS_3GAN6Q43	2133	65	36	101	0.0473511486169714	Low-grade glioma
BS_3GDARCHK	3880	10	645	655	0.168814432989691	Craniopharyngioma
BS_3HGBZBGA	1008	14	30	44	0.0436507936507936	Craniopharyngioma
BS_3KASVCSQ	3792	3	57	60	0.0158227848101266	Germ cell tumor
BS_3MS8WVNR	4143	3	5	8	0.0019309678976587	Other high-grade glioma
BS_3MYEMXPQ	3641	7	48	55	0.0151057401812689	Medulloblastoma
BS_3N2YFZFB	3881	9	2312	2321	0.598041741819119	Medulloblastoma
BS_3NNQ6PSB	4154	2	73	75	0.0180548868560424	Other tumor
BS_3NQB12XN	3047	90	30	120	0.0393829996718083	Ependymoma
BS_3NWQXPQV	3853	12	171	183	0.0474954580846094	Medulloblastoma
BS_3P20Q2C3	4299		80	80	0.0186089788322866	Low-grade glioma
BS_3PYESPHA	2275	16	1	17	0.00747252747252747	Mixed neuronal-glial tumor
BS_3Q0GTSYH	3167	8	8	16	0.00505209977897063	Low-grade glioma
BS_3RAM3K7B	3507	22	12	34	0.00969489592244083	Medulloblastoma
BS_3SZZ50WB	1923	30	8	38	0.0197607904316173	Medulloblastoma
BS_3T6X4BPC	3322	41	111	152	0.0457555689343769	Mixed neuronal-glial tumor
BS_3TJHY996	1728	21	6	27	0.015625	Mixed neuronal-glial tumor
BS_3TQSE8HF	3613	6	3	9	0.00249100470523111	Low-grade glioma
BS_3VJ0CA6A	1897	14	1	15	0.00790722192936215	Low-grade glioma
BS_3W07B2TG	3656	5	3	8	0.00218818380743982	Low-grade glioma
BS_3X9WMZGJ	2288	21	7	28	0.0122377622377622	Ependymoma
BS_3XY76V8T	3736	6		6	0.00160599571734475	Mixed neuronal-glial tumor
BS_3Y2X2RBJ	3012	16	11	27	0.00896414342629482	Low-grade glioma
BS_3ZBQX151	1866	55	6	61	0.0326902465166131	Germ cell tumor
BS_3ZGXMCJS	1432	54	7	61	0.0425977653631285	Non-neoplastic tumor
BS_3ZPJAK9A	3037	24	282	306	0.100757326308857	DIPG or DMG
BS_401R3KV0	3708		3	3	0.000809061488673139	Low-grade glioma
BS_418N847Z	2199	36	7	43	0.0195543428831287	Ependymoma
BS_41YS708B	2756	12	5	17	0.00616835994194485	Craniopharyngioma
BS_421D5Q6J	2749	14	26	40	0.0145507457257184	Non-neoplastic tumor
BS_42DY6WS7	4067		8	8	0.00196705188099336	Low-grade glioma
BS_42Y3YANN	3980		2	2	0.00050251256281407	Low-grade glioma
BS_44A3ES23	3738	13	1267	1280	0.34242910647405	Medulloblastoma
BS_45J79YTF	3425	5	22	27	0.00788321167883212	Other high-grade glioma
BS_46BZ2NNN	1969	54	15	69	0.0350431691213814	Germ cell tumor
BS_46MF83WA	1415	34	7	41	0.0289752650176678	Medulloblastoma
BS_470DYRJQ	3664	3	4	7	0.00191048034934498	Low-grade glioma
BS_478TN841	3612	3	5	8	0.00221483942414175	Mixed neuronal-glial tumor
BS_479S95Q6	4236	1	11	12	0.0028328611898017	Schwannoma
BS_49852ZBH	3899	2	8	10	0.00256476019492177	Low-grade glioma
BS_49CJNZ06	3759	41	27	68	0.0180899175312583	DIPG or DMG
BS_49F4RAA4	4066	16	512	528	0.129857353664535	Other tumor
BS_49VCQD19	2720	5	35	40	0.0147058823529412	Neurofibroma plexiform
BS_4A45GGSW	3880		1	1	0.000257731958762887	Low-grade glioma
BS_4B0BAVTX	3910	7	2	9	0.00230179028132992	DIPG or DMG
BS_4BGSTBN0	3855	4	1163	1167	0.30272373540856	Other tumor
BS_4BM3F6XJ	1404	20	11	31	0.0220797720797721	Other high-grade glioma
BS_4BWB0FA0	3396	13	25	38	0.0111896348645465	Low-grade glioma
BS_4C4MZ4NT	2866	6	1	7	0.00244242847173761	Low-grade glioma
BS_4C6B11E4	3031	3	133	136	0.0448696799736061	DIPG or DMG
BS_4CP4T22V	3585	4	106	110	0.0306834030683403	Medulloblastoma
BS_4CXE5XEP	1565	11	5	16	0.010223642172524	Low-grade glioma
BS_4D9DD103	4515	7	14	21	0.00465116279069767	Medulloblastoma
BS_4E1G7E3G	4322	46	1470	1516	0.350763535400278	Atypical Teratoid Rhabdoid Tumor
BS_4EN8D8Y4	3941	2	36	38	0.0096422227860949	Low-grade glioma
BS_4FZS7TX4	1473	24	4	28	0.0190088255261371	Ependymoma
BS_4GNN7J8E	3324	11	51	62	0.0186522262334537	Other high-grade glioma
