Splice ID	Case	Type	Tumor_PSI	Mean_PSI	Sample	Histology
CHROMR:178426366-178426680_178426365-178426505_178430694-178430889	A5SS	Skipping	0.369	0.591907407407407	BS_30VC3R2Q	H3 WT
AP5S1:3820547-3820854_3820546-3820758_3822101-3822293	A5SS	Inclusion	0.368	0.098258064516129	BS_30VC3R2Q	H3 WT
PCBP1-AS1:70086222-70086273_70086251-70086273_70085546-70085624	A5SS	Skipping	0.19399999999999998	0.435125	BS_30VC3R2Q	H3 WT
PRKRA:178450242-178450411_178450365-178450411_178447455-178447586	A5SS	Skipping	0.95	0.974894736842105	BS_30VC3R2Q	H3 WT
LINC00680:57948873-57949068_57948917-57949068_57946077-57947177	A5SS	Skipping	0.45799999999999996	0.753703703703704	BS_30VC3R2Q	H3 WT
TRRAP:99030595-99030764_99030594-99030757_99030884-99031000	A5SS	Skipping	0.293	0.546894736842105	BS_30VC3R2Q	H3 WT
PUM1:31059204-31059577_31059298-31059577_31028795-31028864	A5SS	Skipping	0.9620000000000001	0.980714285714286	BS_30VC3R2Q	H3 WT
PIGT:45416517-45416694_45416516-45416654_45419294-45419395	A5SS	Skipping	0.8690000000000001	0.925466666666667	BS_30VC3R2Q	H3 WT
RNF38:36400936-36401198_36401097-36401198_36375933-36376127	A5SS	Inclusion	0.556	0.34471875	BS_30VC3R2Q	H3 WT
NCL:231455458-231455624_231455572-231455624_231454894-231455258	A5SS	Skipping	0.925	0.982272727272727	BS_30VC3R2Q	H3 WT
NELFCD:58993624-58993764_58993623-58993675_58994109-58994239	A5SS	Skipping	0.7509999999999999	0.868153846153846	BS_399RPKC9	H3 WT
KMT2C:152145153-152145295_152145164-152145295_152144712-152144881	A5SS	Skipping	0.314	0.482016393442623	BS_399RPKC9	H3 WT
IDH3B:2658638-2658837_2658758-2658837_2658394-2658522	A5SS	Skipping	0.534	0.802322033898306	BS_399RPKC9	H3 WT
SAMD11:939272-939460_939271-939412_941143-941306	A5SS	Inclusion	0.613	0.34504	BS_399RPKC9	H3 WT
FIBP:65885509-65885663_65885529-65885663_65885077-65885186	A5SS	Inclusion	0.222	0.147636363636364	BS_399RPKC9	H3 WT
SNHG32:31834908-31835200_31834907-31835057_31835410-31835451	A5SS	Skipping	0.89	0.947211009174311	BS_399RPKC9	H3 WT
ACAA1:38126162-38126700_38126509-38126700_38125825-38125881	A5SS	Skipping	0.652	0.832110169491525	BS_399RPKC9	H3 WT
TMEM68:55773227-55773378_55773268-55773378_55763935-55763980	A5SS	Inclusion	0.371	0.146041666666667	BS_399RPKC9	H3 WT
SMPD4:130161091-130161272_130161185-130161272_130157250-130157396	A5SS	Inclusion	0.732	0.328704918032787	BS_399RPKC9	H3 WT
ENSG00000267228:47136302-47136449_47136338-47136449_47134655-47134704	A5SS	Skipping	0.14300000000000002	0.31690243902439	BS_399RPKC9	H3 WT
PTPRU:29311456-29311553_29311455-29311544_29311642-29311759	A5SS	Skipping	0.47100000000000003	0.644366071428571	BS_399RPKC9	H3 WT
PLEKHH3:42670994-42671130_42671002-42671130_42670572-42670705	A5SS	Skipping	0.363	0.542240963855422	BS_399RPKC9	H3 WT
CUL4B:120538118-120538209_120538123-120538209_120536926-120537034	A5SS	Inclusion	0.122	0.0559393939393939	BS_399RPKC9	H3 WT
PEG3:56823590-56823679_56823592-56823679_56822752-56822836	A5SS	Skipping	0.973	0.9863125	BS_399RPKC9	H3 WT
NTAQ1:123416774-123416932_123416773-123416856_123427923-123428023	A5SS	Inclusion	0.9	0.689212389380531	BS_399RPKC9	H3 WT
LARP7:112644668-112644871_112644667-112644768_112645550-112645662	A5SS	Skipping	0.9009999999999999	0.952	BS_399RPKC9	H3 WT
ACSL3:222927017-222927242_222927016-222927189_222928861-222928936	A5SS	Inclusion	0.049	0.0227391304347826	BS_399RPKC9	H3 WT
PPP1R12A:79786777-79788783_79788647-79788783_79786373-79786478	A5SS	Inclusion	0.046	0.0244736842105263	BS_399RPKC9	H3 WT
PTPN4:119915179-119916690_119915178-119915242_119920068-119920241	A5SS	Inclusion	0.37	0.136028169014084	BS_399RPKC9	H3 WT
ERLEC1:53814543-53814620_53814542-53814603_53814859-53814935	A5SS	Skipping	0.877	0.941590909090909	BS_399RPKC9	H3 WT
MS4A6A:60175402-60175611_60175505-60175611_60173027-60173129	A5SS	Skipping	0.87	0.952942857142857	BS_399RPKC9	H3 WT
NEK9:75106466-75106702_75106501-75106702_75105949-75105996	A5SS	Inclusion	0.35100000000000003	0.131044444444444	BS_399RPKC9	H3 WT
BOLA2-SMG1P6:29452109-29454113_29454015-29454113_29446801-29447026	A5SS	Inclusion	0.062	0.0254736842105263	BS_399RPKC9	H3 WT
STAB1:52523427-52523756_52523426-52523576_52523870-52524017	A5SS	Skipping	0.831	0.923647058823529	BS_399RPKC9	H3 WT
ZBTB8OS:32650429-32650550_32650432-32650550_32627507-32627544	A5SS	Inclusion	0.42200000000000004	0.244952380952381	BS_399RPKC9	H3 WT
HAS2-AS1:121641190-121641454_121641189-121641446_121642583-121642731	A5SS	Skipping	0.45799999999999996	0.632888888888889	BS_399RPKC9	H3 WT
C11orf80:66801031-66801161_66801030-66801102_66803994-66804194	A5SS	Inclusion	0.483	0.23988679245283	BS_399RPKC9	H3 WT
PIGV:26787967-26788819_26787966-26788268_26790758-26790893	A5SS	Inclusion	0.5760000000000001	0.313655172413793	BS_399RPKC9	H3 WT
SKIL:170384533-170384765_170384532-170384627_170390222-170390464	A5SS	Skipping	0.914	0.960809523809524	BS_399RPKC9	H3 WT
TMEM126B:85634086-85634279_85634085-85634176_85635666-85635778	A5SS	Skipping	0.8740000000000001	0.96	BS_399RPKC9	H3 WT
FAM86DP:75434725-75435070_75434917-75435070_75432807-75432870	A5SS	Inclusion	0.3	0.103782608695652	BS_399RPKC9	H3 WT
ZNF148:125323309-125323444_125323387-125323444_125313307-125313656	A5SS	Skipping	0.894	0.949818181818182	BS_399RPKC9	H3 WT
BAIAP2:81085654-81085725_81085653-81085715_81086442-81086580	A5SS	Skipping	0.872	0.939657142857143	BS_399RPKC9	H3 WT
POLD3:74592605-74593037_74592604-74592718_74594060-74594116	A5SS	Inclusion	0.168	0.0691923076923077	BS_399RPKC9	H3 WT
P4HB:81859767-81860524_81860326-81860524_81859180-81859387	A5SS	Inclusion	0.025	0.01048	BS_399RPKC9	H3 WT
EVA1C:32501415-32501495_32501414-32501486_32503925-32504015	A5SS	Skipping	0.521	0.842551724137931	BS_399RPKC9	H3 WT
GTF2H2C:69560223-69560403_69560222-69560242_69565099-69565188	A5SS	Inclusion	0.6759999999999999	0.384772727272727	BS_399RPKC9	H3 WT
BCAP31:153724261-153724388_153724333-153724388_153723152-153723288	A5SS	Inclusion	0.031	0.0112592592592593	BS_399RPKC9	H3 WT
PUM1:31059204-31059577_31059298-31059577_31028795-31028864	A5SS	Skipping	0.9620000000000001	0.980714285714286	BS_399RPKC9	H3 WT
NFAT5:69647028-69647586_69647027-69647167_69653235-69653428	A5SS	Skipping	0.858	0.94035	BS_399RPKC9	H3 WT
PFKP:3109355-3109609_3109354-3109480_3112221-3112286	A5SS	Inclusion	0.073	0.0166216216216216	BS_399RPKC9	H3 WT
MRTFB:14246473-14247507_14246472-14247357_14248925-14249081	A5SS	Skipping	0.848	0.93051282051282	BS_399RPKC9	H3 WT
NOSIP:49557081-49557249_49557089-49557249_49556874-49556993	A5SS	Inclusion	0.136	0.0705576923076923	BS_B1C6GZ84	H3 WT
TRAPPC6A:45178093-45178237_45178134-45178237_45165126-45165194	A5SS	Inclusion	0.747	0.477862385321101	BS_B1C6GZ84	H3 WT
PON2:95409901-95410101_95409953-95410101_95406986-95407068	A5SS	Skipping	0.9209999999999999	0.961775862068965	BS_B1C6GZ84	H3 WT
PCBP4:51959895-51960320_51960188-51960320_51959576-51959651	A5SS	Skipping	0.695	0.895839622641509	BS_B1C6GZ84	H3 WT
PAIP1:43556582-43557077_43556818-43557077_43555829-43555999	A5SS	Inclusion	0.7709999999999999	0.459603305785124	BS_B1C6GZ84	H3 WT
ST18:52409548-52409756_52409681-52409756_52409327-52409452	A5SS	Inclusion	0.537	0.256774193548387	BS_B1C6GZ84	H3 WT
PTPN13:86764593-86764739_86764592-86764724_86765394-86765488	A5SS	Skipping	0.105	0.245818965517241	BS_B1C6GZ84	H3 WT
RACK1:181242170-181242345_181242285-181242345_181241491-181241639	A5SS	Skipping	0.9079999999999999	0.968788235294117	BS_B1C6GZ84	H3 WT
RACK1:181242174-181242345_181242285-181242345_181241491-181241639	A5SS	Skipping	0.9690000000000001	0.988258823529412	BS_B1C6GZ84	H3 WT
DNAJC19:180986943-180987022_180986997-180987022_180985925-180985996	A5SS	Skipping	0.8759999999999999	0.934333333333333	BS_B1C6GZ84	H3 WT
DNAJC19:180986948-180987022_180986997-180987022_180985925-180985996	A5SS	Skipping	0.654	0.828913043478261	BS_B1C6GZ84	H3 WT
YAP1:102205893-102206086_102205892-102206074_102223621-102223752	A5SS	Inclusion	0.423	0.28136	BS_B1C6GZ84	H3 WT
IFI35:43013267-43013379_43013266-43013373_43013475-43013662	A5SS	Inclusion	0.7609999999999999	0.568504587155963	BS_B1C6GZ84	H3 WT
PLPPR2:11363713-11363835_11363712-11363819_11364160-11364212	A5SS	Skipping	0.32299999999999995	0.449504132231405	BS_B1C6GZ84	H3 WT
ST3GAL3:43736233-43736425_43736232-43736380_43792101-43792149	A5SS	Inclusion	0.16399999999999998	0.09156	BS_B1C6GZ84	H3 WT
PILRB:100356750-100356938_100356749-100356883_100358219-100358366	A5SS	Inclusion	0.40299999999999997	0.124230769230769	BS_B1C6GZ84	H3 WT
CENATAC:119011221-119011311_119011220-119011283_119011938-119012003	A5SS	Skipping	0.39799999999999996	0.711	BS_B1C6GZ84	H3 WT
EEF1D:143581229-143581328_143581285-143581328_143581053-143581154	A5SS	Skipping	0.968	0.985767441860465	BS_B1C6GZ84	H3 WT
NCBP2:196939251-196939432_196939392-196939432_196937509-196937631	A5SS	Skipping	0.711	0.894949367088608	BS_B1C6GZ84	H3 WT
NBEA:35208700-35208854_35208699-35208836_35211052-35211179	A5SS	Skipping	0.759	0.886094339622642	BS_B1C6GZ84	H3 WT
PLRG1:154547011-154547064_154547037-154547064_154546122-154546213	A5SS	Skipping	0.938	0.971814814814815	BS_B1C6GZ84	H3 WT
ITGA7:55700566-55701154_55700898-55701154_55700261-55700393	A5SS	Skipping	0.27699999999999997	0.662948717948718	BS_B1C6GZ84	H3 WT
SMPD1:6391384-6392196_6391383-6392156_6393215-6393387	A5SS	Inclusion	0.142	0.0681609195402299	BS_B1C6GZ84	H3 WT
UROD:45013136-45013354_45013135-45013215_45013593-45013791	A5SS	Skipping	0.902	0.957807692307692	BS_B1C6GZ84	H3 WT
MAP3K2-DT:127388184-127388384_127388183-127388311_127388880-127388998	A5SS	Inclusion	0.45399999999999996	0.194	BS_B1C6GZ84	H3 WT
B3GALNT1:161089944-161090062_161089959-161090062_161083907-161086788	A5SS	Skipping	0.655	0.803333333333333	BS_B1C6GZ84	H3 WT
SLC6A9:44010726-44010882_44010808-44010882_44009964-44010096	A5SS	Skipping	0.838	0.934041666666667	BS_B1C6GZ84	H3 WT
ERAP2:96909580-96909809_96909579-96909764_96912636-96912798	A5SS	Inclusion	0.155	0.0726666666666667	BS_B1C6GZ84	H3 WT
ATG2A:64902510-64902680_64902515-64902680_64902259-64902386	A5SS	Inclusion	0.698	0.532104166666667	BS_B1C6GZ84	H3 WT
TMPRSS5:113696836-113696971_113696857-113696971_113695399-113695443	A5SS	Inclusion	0.254	0.121842105263158	BS_B1C6GZ84	H3 WT
GAL3ST1:30558260-30558388_30558278-30558388_30557261-30557401	A5SS	Inclusion	0.47	0.222875	BS_B1C6GZ84	H3 WT
CDK5RAP3:47975514-47975653_47975513-47975638_47975868-47976013	A5SS	Skipping	0.9329999999999999	0.976526315789473	BS_B1C6GZ84	H3 WT
ZNF330:141220930-141221077_141220929-141221016_141222365-141222491	A5SS	Skipping	0.762	0.891428571428571	BS_B1C6GZ84	H3 WT
ALG13:111681170-111681424_111681169-111681299_111682131-111682294	A5SS	Skipping	0.114	0.346795081967213	BS_B1HF89ES	H3.1 K28
WDR4:42873551-42873691_42873602-42873691_42863439-42863596	A5SS	Inclusion	0.866	0.60536	BS_B1HF89ES	H3.1 K28
AUTS2:70766114-70766355_70766113-70766334_70768023-70768068	A5SS	Inclusion	0.522	0.274	BS_B1HF89ES	H3.1 K28
HNRNPH1:179616869-179617110_179617020-179617110_179616125-179616218	A5SS	Skipping	0.691	0.833882352941177	BS_B1HF89ES	H3.1 K28
SLC9A3-AS1:477244-477465_477243-477336_477805-477849	A5SS	Skipping	0.392	0.722608695652174	BS_B1HF89ES	H3.1 K28
FLOT1:30741190-30741704_30741613-30741704_30740678-30740798	A5SS	Skipping	0.747	0.943499999999999	BS_B1HF89ES	H3.1 K28
PARD3:34347956-34348115_34347964-34348115_34341626-34341816	A5SS	Skipping	0.12300000000000001	0.249051282051282	BS_B1HF89ES	H3.1 K28
ASAH1:18083981-18084980_18084675-18084980_18075540-18075587	A5SS	Skipping	0.795	0.900428571428572	BS_B1HF89ES	H3.1 K28
HERC2P9:28655273-28655691_28655272-28655420_28655795-28656026	A5SS	Skipping	0.081	0.462258064516129	BS_B1HF89ES	H3.1 K28
RPP21:30346432-30346564_30346431-30346557_30346712-30346857	A5SS	Inclusion	0.135	0.0682673267326733	BS_B1HF89ES	H3.1 K28
ARL6IP4:122981129-122981299_122981128-122981266_122981594-122981879	A5SS	Inclusion	0.62	0.491358333333333	BS_B1HF89ES	H3.1 K28
MBD5:148483110-148484135_148483109-148483436_148485741-148485950	A5SS	Inclusion	0.737	0.423915094339623	BS_B1HF89ES	H3.1 K28
HPS4:26483674-26483783_26483764-26483783_26481721-26482240	A5SS	Skipping	0.13	0.369181818181818	BS_B1HF89ES	H3.1 K28
CAPN3:42408211-42408437_42408210-42408324_42409302-42409380	A5SS	Inclusion	0.33299999999999996	0.145071428571429	BS_B1HF89ES	H3.1 K28
ATXN2:111485265-111485331_111485270-111485331_111470557-111470742	A5SS	Inclusion	0.6559999999999999	0.475745762711864	BS_B1HF89ES	H3.1 K28
SURF2:133356914-133357234_133356913-133357068_133357710-133357814	A5SS	Skipping	0.027999999999999997	0.113807692307692	BS_B1HF89ES	H3.1 K28
CUL2:35089896-35090363_35090178-35090363_35071198-35071339	A5SS	Inclusion	0.705	0.254660194174757	BS_B1HF89ES	H3.1 K28
CTNND1:57805542-57806478_57805541-57806035_57806914-57806983	A5SS	Inclusion	0.373	0.168066115702479	BS_B1HF89ES	H3.1 K28
MRPL11:66438632-66438848_66438709-66438848_66438163-66438259	A5SS	Skipping	0.32	0.718614678899082	BS_B1HF89ES	H3.1 K28
TLE1:81652184-81652288_81652213-81652288_81634096-81634301	A5SS	Skipping	0.135	0.303571428571429	BS_B1HF89ES	H3.1 K28
PTPRU:29311456-29311553_29311455-29311544_29311642-29311759	A5SS	Skipping	0.37	0.644366071428571	BS_B1HF89ES	H3.1 K28
CYREN:135168745-135169060_135168785-135169060_135167731-135167807	A5SS	Skipping	0.256	0.547381443298969	BS_B1HF89ES	H3.1 K28
ZNF664:123973219-123973352_123973218-123973303_123973885-123974553	A5SS	Skipping	0.11599999999999999	0.450439024390244	BS_B1HF89ES	H3.1 K28
ZNF276:89727279-89727357_89727278-89727325_89729234-89729318	A5SS	Inclusion	0.568	0.392315789473684	BS_B1HF89ES	H3.1 K28
RPL21:27255242-27255354_27255241-27255349_27256183-27256334	A5SS	Skipping	0.892	0.971648648648648	BS_B1HF89ES	H3.1 K28
DCAF11:24115382-24115749_24115381-24115726_24116916-24117044	A5SS	Skipping	0.657	0.786767857142857	BS_B1HF89ES	H3.1 K28
BOC:113216187-113216278_113216186-113216274_113249721-113249899	A5SS	Inclusion	0.696	0.465960784313725	BS_B1HF89ES	H3.1 K28
RPL30:98044943-98045399_98045346-98045399_98042644-98042775	A5SS	Skipping	0.9740000000000001	0.993013157894737	BS_B1HF89ES	H3.1 K28
TRRAP:98983264-98983492_98983263-98983459_98984092-98984358	A5SS	Inclusion	0.46	0.305868421052632	BS_B1HF89ES	H3.1 K28
HOOK2:12774635-12774741_12774668-12774741_12772993-12773044	A5SS	Skipping	0.132	0.49843956043956	BS_B1HF89ES	H3.1 K28
MID2:107917506-107917739_107917505-107917649_107924342-107924504	A5SS	Inclusion	0.452	0.233641025641026	BS_B1HF89ES	H3.1 K28
EPSTI1:42926336-42926429_42926390-42926429_42917540-42917624	A5SS	Skipping	0.8079999999999999	0.901918918918919	BS_B1HF89ES	H3.1 K28
HUWE1:53602564-53602658_53602590-53602658_53600117-53600309	A5SS	Skipping	0.927	0.969612903225806	BS_B1HF89ES	H3.1 K28
ZSCAN26:28271854-28272339_28271853-28271934_28272669-28272787	A5SS	Skipping	0.222	0.598581818181818	BS_B1HF89ES	H3.1 K28
POLM:44078740-44078811_44078755-44078811_44076508-44076629	A5SS	Skipping	0.539	0.735294117647059	BS_B1HF89ES	H3.1 K28
ADAMTS19:129526284-129526515_129526283-129526456_129527747-129527831	A5SS	Skipping	0.10800000000000001	0.441285714285714	BS_B1HF89ES	H3.1 K28
SIKE1:114780437-114780685_114780448-114780685_114780109-114780215	A5SS	Inclusion	0.28300000000000003	0.164021276595745	BS_B1HF89ES	H3.1 K28
NECAP1:8090195-8090343_8090194-8090299_8092675-8092784	A5SS	Skipping	0.145	0.470515151515152	BS_B1HF89ES	H3.1 K28
ARL6IP1:18798701-18798834_18798722-18798834_18797924-18798044	A5SS	Skipping	0.9670000000000001	0.984698113207547	BS_B1HF89ES	H3.1 K28
LRCH3:197835674-197835822_197835673-197835738_197839320-197839397	A5SS	Skipping	0.8809999999999999	0.955488372093024	BS_B1HF89ES	H3.1 K28
MDH1B:206756898-206757040_206756911-206757040_206755008-206755505	A5SS	Skipping	0.725	0.879461538461538	BS_B1HF89ES	H3.1 K28
DISC1:232008785-232009049_232008784-232008983_232026434-232026552	A5SS	Skipping	0.42	0.670333333333333	BS_B1HF89ES	H3.1 K28
FAN1:30903912-30904024_30903911-30904011_30904511-30905897	A5SS	Skipping	0.145	0.349444444444444	BS_B1HF89ES	H3.1 K28
FLNB:58141858-58141929_58141857-58141896_58142649-58142752	A5SS	Skipping	0.691	0.847666666666667	BS_B1HF89ES	H3.1 K28
MAGI2:78194874-78195063_78194879-78195063_78185628-78185670	A5SS	Inclusion	0.9179999999999999	0.7184	BS_B1HF89ES	H3.1 K28
BICD1:32337499-32337816_32337498-32337706_32338785-32338979	A5SS	Skipping	0.527	0.762357142857143	BS_B1HF89ES	H3.1 K28
EIF4G1:184323083-184323241_184323082-184323218_184323407-184323593	A5SS	Skipping	0.934	0.9760625	BS_B1HF89ES	H3.1 K28
PTBP3:112297832-112297916_112297840-112297916_112268048-112268195	A5SS	Skipping	0.36700000000000005	0.569523255813954	BS_B1HF89ES	H3.1 K28
DCC:53486797-53486958_53486796-53486952_53499297-53499510	A5SS	Skipping	0.21100000000000002	0.372771739130435	BS_B1HF89ES	H3.1 K28
MTRR:7869104-7869215_7869103-7869189_7870769-7870923	A5SS	Inclusion	0.937	0.840806451612903	BS_B1HF89ES	H3.1 K28
MAU2:19347280-19347366_19347279-19347363_19348888-19348938	A5SS	Skipping	0.6920000000000001	0.823298969072165	BS_B1HF89ES	H3.1 K28
CELF2:11314139-11314270_11314138-11314258_11321188-11321386	A5SS	Inclusion	0.5329999999999999	0.309736111111111	BS_B1HF89ES	H3.1 K28
ROBO3:124877519-124877752_124877518-124877658_124877936-124878131	A5SS	Inclusion	0.797	0.498245454545454	BS_B1HF89ES	H3.1 K28
UNC80:209839222-209839436_209839221-209839430_209840541-209840648	A5SS	Inclusion	0.502	0.208117647058824	BS_B1HF89ES	H3.1 K28
KLRK1:10379447-10379792_10379699-10379792_10378553-10378705	A5SS	Skipping	0.32899999999999996	0.622790697674419	BS_B1HF89ES	H3.1 K28
ST3GAL6-AS1:98718419-98718521_98718423-98718521_98715649-98715777	A5SS	Inclusion	0.8440000000000001	0.62972	BS_B1HF89ES	H3.1 K28
FAM66B:7348973-7349146_7349082-7349146_7325136-7325198	A5SS	Inclusion	0.425	0.180153846153846	BS_B1HF89ES	H3.1 K28
LINC00869:149646599-149646945_149646598-149646785_149647380-149647624	A5SS	Skipping	0.629	0.801098039215686	BS_B1HF89ES	H3.1 K28
PNPLA4:7927671-7927739_7927685-7927739_7925939-7926132	A5SS	Skipping	0.395	0.6398	BS_B1HF89ES	H3.1 K28
LAIR1:54360916-54361209_54361009-54361209_54356927-54356966	A5SS	Skipping	0.823	0.909944444444444	BS_B1HF89ES	H3.1 K28
RABL2B:50783039-50783286_50783044-50783286_50782187-50782351	A5SS	Skipping	0.312	0.65685	BS_B1HF89ES	H3.1 K28
CREB3L4:153968522-153968699_153968521-153968639_153968929-153969176	A5SS	Skipping	0.47100000000000003	0.666507246376811	BS_B1HF89ES	H3.1 K28
GPN3:110468126-110468264_110468195-110468264_110465105-110465214	A5SS	Skipping	0.29600000000000004	0.530709677419355	BS_B1HF89ES	H3.1 K28
TRERF1:42362947-42363079_42362996-42363079_42300637-42300749	A5SS	Skipping	0.146	0.3858	BS_B1HF89ES	H3.1 K28
DDX1:15627054-15628839_15627053-15627145_15629601-15629697	A5SS	Inclusion	0.9940000000000001	0.975588235294118	BS_B1HF89ES	H3.1 K28
PIN1:9849090-9849311_9849089-9849201_9849532-9849682	A5SS	Skipping	0.7490000000000001	0.935463414634147	BS_B1HF89ES	H3.1 K28
SH3TC1:8219335-8219530_8219334-8219449_8222839-8222970	A5SS	Skipping	0.568	0.804347826086957	BS_B1HF89ES	H3.1 K28
GAA:80101811-80101925_80101810-80101890_80104554-80105132	A5SS	Inclusion	0.171	0.0786229508196721	BS_B1HF89ES	H3.1 K28
ZNF542P:56368139-56368460_56368138-56368220_56368865-56368936	A5SS	Skipping	0.429	0.73315625	BS_B1HF89ES	H3.1 K28
NAPEPLD:103148811-103149099_103148922-103149099_103128482-103128792	A5SS	Skipping	0.628	0.836342105263158	BS_B1HF89ES	H3.1 K28
EPB41L3:5406765-5406968_5406776-5406968_5398020-5398143	A5SS	Inclusion	0.47200000000000003	0.13644	BS_B1HF89ES	H3.1 K28
PGAP2:3824270-3824455_3824269-3824449_3825019-3825128	A5SS	Inclusion	0.779	0.518833333333333	BS_B1HF89ES	H3.1 K28
CAPN3:42407937-42408324_42407936-42408140_42409302-42409380	A5SS	Skipping	0.509	0.846111111111111	BS_B1HF89ES	H3.1 K28
SHMT2:57230360-57230660_57230359-57230462_57230802-57231000	A5SS	Skipping	0.313	0.661818181818182	BS_B1HF89ES	H3.1 K28
KIAA1549L:33542331-33544354_33542330-33544336_33544766-33545378	A5SS	Skipping	0.45899999999999996	0.812324324324325	BS_B1HF89ES	H3.1 K28
MGA:41736181-41736698_41736180-41736368_41739905-41740203	A5SS	Skipping	0.792	0.923307692307692	BS_B1HF89ES	H3.1 K28
CTNND1:57761797-57762068_57761796-57762046_57791384-57791673	A5SS	Inclusion	0.643	0.342428571428571	BS_B1HF89ES	H3.1 K28
STAG2:124090575-124090964_124090574-124090764_124094017-124094144	A5SS	Inclusion	0.42700000000000005	0.239123966942149	BS_MFGZH8FK	H3 WT
ZHX3:41268979-41269083_41268989-41269083_41202056-41205066	A5SS	Skipping	0.14300000000000002	0.305854368932039	BS_MFGZH8FK	H3 WT
TRAPPC6A:45178093-45178237_45178134-45178237_45165126-45165194	A5SS	Skipping	0.195	0.477862385321101	BS_MFGZH8FK	H3 WT
BZW2:16646134-16646304_16646133-16646288_16665436-16665501	A5SS	Inclusion	0.315	0.194303571428571	BS_MFGZH8FK	H3 WT
SMG7:183542076-183542502_183542075-183542364_183544352-183544497	A5SS	Skipping	0.15	0.330614754098361	BS_MFGZH8FK	H3 WT
C1QC:22643633-22643737_22643632-22643714_22644010-22644204	A5SS	Skipping	0.034	0.0790810810810811	BS_MFGZH8FK	H3 WT
KCTD18:200509628-200510068_200510010-200510068_200506856-200507091	A5SS	Skipping	0.099	0.364039215686274	BS_MFGZH8FK	H3 WT
PLD3:40365553-40365930_40365552-40365585_40366418-40366510	A5SS	Skipping	0.643	0.868324324324325	BS_MFGZH8FK	H3 WT
PAIP1:43556582-43557077_43556818-43557077_43555829-43555999	A5SS	Skipping	0.105	0.459603305785124	BS_MFGZH8FK	H3 WT
RBMS1:160286969-160287084_160286977-160287084_160284994-160285044	A5SS	Skipping	0.369	0.544122950819672	BS_MFGZH8FK	H3 WT
SCAPER:76771724-76771954_76771741-76771954_76766917-76767088	A5SS	Skipping	0.218	0.400814159292035	BS_MFGZH8FK	H3 WT
