Gene_Symbol	type	file
ARID1B	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ARID2	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
ARID3A	TranscriptionFactor, TumorSuppressorGene	addTF_JL.tsv, OncoKBv20240704
ARID3B	TranscriptionFactor, Oncogene	addTF_JL.tsv, OncoKBv20240704
ARID3C	TranscriptionFactor	addTF_JL.tsv
ARID4A	TumorSuppressorGene	OncoKBv20240704
ARID4B	TumorSuppressorGene	OncoKBv20240704
ARID5A	TranscriptionFactor	addTF_JL.tsv
ARID5B	TranscriptionFactor, TumorSuppressorGene	addTF_JL.tsv, OncoKBv20240704
ARL11	TumorSuppressorGene	TumorSuppressorGene.txt
ARL6IP5	TumorSuppressorGene	TumorSuppressorGene.txt
ARMC10	TumorSuppressorGene	TumorSuppressorGene.txt
ARMC5	TumorSuppressorGene	TumorSuppressorGene.txt
ARNT	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
ARNT2	TranscriptionFactor	addTF_JL.tsv
ARNTL	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
ARNTL2	TranscriptionFactor	addTF_JL.tsv
ARX	TranscriptionFactor	addTF_JL.tsv
ASCL1	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
ASCL2	TranscriptionFactor	addTF_JL.tsv
ASCL3	TranscriptionFactor	addTF_JL.tsv
ASCL4	TranscriptionFactor	addTF_JL.tsv
ASCL5	TranscriptionFactor	addTF_JL.tsv
ASH1L	TranscriptionFactor	addTF_JL.tsv
ASPSCR1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
ASS1	TumorSuppressorGene	TumorSuppressorGene.txt
ASXL1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ASXL2	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ATF1	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
ATF2	TranscriptionFactor	addTF_JL.tsv
ATF3	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
ATF4	TranscriptionFactor	addTF_JL.tsv
ATF5	TranscriptionFactor	addTF_JL.tsv
ATF6	TranscriptionFactor	addTF_JL.tsv
ATF6B	TranscriptionFactor	addTF_JL.tsv
ATF7	TranscriptionFactor	addTF_JL.tsv
ATIC	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ATM	Kinase, TumorSuppressorGene, CosmicCensus	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
ATMIN	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
ATOH1	TranscriptionFactor	addTF_JL.tsv
ATOH7	TranscriptionFactor	addTF_JL.tsv
ATOH8	TranscriptionFactor	addTF_JL.tsv
ATP1A1	CosmicCensus, Oncogene, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ATP2B3	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
ATP6V1B2	TumorSuppressorGene	OncoKBv20240704
ATR	Kinase, TumorSuppressorGene, CosmicCensus	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
ATRIP	TumorSuppressorGene	OncoKBv20240704
ATRX	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
ATXN2	TumorSuppressorGene	OncoKBv20240704
ATXN7	Oncogene	OncoKBv20240704
AURKA	Kinase, Oncogene	PfamKinase, OncoKBv20240704
AURKB	Kinase, Oncogene	PfamKinase, OncoKBv20240704
AURKC	Kinase	PfamKinase
AXIN1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
AXIN2	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
AXL	Kinase, Oncogene	Kincat_Hsap.08.02.txt, PfamKinase, OncoKBv20240704
AZGP1	TumorSuppressorGene	TumorSuppressorGene.txt
AlphaK1	Kinase	Kincat_Hsap.08.02.txt
AlphaK2	Kinase	Kincat_Hsap.08.02.txt
AlphaK3	Kinase	Kincat_Hsap.08.02.txt
AurA	Kinase	Kincat_Hsap.08.02.txt
AurAps1	Kinase	Kincat_Hsap.08.02.txt
AurAps2	Kinase	Kincat_Hsap.08.02.txt
AurB	Kinase	Kincat_Hsap.08.02.txt
AurBps1	Kinase	Kincat_Hsap.08.02.txt
AurC	Kinase	Kincat_Hsap.08.02.txt
B2M	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BAALC	Oncogene	OncoKBv20240704
BACH1	TranscriptionFactor	addTF_JL.tsv
BACH2	TranscriptionFactor, TumorSuppressorGene	addTF_JL.tsv, OncoKBv20240704
BANP	TumorSuppressorGene	TumorSuppressorGene.txt
BAP1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BARD1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BARHL1	TranscriptionFactor	addTF_JL.tsv
BARHL2	TranscriptionFactor	addTF_JL.tsv
BARK1	Kinase	Kincat_Hsap.08.02.txt
BARK2	Kinase	Kincat_Hsap.08.02.txt
BARX1	TranscriptionFactor	addTF_JL.tsv
BARX2	TranscriptionFactor	addTF_JL.tsv
BASP1	TumorSuppressorGene	TumorSuppressorGene.txt
BATF	TranscriptionFactor	addTF_JL.tsv
BATF2	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
BATF3	TranscriptionFactor	addTF_JL.tsv
BAX	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv
BAZ1A	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
BAZ2A	TranscriptionFactor	addTF_JL.tsv
BAZ2B	TranscriptionFactor	addTF_JL.tsv
BBC3	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704
BBX	TranscriptionFactor	addTF_JL.tsv
BCKDK	Kinase	Kincat_Hsap.08.02.txt
BCL10	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BCL11A	CosmicCensus, TranscriptionFactor	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
BCL11B	CosmicCensus, TranscriptionFactor, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
BCL2	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BCL2L11	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704
BCL2L12	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
BCL3	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BCL6	CosmicCensus, TranscriptionFactor, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv, OncoKBv20240704
BCL6B	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
BCL7A	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BCL9	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BCL9L	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
BCLAF1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
BCOR	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BCORL1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BCR	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BECN1	TumorSuppressorGene	TumorSuppressorGene.txt
BEX2	TumorSuppressorGene	TumorSuppressorGene.txt
BHLHA15	TranscriptionFactor	addTF_JL.tsv
BHLHA9	TranscriptionFactor	addTF_JL.tsv
BHLHE22	TranscriptionFactor	addTF_JL.tsv
BHLHE23	TranscriptionFactor	addTF_JL.tsv
BHLHE40	TranscriptionFactor	addTF_JL.tsv
BHLHE41	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
BICRA	TumorSuppressorGene	TumorSuppressorGene.txt
BIK	TumorSuppressorGene	TumorSuppressorGene.txt
BIKE	Kinase	Kincat_Hsap.08.02.txt
BIN1	TumorSuppressorGene	TumorSuppressorGene.txt
BIRC3	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
BIRC6	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
BLCAP	TumorSuppressorGene	TumorSuppressorGene.txt
BLID	TumorSuppressorGene	TumorSuppressorGene.txt
BLK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
BLM	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BLNK	TumorSuppressorGene	TumorSuppressorGene.txt
BMAL1	TumorSuppressorGene, TranscriptionFactor	TumorSuppressorGene.txt, addTF_JL.tsv
BMAL2	TranscriptionFactor	addTF_JL.tsv
BMF	TumorSuppressorGene	TumorSuppressorGene.txt
BMP10	TumorSuppressorGene	TumorSuppressorGene.txt
BMP2	TumorSuppressorGene	TumorSuppressorGene.txt
BMP2K	Kinase	PfamKinase
BMP4	TumorSuppressorGene	TumorSuppressorGene.txt
BMP5	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
BMPR1A	Kinase, TumorSuppressorGene, CosmicCensus	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
BMPR1Aps1	Kinase	Kincat_Hsap.08.02.txt
BMPR1Aps2	Kinase	Kincat_Hsap.08.02.txt
BMPR1B	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
BMPR2	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase
BMX	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
BNC1	TranscriptionFactor	addTF_JL.tsv
BNC2	TranscriptionFactor	addTF_JL.tsv
BNIP3L	TumorSuppressorGene	TumorSuppressorGene.txt
BORCS8-MEF2B	TranscriptionFactor	addTF_JL.tsv
BPTF	TranscriptionFactor	addTF_JL.tsv
BRAF	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
BRAFps	Kinase	Kincat_Hsap.08.02.txt
BRCA1	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BRCA2	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BRD2	Kinase	Kincat_Hsap.08.02.txt
BRD3	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BRD4	Kinase, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BRD7	TumorSuppressorGene	TumorSuppressorGene.txt
BRDT	Kinase	Kincat_Hsap.08.02.txt
BRF1	TumorSuppressorGene	TumorSuppressorGene.txt
BRF2	TranscriptionFactor	addTF_JL.tsv
BRINP1	TumorSuppressorGene	TumorSuppressorGene.txt
BRIP1	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BRK	Kinase	Kincat_Hsap.08.02.txt
BRMS1	TumorSuppressorGene	TumorSuppressorGene.txt
BRMS1L	TumorSuppressorGene	TumorSuppressorGene.txt
BRSK1	Kinase, TumorSuppressorGene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, PfamKinase, OncoKBv20240704
BRSK2	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
BSX	TranscriptionFactor	addTF_JL.tsv
BTG1	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
BTG2	TumorSuppressorGene	TumorSuppressorGene.txt, OncoKBv20240704
BTG3	TumorSuppressorGene	TumorSuppressorGene.txt
BTG4	TumorSuppressorGene	TumorSuppressorGene.txt
BTK	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Kincat_Hsap.08.02.txt, TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, PfamKinase, OncoKBv20240704
BUB1	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
BUB1B	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
BUBR1	Kinase	Kincat_Hsap.08.02.txt
C11orf95	TranscriptionFactor	addTF_JL.tsv
C15orf65	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
C2orf40	TumorSuppressorGene	TumorSuppressorGene.txt
CABLES1	TumorSuppressorGene	TumorSuppressorGene.txt
CACNA1D	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
CACNA2D3	TumorSuppressorGene	TumorSuppressorGene.txt
CAD	Oncogene	OncoKBv20240704
CADM1	TumorSuppressorGene	TumorSuppressorGene.txt
CADM2	TumorSuppressorGene	TumorSuppressorGene.txt
CADM3	TumorSuppressorGene	TumorSuppressorGene.txt
CADM4	TumorSuppressorGene	TumorSuppressorGene.txt
CALR	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
CAMK1	Kinase	PfamKinase
CAMK1D	Kinase	PfamKinase
CAMK1G	Kinase	PfamKinase
CAMK2A	Kinase	PfamKinase
CAMK2B	Kinase	PfamKinase
CAMK2D	Kinase	PfamKinase
CAMK2G	Kinase	PfamKinase
CAMK2N1	TumorSuppressorGene	TumorSuppressorGene.txt
CAMK4	Kinase	PfamKinase
CAMKK1	Kinase	PfamKinase
CAMKK2	Kinase	PfamKinase
CAMKV	Kinase	PfamKinase
CAMTA1	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, addTF_JL.tsv
CAMTA2	TranscriptionFactor	addTF_JL.tsv
CANT1	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
CAPG	TumorSuppressorGene	TumorSuppressorGene.txt
CARD11	CosmicCensus, Oncogene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
CARF	TranscriptionFactor	addTF_JL.tsv
CARS	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CARS1	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CASC1	TumorSuppressorGene	TumorSuppressorGene.txt
CASC2	TumorSuppressorGene	TumorSuppressorGene.txt
CASK	Kinase	Kincat_Hsap.08.02.txt, PfamKinase
CASP2	TumorSuppressorGene	TumorSuppressorGene.txt
CASP3	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CASP5	TumorSuppressorGene	TumorSuppressorGene.txt
CASP8	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
CASP9	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CASZ1	TranscriptionFactor	addTF_JL.tsv
CAT	TumorSuppressorGene	TumorSuppressorGene.txt
CAV1	TumorSuppressorGene	TumorSuppressorGene.txt
CAVIN3	TumorSuppressorGene	TumorSuppressorGene.txt
CBFA2T3	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
CBFB	CosmicCensus, TumorSuppressorGene	Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
CBL	TumorSuppressorGene, CosmicCensus	TumorSuppressorGene.txt, Census_allTue Sep 17 18_59_30 2019.tsv, OncoKBv20240704
CBLB	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CBLC	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CBLL2	TranscriptionFactor	addTF_JL.tsv
CBX2	TranscriptionFactor	addTF_JL.tsv
CBX5	TumorSuppressorGene	TumorSuppressorGene.txt
CC2D1A	TranscriptionFactor	addTF_JL.tsv
CCAR1	TumorSuppressorGene	TumorSuppressorGene.txt
CCAR2	TumorSuppressorGene	TumorSuppressorGene.txt
CCDC136	TumorSuppressorGene	TumorSuppressorGene.txt
CCDC154	TumorSuppressorGene	TumorSuppressorGene.txt
CCDC169-SOHLH2	TranscriptionFactor	addTF_JL.tsv
CCDC17	TranscriptionFactor	addTF_JL.tsv
CCDC6	CosmicCensus	Census_allTue Sep 17 18_59_30 2019.tsv
CCDC67	TumorSuppressorGene	TumorSuppressorGene.txt
CCK4	Kinase	Kincat_Hsap.08.02.txt
CCN2	TumorSuppressorGene	TumorSuppressorGene.txt
CCN3	TumorSuppressorGene	TumorSuppressorGene.txt
CCN6	TumorSuppressorGene	TumorSuppressorGene.txt
