splice_id	chr	start_coord	end_coord	dPSI_mean	dPSI_stdev	PSI_mean_ctrl	PSI_stdev_ctrl	PSI_mean_tumor	PSI_stdev_tumor	TPM_mean_ctrl	TPM_stdev_ctrl	TPM_mean_tumor	TPM_stdev_tumor	freq
PKD1_2113041-2113059_2112787-2112963_2113160-2113292_-	chr16	2113041	2113059	0.616589164785553	0.145638252241012	0.637401805869075	0.126978339964975	0.0208126410835214	0.0525287133118108	215.021111111111	277.918175658072	53.7271978021978	38.0650579660751	90
GRIA2_157361010-157361124_157359895-157360143_157361537-157361652_+	chr4	157361010	157361124	0.172311224489796	0.40092679819936	0.481852040816327	0.19473477965189	0.309540816326531	0.2327151959543	30.6611111111111	40.9557588882334	28.2269230769231	28.3977610467654	84
GRIA2_157361538-157361652_157361009-157361124_157362798-157362821_+	chr4	157361538	157361652	-0.264220532319392	0.440330406865575	0.379608365019011	0.221087740014505	0.643828897338403	0.249658983448861	30.6611111111111	40.9557588882334	28.2269230769231	28.3977610467654	90
CACNA1D_53673023-53673126_53666338-53666535_53702640-53702810_+	chr3	53673023	53673126	0.472739130434783	0.157108884475155	0.983565217391304	0.0548542084960062	0.510826086956522	0.177278069241494	10.9433333333333	9.20092658377405	5.08208791208792	6.27850388915635	7
CACNA1D_53761998-53762081_53753571-53753682_53762550-53762634_+	chr3	53761998	53762081	-0.610227848101266	0.139571676747149	0.286261603375527	0.132372128585408	0.896489451476793	0.121841436684496	10.9433333333333	9.20092658377405	5.08208791208792	6.27850388915635	69
APLP2_130137256-130137291_130135562-130135715_130140397-130140483_+	chr11	130137256	130137291	0.486269320843091	0.129702440496177	0.715407494145199	0.102005144581883	0.229138173302108	0.0836456426801681	166.454444444444	139.30410341328	165.630274725275	104.618506647119	95
OPN3_241604260-241604579_241597745-241597997_241639881-241640369_-	chr1	241604260	241604579	0.450602150537634	0.0836184579926229	0.988086021505376	0.0657259884927367	0.537483870967742	0.0950949883129707	5.76888888888889	7.38500413751483	5.34983516483516	3.47051391345835	90
OPN3_241604420-241604579_241597745-241597997_241639881-241640340_-	chr1	241604420	241604579	0.24315	0.448007482032203	0.715292857142857	0.402682542661635	0.472142857142857	0.0937759131710195	5.76888888888889	7.38500413751483	5.34983516483516	3.47051391345835	93
PTCH2_44829402-44829533_44828981-44829074_44829613-44829761_-	chr1	44829402	44829533	-0.397553846153846	0.342620874234975	0.544215384615385	0.257705712266173	0.941769230769231	0.119425155593206	3.61888888888889	3.95654661429777	1.65296703296703	1.27503482305863	42
GRIA4_105971914-105972028_105965946-105966061_105974309-105974430_+	chr11	105971914	105972028	-0.387981873111782	0.203486399599421	0.554332326283989	0.120073556295888	0.942314199395771	0.127758381368454	20.81	29.2121763995769	30.7868131868132	26.4483394241756	88
GRIA4_105974310-105974557_105945462-105945501_105979574-105979739_+	chr11	105974310	105974557	0.494060240963855	0.119740506971105	1	0	0.505939759036145	0.119740506971105	20.81	29.2121763995769	30.7868131868132	26.4483394241756	30
AL160269.1_96343904-96343996_96324090-96324169_96351102-96351171_-	chr9	96343904	96343996	0.414368421052632	0.086144717079469	1	0	0.585631578947369	0.086144717079469					7
PLB1_28605853-28605948_28604654-28604759_28606495-28606567_+	chr2	28605853	28605948	-0.407555555555556	0.338354746299552	0.507733333333333	0.195264668870461	0.915288888888889	0.145741929797194	4.27666666666667	4.65312529382135	2.06417582417582	1.66706515261363	41
CADM1_115209574-115209657_115198405-115198438_115214607-115214694_-	chr11	115209574	115209657	-0.613252873563219	0.185130805568104	0.229101149425288	0.138305641875928	0.842354022988506	0.128551729626635	39.6688888888889	46.7827421290278	45.839010989011	28.428792095531	94
NRCAM_108168277-108168402_108166920-108167073_108175321-108175357_-	chr7	108168277	108168402	-0.610454545454546	0.307997093569883	0.35540404040404	0.321000347103631	0.965858585858586	0.0895533144250418	37.46	34.9993057073994	71.9028571428571	59.9591596417162	44
TGFBR3_91800959-91801055_91797286-91797471_91861470-91861644_-	chr1	91800959	91801055	0.433876923076923	0.0158118900003958	0.446999999999999	6.15374662555374e-16	0.0131230769230769	0.0158118900003958	2.19222222222222	2.17114473134438	5.41736263736264	5.19032926390683	65
SEMA4A_156154550-156154717_156147365-156147430_156156413-156156574_+	chr1	156154550	156154717	0.389703703703704	0.0633675571049357	0.912111111111111	0.037928407593308	0.522407407407407	0.0646655652386595	12.4355555555556	13.9370523346143	4.05862637362637	4.18881024300424	9
NAALAD2_90170069-90170136_90168928-90168992_90173823-90173915_+	chr11	90170069	90170136	-0.111130841121495	0.534620145243545	0.641476635514019	0.329481935995077	0.752607476635514	0.237073102212438	1.45222222222222	1.30034397158769	2.90263736263736	2.98631476552913	54
EMC1_19234180-19234188_19232927-19233135_19235129-19235252_-	chr1	19234180	19234188	0.642971491228071	0.164069247169548	0.681905701754387	0.127690189501352	0.0389342105263158	0.0825053048752755	23.88	12.7346996431011	24.0387912087912	10.0662418533477	93
PROM1_16035735-16035761_16033303-16033509_16038945-16039001_-	chr4	16035735	16035761	-0.205149253731343	0.529848519197064	0.264503731343283	0.375758543658149	0.469652985074627	0.202895876763268	5.57111111111111	10.0943455018694	15.2446703296703	18.485738646755	82
KITLG_88515534-88515617_88507027-88507137_88516333-88516490_-	chr12	88515534	88515617	0.421551181102362	0.0825261926236465	0.981283464566929	0.0381457362735925	0.559732283464567	0.083396803648562	4.18222222222222	5.92708355301698	8.14895604395605	10.5636822596117	48
ASIC4_219531758-219531902_219517135-219517268_219537065-219537157_+	chr2	219531758	219531902	0.0448421052631579	0.572506982198225	0.552631578947368	0.503896622873567	0.50778947368421	0.148449856470803	5.28888888888889	5.44259461204958	12.5844505494505	35.0146909416695	9
CACNA1A_13236449-13236618_13235613-13235730_13241520-13241526_-	chr19	13236449	13236618	-0.720952380952381	0.149854104726804	0.187238095238096	0.103458783953968	0.908190476190476	0.136373532867285	109.505555555556	130.269802727945	19.0379120879121	26.360094170494	47
CACNA1A_13241521-13241526_13236448-13236618_13245181-13245215_-	chr19	13241521	13241526	0.720413407821229	0.188840837325226	0.995111731843575	0.00994303024005532	0.274698324022346	0.188822604303753	109.505555555556	130.269802727945	19.0379120879121	26.360094170494	36
TMEM79_156285525-156285983_156285183-156285267_156286259-156286473_+	chr1	156285525	156285983	0.476113924050633	0.120983786510867	0.98379746835443	0.044572148296498	0.507683544303798	0.127184052409399	2.37333333333333	2.03398623397505	3.88021978021978	4.99678139013726	18
ADGRL2_81952987-81953025_81951956-81952142_81955876-81956060_+	chr1	81952987	81953025	0.573313769751693	0.114478666688196	0.747758465011286	0.083338121132154	0.174444695259594	0.098987354590649	7.42111111111111	8.97995468313238	13.528021978022	14.6651100754265	88
CACNA2D3_54816853-54816870_54764217-54764351_54837158-54837230_+	chr3	54816853	54816870	0.668734463276836	0.184816839916978	0.920118644067796	0.0906242400743869	0.25138418079096	0.188895141000994	5.50777777777778	4.81357917193064	1.33862637362637	1.84469757750417	34
CACNA2D3_54879350-54879411_54879017-54879089_54880795-54880863_+	chr3	54879350	54879411	0.628703947368421	0.197037389762572	0.961480263157895	0.0465706001671686	0.332776315789474	0.196921377976637	5.50777777777778	4.81357917193064	1.33862637362637	1.84469757750417	27
TENM4_78720370-78720390_78712481-78712714_78722667-78722917_-	chr11	78720370	78720390	0.808681481481481	0.12338348726022	0.834819753086419	0.109323276646698	0.0261382716049383	0.0718382440548657	15.3666666666667	25.3676171525825	29.6028571428571	26.7113657719873	87
NAALADL2_175447229-175447372_175324174-175324325_175463400-175463493_+	chr3	175447229	175447372	-0.850317073170732	0.28650541882057	0.0487804878048781	0.216734406754821	0.89909756097561	0.102635349932205	1.14	1.21670662034855	2.9067032967033	2.17705008733182	78
NRXN1_50528625-50528651_50506494-50506617_50531226-50531430_-	chr2	50528625	50528651	0.452766666666666	0.278093739474436	0.682684615384616	0.205143740488029	0.229917948717948	0.119256494591314	62.5888888888889	102.668411822289	35.5372527472527	36.8778181862601	84
NRXN1_50621226-50621249_50620021-50620183_50623313-50623615_-	chr2	50621226	50621249	0.517921501706485	0.177143324784044	0.728938566552901	0.186290656077469	0.211017064846417	0.0877441196303862	62.5888888888889	102.668411822289	35.5372527472527	36.8778181862601	85
SLC16A8_38080840-38081679_38078133-38078704_38081888-38082032_-	chr22	38080840	38081679	0.25656	0.44249925423666	0.88396	0.229858195416217	0.6274	0.229988586673339	2.70555555555556	2.60088019289197	0.604395604395605	0.655329546875613	10
SLC16A8_38080840-38081679_38078133-38078704_38081888-38082032_-	chr22	38080840	38081679	0.25656	0.44249925423666	0.88396	0.229858195416217	0.6274	0.229988586673339	2.70555555555556	2.60088019289197	0.604395604395605	0.655329546875613	10
SLC16A8_38080840-38081679_38078133-38078704_38081888-38082032_-	chr22	38080840	38081679	0.25656	0.44249925423666	0.88396	0.229858195416217	0.6274	0.229988586673339	2.70555555555556	2.60088019289197	0.604395604395605	0.655329546875613	10
SLC16A8_38080840-38081679_38078133-38078704_38081888-38082032_-	chr22	38080840	38081679	0.25656	0.44249925423666	0.88396	0.229858195416217	0.6274	0.229988586673339	2.70555555555556	2.60088019289197	0.604395604395605	0.655329546875613	10
NRG2_139859889-139859912_139855675-139855778_139865114-139865173_-	chr5	139859889	139859912	0.753232558139535	0.154484971499329	0.80939534883721	0.11758384134022	0.0561627906976744	0.0991801904934575	5.15	5.50993421013355	2.6506043956044	1.95205322350183	32
NRG2_139865549-139865625_139865114-139865173_139871720-139871841_-	chr5	139865549	139865625	-0.489844444444444	0.110734067613173	0.455853333333334	0.117681056552992	0.945697777777778	0.0701676388350253	5.15	5.50993421013355	2.6506043956044	1.95205322350183	56
TEK_27192489-27192623_27185484-27185629_27197314-27197599_+	chr9	27192489	27192623	-0.475542372881356	0.0233779457180586	0.512	3.35925903237029e-16	0.987542372881356	0.0233779457180586	1.80333333333333	1.3930003589375	3.00142857142857	7.11908757444799	59
GABBR1_29629087-29629247_29627485-29627646_29630457-29630643_-	chr6	29629087	29629247	0.258759656652361	0.510547190145435	0.693618025751073	0.399774004068354	0.434858369098713	0.198648323875041	145.824444444444	143.606558181644	57.2487362637363	44.7534439311436	67
THSD7A_11376570-11376657_11370364-11375878_11379069-11379280_-	chr7	11376570	11376657	0.492051813471503	0.124777401422668	0.978854922279793	0.0344271063412671	0.48680310880829	0.126427157162661	2.40222222222222	4.32120867865051	5.2895054945055	4.96120744497994	70
CDHR3_106020373-106020544_106015926-106016025_106022197-106022448_+	chr7	106020373	106020544	0.0774430379746836	0.437271925806294	0.797835443037974	0.243581631153456	0.720392405063291	0.208257570904429	6.41444444444444	5.63831338059333	3.99186813186813	3.97707558294527	35
NTRK1_156874383-156874400_156873632-156873959_156874570-156874626_+	chr1	156874383	156874400	0.347369565217391	0.699173650618934	0.690391304347826	0.441259534527691	0.343021739130435	0.300472257113175	1.16444444444444	2.41976295900606	0.654615384615384	0.978768317996906	21
SEMA6A_116472885-116472935_116467582-116467747_116473072-116473093_-	chr5	116472885	116472935	-0.375247899159664	0.30029364232371	0.295088235294118	0.16536244742119	0.670336134453782	0.199733505038047	18.4155555555556	12.5706325528105	32.2801648351648	22.9866728737965	93
ABHD12_25319052-25319155_25317047-25317078_25319772-25319825_-	chr20	25319052	25319155	0.895414634146342	0.0891445387025353	1	0	0.104585365853659	0.0891445387025352	46.75	41.0800237341704	28.8687912087912	11.7403830008177	38
ANO4_100974783-100974889_100971305-100971406_100987538-100987670_+	chr12	100974783	100974889	0.530333333333333	0.146893360708678	0.960569892473118	0.0425817367080685	0.430236559139785	0.151121632400316	7.33666666666667	7.8480650481504	2.35571428571429	3.0021447739713	19
NINJ1_93126410-93126585_93121832-93122230_93134142-93134238_-	chr9	93126410	93126585	0.497142857142857	0.126770771755277	1	0	0.502857142857143	0.126770771755277	36.9388888888889	22.1399460503207	41.3004395604395	21.289809115664	7
PTCH1_95474012-95474143_95469812-95469931_95476033-95476159_-	chr9	95474012	95474143	0.561107798165137	0.130782419408746	0.623823394495411	0.109943615657542	0.0627155963302752	0.0695865414049373	14.8922222222222	19.4058172835994	28.1557142857143	36.7398060170717	91
SUSD1_112052155-112052349_112041866-112041960_112058427-112058471_-	chr9	112052155	112052349	0.236738095238095	0.595750010623394	0.632404761904762	0.431072020903661	0.395666666666667	0.228102192978864	6.50888888888889	6.34209043700191	7.94203296703297	4.22526114646341	55
NFASC_204991292-204991306_204988632-204988806_205009556-205009688_+	chr1	204991292	204991306	0.631753968253968	0.154900233986885	0.750406746031743	0.123687636590947	0.118652777777778	0.108054439523868	38.3833333333333	30.6904239951161	49.1519230769231	54.1958983905488	89
NFASC_205002596-205002748_204988632-204988806_205009556-205009688_+	chr1	205002596	205002748	0.574507604562738	0.077103560162158	0.601522813688212	0.0682301319588032	0.0270152091254752	0.0377611510702026	38.3833333333333	30.6904239951161	49.1519230769231	54.1958983905488	88
IFNLR1_24180731-24180854_24169416-24169601_24187190-24187248_-	chr1	24180731	24180854	-0.459264150943396	0.106642672751901	0.470358490566038	0.0833759083307972	0.929622641509434	0.0731256101657895	1.55222222222222	2.41989554411847	1.29296703296703	1.2021371342384	31
EDA2R_66605048-66605226_66602632-66602797_66615933-66616020_-	chrX	66605048	66605226	-0.193524590163934	0.525440183927006	0.429229508196722	0.463506216910576	0.622754098360656	0.129492683929467	0.562222222222222	0.308657487264515	1.64032967032967	2.23467151876833	37
GGT5_24225546-24225652_24219653-24220116_24226630-24226767_-	chr22	24225546	24225652	-0.568631578947368	0.573673369177029	0.263157894736842	0.452413928358864	0.831789473684211	0.149390457432628	11.7588888888889	12.6963306160131	15.8635714285714	15.3899887418013	14
ITGB2_44908074-44908182_44906914-44907095_44910283-44910372_-	chr21	44908074	44908182	0.455738738738739	0.58286946475194	0.618900900900901	0.281034677735845	0.163162162162162	0.31317951693559	45.27	38.5487963495619	35.9306593406593	37.7307167770922	94
EVA1C_32453312-32453508_32412005-32413013_32467695-32467848_+	chr21	32453312	32453508	0.165658227848101	0.376222482120925	0.705531645569619	0.211041849990132	0.539873417721519	0.177062959039463	10.6122222222222	11.4729276753776	9.03197802197802	10.3645687594118	63
EVA1C_32457597-32457720_32412436-32413013_32467695-32467848_+	chr21	32457597	32457720	0.043808988764045	0.434186487908042	0.687483146067415	0.2167822594406	0.643674157303371	0.228941426375677	10.6122222222222	11.4729276753776	9.03197802197802	10.3645687594118	65
MMP24OS_35236081-35236191_35217824-35218061_35272004-35272145_-	chr20	35236081	35236191	0.243436123348018	0.521744274253085	0.688955947136564	0.452576173412856	0.445519823788546	0.167476568969964					81
ADGRL1_14164621-14164705_14162947-14163406_14170681-14170734_-	chr19	14164621	14164705	0.477962962962963	0.416528033985269	0.744844444444444	0.308191665181851	0.266881481481481	0.204479464788465	48.9566666666667	46.3537981183851	35.4142307692308	20.3816032369877	86
ADGRL1_14167016-14167030_14162605-14163406_14170681-14170734_-	chr19	14167016	14167030	0.283765799256506	0.444419461355952	0.697308550185872	0.292339070350658	0.413542750929368	0.219038270682882	48.9566666666667	46.3537981183851	35.4142307692308	20.3816032369877	94
ABCA7_1055083-1055351_1054779-1054878_1055906-1055939_+	chr19	1055083	1055351	0.499428571428571	0.122444350819542	1	0	0.500571428571429	0.122444350819542	9.29888888888889	10.3925483453824	2.64961538461538	2.34405144980225	3
ATP9B_79348132-79348196_79347769-79347925_79359353-79359462_+	chr18	79348132	79348196	-0.25857	0.223711179917773	0.6682	0.0962619532129057	0.92677	0.130077665611392	11.8588888888889	6.45493889290295	12.6195604395604	6.84705258395809	51
PTPRS_5231310-5231615_5225726-5225844_5238918-5239063_-	chr19	5231310	5231615	-0.482197183098592	0.00336630241536768	0.517	1.11812506758256e-16	0.999197183098592	0.00336630241536768	48.0588888888889	57.9277814274905	86.7760439560439	53.6051678340568	71
ITGAL_30479091-30479208_30475512-30475580_30481438-30481584_+	chr16	30479091	30479208	0.0275483870967742	0.44303474948057	0.797741935483871	0.212344212344319	0.770193548387097	0.234799122564351	15.8922222222222	29.4773543494738	3.95208791208791	4.0906165406741	19
LYSMD4_99731358-99731422_99727404-99729731_99731717-99732007_-	chr15	99731358	99731422	0.617371794871794	0.219194458467158	0.731692307692307	0.217010401791054	0.114320512820513	0.126755977198623	8.11666666666667	6.02615549085816	3.87538461538461	2.03299431217925	39
NRXN3_78810318-78810344_78803619-78803823_78957241-78957361_+	chr14	78810318	78810344	0.660971544715447	0.233028305198589	0.774752032520324	0.166557042676795	0.113780487804878	0.136284159115737	31.5455555555556	50.9766218749122	11.6015384615385	17.619915272062	68
NRXN3_79853539-79854217_79805111-79805190_79861038-79862033_+	chr14	79853539	79854217	0.792637096774194	0.184661802028409	0.9345	0.0573177802712446	0.141862903225807	0.191150526126665	31.5455555555556	50.9766218749122	11.6015384615385	17.619915272062	47
THSD1_52386028-52386186_52377166-52378789_52397231-52398194_-	chr13	52386028	52386186	0.332207547169811	0.213896844160789	0.722962264150944	0.0931502017554591	0.390754716981132	0.147715280400711	2.97555555555556	2.04866487688391	4.04681318681319	3.44191209197532	44
CHRNE_4900793-4900907_4899467-4899582_4900989-4901190_-	chr17	4900793	4900907	0.0411086956521739	0.453476655200237	0.797108695652174	0.238260662884709	0.756	0.222561751730465	0.773333333333333	0.562072059437222	0.731208791208792	2.41046513709696	26
ITGA7_55700262-55700393_55699869-55699989_55700898-55701154_-	chr12	55700262	55700393	0.265329268292683	0.264856917108462	0.387329268292682	0.116987606695947	0.122	0.151426875968013	18.8722222222222	15.9146840824581	56.2278021978022	69.3021363793728	74
ADCY6_48773940-48774098_48773468-48773647_48774401-48774518_-	chr12	48773940	48774098	-0.3615	0.0206806246350084	0.619	1.1167346524529e-16	0.9805	0.0206806246350084	16.4055555555556	12.6324672086563	12.992967032967	7.91729730861109	86
CLEC7A_10123245-10123363_10116776-10118590_10125296-10125448_-	chr12	10123245	10123363	0.31889552238806	0.233264977064929	0.965626865671642	0.101393747314973	0.646731343283582	0.140524621167356	13.4455555555556	24.8127639084762	4.06071428571429	4.2772379733126	29
CLEC2D_9693034-9693115_9692827-9692931_9694759-9695129_+	chr12	9693034	9693115	0.469618644067797	0.257961996786697	0.559415254237288	0.168930184652379	0.0897966101694915	0.111346656605076	4.50333333333333	4.23022458032668	2.92697802197802	1.9716648011039	68
IL10RA_117986684-117986813_117986390-117986534_117988381-117988502_+	chr11	117986684	117986813	0.40488679245283	0.427542842648652	0.672490566037736	0.358015755047922	0.267603773584906	0.0994150203507434	21.1466666666667	27.2338934050936	7.43675824175825	7.69796966392795	87
AP003071.5_69079834-69079883_69078891-69079020_69081399-69081499_+	chr11	69079834	69079883	-0.496996932515337	0.14909861472743	0.0658098159509202	0.0849305274207456	0.562806748466257	0.142673794964957	0.695555555555555	0.711092664691303	0.78478021978022	1.3020832038168	78
TPCN2_69055175-69055352_69054032-69054097_69057577-69057694_+	chr11	69055175	69055352	-0.59575	0.478097082003038	0.230857142857143	0.384484652328864	0.826607142857142	0.160607593929426	6.39	4.45816385970727	6.94571428571428	6.93705203407335	81
TPCN2_69085210-69085286_69083944-69084016_69135434-69136316_+	chr11	69085210	69085286	-0.357169014084507	0.493638733891077	0.486605633802817	0.294534474279727	0.843774647887324	0.211138627255927	6.39	4.45816385970727	6.94571428571428	6.93705203407335	64
NRXN2_64690405-64690476_64685645-64685947_64692846-64692876_-	chr11	64690405	64690476	-0.369829268292683	0.0335966653540911	0.574	1.11705523080096e-16	0.943829268292683	0.0335966653540911	196.306666666667	207.637551517061	79.0218681318682	65.837524748422	82
GRIA2_157362799-157362933_157359895-157360143_157363434-157363942_+	chr4	157362799	157362933	-0.678388888888889	0.439488486946735	0.245194444444445	0.281950635947343	0.923583333333333	0.167120551014615	30.6611111111111	40.9557588882334	28.2269230769231	28.3977610467654	32
BOC_113273069-113273341_113269381-113272703_113274374-113274682_+	chr3	113273069	113273341	0.372263157894737	0.0532142859946286	0.96721052631579	0.0308231135267899	0.594947368421053	0.0539253328266765	6.36333333333333	4.96730309121559	24.9476373626374	27.0198116064673	6
CACNA1D_53673713-53673816_53666338-53666535_53702640-53702810_+	chr3	53673713	53673816	0.4788	0.147422629127781	0.97355	0.0821337003722717	0.49475	0.177672340352447	10.9433333333333	9.20092658377405	5.08208791208792	6.27850388915635	6
ATP7B_51958311-51958400_51957515-51957607_51960147-51960322_-	chr13	51958311	51958400	0.4515	0.156909064573894	0.9745	0.0502457596582673	0.523	0.17763445611705	3.68888888888889	3.58597770644369	2.45186813186813	1.64633925874663	3
SLC2A8_127397376-127397538_127397168-127397286_127399906-127400006_+	chr9	127397376	127397538	-0.441569343065694	0.297217582104534	0.259087591240876	0.191098199057777	0.700656934306569	0.207208244142294	16.8788888888889	14.000959292531	10.538021978022	3.59748737354688	92
