Gene	Exon_coord	Upstream_exon_coord	Downstream_exon_coord	dPSI	Site	Preference
ACAD10	111727962-111728143	111721670-111721739	111733922-111734047	0.821518072289157	Skipping
ACAD10	111729806-111729956	111721670-111721739	111733922-111734068	0.73155421686747	Skipping
ACAD10	111729806-111729956	111727961-111728143	111733922-111734068	0.780278571428571	Skipping
ACADM	75742168-75745914	75739979-75740110	75749418-75749559	0.957181818181818	Skipping
ACADM	75745806-75745914	75739979-75740110	75749418-75749518	0.977727272727273	Skipping
ACADM	75745835-75745914	75739979-75740110	75749418-75749559	0.952909090909091	Skipping
ACADSB	123037747-123037847	123034355-123034515	123040465-123040657	0.871174603174603	Skipping
ACADVL	7220464-7220529	7219843-7220197	7220603-7220676	0.955185792349726	Skipping
ACADVL	7220464-7220676	7220121-7220197	7220765-7220830	0.984142857142857	Skipping
ACADVL	7224146-7224243	7223812-7224069	7224320-7224393	0.945342465753425	Skipping
ACBD5	27208246-27208445	27205197-27205248	27210813-27211081	0.942555555555556	Skipping
ACBD5	27217980-27218183	27215534-27215641	27219722-27219803	0.958058510638298	Skipping
ACHE	100892334-100892554	100891168-100891338	100893164-100894252	0.845973684210526	Skipping
ACHE	100892334-100892643	100891168-100891338	100893164-100893904	0.858216216216216	Skipping
ACHE	100892334-100892818	100891168-100891338	100893164-100894252	0.897605263157895	Skipping
ACHE	100892687-100892818	100891168-100891338	100893164-100894233	0.792473684210527	Skipping
ACIN1	23089982-23090101	23081747-23081836	23090521-23090633	0.655121951219512	Skipping
ACLY	41896620-41896649	41893032-41893174	41897748-41897839	0.587900602409638	Skipping
ACLY	41896620-41896649	41893032-41893174	41898630-41898785	0.802	Skipping
ACLY	41897749-41897839	41893032-41893174	41898630-41898785	0.960162790697675	Skipping
ACO2	41499726-41499862	41469105-41469182	41507790-41508049	0.981181818181818	Skipping
ACO2	41515767-41515917	41515376-41515535	41517526-41517631	0.985448275862069	Skipping
ACO2	41515767-41515992	41515376-41515535	41517526-41517631	0.970620689655173	Skipping
ACO2	41522830-41522987	41520170-41520276	41523204-41523278	0.985014925373134	Skipping
ACOX1	75973625-75973785	75957458-75957566	75978533-75978693	0.734403846153846	Skipping
ACP1	276980-277085	272036-272150	277226-277261	0.887722222222222	Skipping
ACSBG1	78208002-78208102	78194505-78194726	78234370-78234525	0.952666666666667	Skipping
ACSF2	50472428-50472579	50470930-50471135	50473664-50473790	0.701518987341772	Skipping
ACSL1	184780332-184780433	184776883-184776983	184783926-184783991	0.945666666666667	Skipping
ACSL1	184803320-184803546	184788616-184788731	184825915-184825968	0.938	Skipping
ACSS1	25020010-25020147	25015137-25015230	25021388-25021536	0.926923076923077	Skipping
ACTN2	236735635-236735720	236731232-236731314	236737121-236737214	0.633510869565218	Skipping
ACTN4	38710257-38710342	38709394-38709476	38714468-38714561	0.94225	Skipping
ACTR8	53878357-53878467	53877646-53877751	53879938-53880072	0.9595	Skipping
ACVR1B	51986818-51986942	51985191-51985348	51991862-51991993	0.932357142857143	Skipping
ACVRL1	51913559-51913770	51913098-51913350	51914438-51914585	0.674948717948718	Skipping
ACYP1	75063470-75063561	75053236-75053659	75063953-75064007	0.928947368421053	Skipping
ACYP1	75063470-75063561	75053236-75053659	75069209-75069483	0.656240963855422	Skipping
ADAM10	58643886-58643978	58640776-58640960	58646054-58646204	0.951570588235294	Skipping
ADAM22	88193116-88193239	88181957-88182024	88196470-88196582	0.925965811965812	Skipping
ADAM23	206571727-206571816	206570739-206570811	206573114-206573195	0.926761904761905	Skipping
ADAM9	39041946-39042117	39026676-39026810	39054480-39054573	0.98304	Skipping
ADAMTS13	133425938-133426062	133425528-133425612	133426198-133426345	0.6632	Skipping
ADAMTS13	133438246-133438366	133437748-133437897	133439365-133439446	0.657402597402597	Skipping
ADAMTS13	133457910-133458094	133456542-133456719	133458973-133459386	0.705976190476191	Skipping
ADAMTS14	70674556-70674995	70672505-70672884	70702311-70702468	0.785655172413793	Skipping
ADAMTS6	65452707-65452918	65452132-65452216	65460169-65460338	0.87959375	Skipping
ADAMTS6	65470778-65471142	65460169-65460338	65481342-65481417	0.7578	Skipping
ADAMTS9	64631808-64631925	64631454-64631550	64633471-64633608	0.9492	Skipping
ADARB1	45175730-45176664	45171609-45171684	45180329-45180444	0.796340909090909	Skipping
ADCY5	123318020-123318117	123314234-123314322	123319673-123319818	0.914	Skipping
ADCY8	130847424-130847513	130836276-130836449	130849601-130849803	0.607691244239631	Skipping
ADCY9	4007368-4007558	3993348-3993510	4113749-4114026	0.851866666666667	Skipping
ADCYAP1R1	31064831-31064936	31052307-31052678	31077990-31078055	0.979041666666667	Skipping
ADCYAP1R1	31077991-31078098	31064830-31064936	31084140-31084250	0.946502762430939	Skipping
ADCYAP1R1	31103237-31103366	31092643-31092735	31104867-31104899	0.977175438596491	Skipping
ADCYAP1R1	31103237-31103366	31092643-31092735	31106495-31106709	0.963723404255319	Skipping
ADD1	2907743-2907844	2904763-2905015	2914883-2915040	0.967935483870968	Skipping
ADD2	70683591-70683767	70678703-70678961	70688023-70688122	0.958314814814815	Skipping
ADD3	110100625-110100848	110007963-110008299	110112776-110112906	0.9869	Skipping
ADGRA2	37814896-37814967	37796882-37797534	37828887-37828959	0.907	Skipping
ADGRA3	22473772-22473843	22461736-22461808	22515527-22515696	0.933555555555555	Skipping
ADGRB1	142477114-142477278	142476584-142476695	142477384-142477549	0.938620689655172	Skipping
ADGRB2	31740347-31740541	31739925-31740034	31741372-31741479	0.921704225352113	Skipping
ADGRB2	31744193-31744357	31742052-31742217	31744647-31744731	0.858557823129252	Skipping
ADGRB2	31744193-31744357	31742837-31743002	31744647-31744731	0.777310344827586	Skipping
ADGRB2	31755999-31756815	31744647-31744731	31763883-31763922	0.891358024691358	Skipping
ADGRB3	68936519-68936680	68638660-68639432	68943829-68943994	0.947758620689655	Skipping
ADGRE2	14755654-14755877	14752328-14752526	14756237-14756345	0.531052631578947	Skipping
ADGRE2	14766235-14766381	14765657-14765804	14766977-14767109	0.34863829787234	Skipping
ADGRE5	14397077-14397223	14396249-14396473	14397657-14397804	0.30905	Skipping
ADGRL1	14160593-14160696	14160111-14160297	14161311-14161626	0.953657142857143	Skipping
ADGRL3	61676826-61676935	61587226-61587440	61730621-61730636	0.979623376623376	Skipping
ADGRL3	61676826-61676935	61587226-61587440	61732753-61733554	0.98125	Skipping
ADGRL3	62044453-62044549	62037730-62037856	62070108-62071058	0.973928571428571	Skipping
ADSL	40354248-40354327	40349831-40350035	40358863-40358912	0.917478260869565	Skipping
ADSL	40361273-40363071	40360401-40360492	40364275-40364365	0.942836956521739	Skipping
AFAP1	7871952-7872080	7855465-7855574	7939655-7939861	0.932875	Skipping
AFAP1L2	114333221-114333295	114323170-114323261	114340602-114340731	0.902791666666667	Skipping
AFDN	167947853-167947944	167946706-167946901	167948292-167948478	0.921	Skipping
AFF1	87046695-87047594	87006752-87007424	87084119-87084164	0.891375	Skipping
AGAP1	235968462-235968623	235908737-235908906	236036560-236036715	0.964133333333333	Skipping
AGAP2	57730495-57730614	57729638-57729767	57730790-57730953	0.931	Skipping
AGAP3	151119987-151120145	151118293-151118632	151122724-151123635	0.933386138613861	Skipping
AGAP3	151139979-151140116	151134424-151134568	151141897-151142052	0.37984756097561	Skipping
AGPS	177468416-177468524	177461892-177462018	177482058-177482186	0.951555555555556	Skipping
AGRN	1051453-1051645	1051252-1051369	1051727-1051815	0.97925	Skipping
AGT	230704193-230706200	230702354-230703329	230709994-230710853	0.997090909090909	Skipping
AHCTF1	246843795-246843928	246839097-246840998	246849614-246851442	0.862568181818182	Skipping
AHCTF1	246843795-246843928	246842693-246842776	246849614-246851442	0.9324	Skipping
AHSA1	77468083-77468184	77465538-77465667	77469076-77469470	0.96525	Skipping
AIP	67487006-67487185	67482792-67483257	67490037-67490214	0.92995652173913	Skipping
AK2	33021367-33021461	33014364-33014594	33021592-33021690	0.959715116279069	Skipping
AK2	33021593-33021703	33014482-33014594	33024441-33024567	0.976454545454545	Skipping
AK2	33021593-33021703	33014482-33014594	33036735-33036840	0.598916666666667	Skipping
AK2	33024442-33024567	33021592-33021703	33036735-33036844	0.983444444444444	Skipping
AK3	4722506-4722625	4719134-4719307	4740936-4741202	0.956426470588235	Skipping
AK4	65190710-65190829	65148202-65148552	65218753-65218926	0.970333333333333	Skipping
AKAP12	151348711-151353752	151305746-151305903	151355726-151356773	0.9899	Skipping
AKNA	114343708-114343803	114342008-114342125	114345862-114346009	0.860130434782609	Skipping
AKNA	114381060-114381446	114376465-114377532	114387859-114387982	0.885176470588235	Skipping
AKR1A1	45561789-45561878	45550825-45551155	45566568-45566688	0.961386363636364	Skipping
AKR1A1	45568485-45568684	45567981-45568177	45568926-45568999	0.848763754045307	Skipping
AKT2	40236238-40236385	40236031-40236104	40237968-40238091	0.92794214876033	Skipping
AKT2	40236257-40236385	40235889-40236104	40237968-40238091	0.95839344262295	Skipping
AKT2	40265222-40265351	40256925-40257054	40266205-40266359	0.952571428571429	Skipping
AKT2	40265222-40265351	40256925-40257054	40279106-40279330	0.9385	Skipping
AKT2	40265222-40265351	40256925-40257054	40285180-40285265	0.818608414239482	Skipping
AKT2	40265259-40265351	40256925-40257054	40285180-40285342	0.540671052631579	Skipping
AKT3	243843125-243843282	243695590-243695716	243850039-243850041	0.967442307692308	Skipping
ALDH1A1	72952935-72953014	72940147-72940252	73080366-73080442	0.864349514563107	Skipping
ALDH2	111783158-111783298	111781917-111782022	111785266-111785346	0.987056603773585	Skipping
ALDH2	111799906-111800063	111798077-111798242	111803858-111803973	0.994130434782609	Skipping
ALDH4A1	18886464-18886511	18885472-18885628	18889361-18889454	0.869857142857143	Skipping
ALDH9A1	165695252-165695397	165682824-165683110	165698377-165698513	0.9796	Skipping
ALG11	52024006-52024937	52012397-52012462	52028318-52028749	0.633118110236221	Skipping
ALG11	52024006-52024937	52014564-52019143	52028318-52028749	0.829537634408602	Skipping
ALKBH3	43901516-43901725	43889761-43889828	43919037-43919042	0.827598684210526	Skipping
AMBRA1	46508191-46508370	46494123-46494204	46512726-46512813	0.86046	Skipping
AMBRA1	46508191-46508370	46494123-46494204	46541944-46542981	0.843302816901409	Skipping
AMD1	110888857-110888983	110874784-110875215	110890253-110890356	0.85375	Skipping
AMOTL2	134358540-134358716	134355876-134357763	134359282-134359503	0.952857142857143	Skipping
AMPD2	109625303-109625433	109619830-109620278	109625661-109625792	0.810898395721925	Skipping
AMPD2	109625303-109625433	109620653-109621266	109625661-109625792	0.722556603773585	Skipping
AMPD3	10478526-10478730	10461514-10461740	10482062-10482225	0.853047619047619	Skipping
ANAPC10	145095985-145096111	145081542-145081750	145098119-145098196	0.942434782608695	Skipping
ANAPC16	72223888-72224056	72215999-72216072	72230365-72230440	0.868488636363637	Skipping
ANAPC16	72223888-72224056	72216011-72216138	72230365-72230440	0.771077399380805	Skipping
ANAPC16	72223888-72224056	72220053-72220379	72230365-72230440	0.944662251655629	Skipping
ANGPT2	6532332-6532487	6527554-6527676	6562646-6563245	0.901814285714286	Skipping
ANGPTL2	127107915-127108780	127093732-127093926	127122314-127122635	0.968083333333333	Skipping
ANK1	41672516-41672912	41672353-41672426	41684543-41684690	0.567542857142857	Skipping
ANK2	113348276-113348308	113345899-113346022	113350227-113350249	0.84866497461929	Skipping
ANK2	113348276-113348308	113345899-113346022	113360822-113360897	0.946444444444445	Skipping
ANK2	113350228-113350249	113347795-113348308	113360822-113360897	0.977833333333333	Skipping
ANK2	113373285-113373449	113369513-113373173	113381456-113381471	0.878527687296417	Skipping
ANK3	60073872-60076454	60067934-60068009	60080572-60080618	0.62635	Skipping
ANK3	60137342-60137353	60134270-60134358	60138963-60139087	0.609528301886793	Skipping
ANK3	60166591-60166653	60138963-60139087	60166823-60166896	0.58957476635514	Skipping
ANK3	60166591-60166653	60145967-60146021	60166823-60166896	0.75315	Skipping
ANKHD1	140496520-140497278	140486957-140487060	140504820-140504966	0.802041237113402	Skipping
ANKLE2	132729679-132730270	132728031-132728163	132734384-132734575	0.935442477876106	Skipping
ANKRD11	89279072-89285649	89275092-89275191	89286038-89286186	0.930136363636364	Skipping
ANKRD11	89286039-89286186	89275092-89275191	89288527-89288670	0.856354166666667	Skipping
ANKRD17	73078642-73078890	73077354-73077533	73085248-73085446	0.963041666666667	Skipping
ANKRD17	73085249-73085446	73078641-73078890	73090666-73092300	0.962645833333333	Skipping
ANKRD17	73113792-73113908	73102375-73102547	73115820-73115916	0.971133333333333	Skipping
ANKRD17	73139531-73140283	73135116-73135262	73141740-73141792	0.876638190954774	Skipping
ANKRD17	73139531-73140283	73135116-73135265	73141740-73141792	0.675247678018575	Skipping
ANKS1B	98829174-98829353	98800996-98801125	98832028-98832136	0.795919540229885	Skipping
ANKS3	4726979-4727177	4724749-4724831	4729979-4730151	0.570235294117647	Skipping
ANKS3	4726979-4727177	4726658-4726780	4729979-4730151	0.482367924528302	Skipping
ANKS6	98790104-98790606	98784831-98784876	98796132-98796555	0.745683544303798	Skipping
ANLN	36407718-36407956	36406401-36406566	36410513-36410666	0.927538461538462	Skipping
ANLN	36407734-36407956	36406180-36406566	36410513-36410704	0.958961538461538	Skipping
ANLN	36411059-36411166	36410513-36410704	36415757-36415783	0.978102564102564	Skipping
ANLN	36417080-36417190	36415757-36415884	36419243-36419479	0.806564285714286	Skipping
ANO5	22250951-22251011	22250740-22250846	22255370-22255522	0.914526315789474	Skipping
ANTKMT	722084-722134	721800-721941	722308-722590	0.80644635193133	Skipping
ANXA11	80157641-80157763	80150888-80155912	80157966-80158025	0.977	Skipping
ANXA1	73166097-73166192	73165115-73165209	73167496-73167555	0.989942857142857	Skipping
ANXA2	60382342-60382441	60364428-60364523	60386027-60386086	0.979044117647059	Skipping
ANXA2	60386028-60386086	60364428-60364523	60397942-60397986	0.871142857142857	Skipping
ANXA5	121669602-121669724	121667945-121668527	121669953-121670012	0.997285714285714	Skipping
ANXA5	121684677-121684771	121683363-121683477	121686287-121686372	0.99314	Skipping
ANXA5	121696581-121696624	121686287-121686372	121696862-121696962	0.991769230769231	Skipping
ANXA6	151147884-151147926	151140152-151140243	151157679-151157747	0.988272727272727	Skipping
AOAH	36686699-36686794	36673942-36674009	36724021-36724449	0.879761904761905	Skipping
AP2M1	184178857-184179122	184176777-184177067	184180168-184180237	0.985075697211156	Skipping
AP2M1	184178857-184179191	184176950-184177067	184180168-184180251	0.963784860557769	Skipping
APBA2	29053845-29054835	28995752-28995806	29074920-29075001	0.9692	Skipping
APC	112754873-112755025	112707497-112707649	112766325-112766383	0.961904761904762	Skipping
APC	112754873-112755025	112707520-112707882	112766325-112766383	0.937093525179856	Skipping
APC	112754873-112755025	112737884-112737925	112766325-112766383	0.905694117647059	Skipping
APC	112754873-112755025	112738331-112738460	112766325-112766383	0.966416666666667	Skipping
APCDD1	10471530-10472061	10454883-10455039	10485461-10485503	0.966776699029126	Skipping
APEH	49676056-49676219	49675890-49675966	49676377-49676506	0.921140845070422	Skipping
APEH	49676056-49676219	49675890-49675966	49676608-49676700	0.904171428571428	Skipping
APEH	49676056-49676515	49675890-49675966	49676608-49676700	0.943228571428572	Skipping
APEX1	20455914-20456101	20455225-20455703	20456667-20456683	0.986642857142857	Skipping
API5	43326507-43326611	43323429-43323636	43327788-43327878	0.96865625	Skipping
APLF	68513080-68513227	68502730-68502903	68513547-68513680	0.839336	Skipping
APLP2	130135563-130135715	130133628-130133728	130140397-130140483	0.978221402214023	Skipping
APOBEC3G	39078932-39079085	39077274-39077378	39080932-39081194	0.800923076923077	Skipping
APOD	195579339-195579495	195573849-195573971	195583877-195583940	0.998636363636364	Skipping
APOO	23856302-23856382	23840026-23840377	23858641-23858733	0.962317073170731	Skipping
APP	25897573-25897673	25891721-25891868	25954589-25954689	0.998181818181818	Skipping
APP	25905024-25905077	25897572-25897673	25911740-25911962	0.993137184115526	Skipping
APP	25975070-25975228	25955626-25955755	25982343-25982477	0.995409090909091	Skipping
APRT	88810423-88810556	88810069-88810148	88811549-88811656	0.938283720930233	Skipping
APTX	32987544-32987731	32985970-32986030	32989758-32989895	0.907578947368421	Skipping
APTX	32987544-32987846	32985535-32986030	32989758-32989895	0.903421052631579	Skipping
APTX	32987544-32988129	32985970-32986030	32989758-32989895	0.919368421052632	Skipping
AQP4	26860772-26860852	26852042-26856489	26861130-26861295	0.989912162162163	Skipping
ARAP1	72713176-72713243	72712437-72712568	72714151-72714321	0.957846153846154	Skipping
ARFGAP1	63277205-63277305	63276479-63276651	63278116-63278203	0.951125	Skipping
ARFGAP2	47173426-47173482	47172025-47172333	47173758-47173840	0.968111111111111	Skipping
ARFGAP2	47175015-47175098	47173758-47173840	47175181-47175313	0.968164705882352	Skipping
ARFGAP3	42810813-42810944	42808766-42808890	42817141-42817264	0.905079787234043	Skipping
ARFGEF1	67277282-67277457	67271701-67271936	67287954-67288065	0.904947368421053	Skipping
ARFGEF2	48953556-48953790	48952704-48952884	48963829-48963898	0.956181818181818	Skipping
ARFGEF2	48965872-48966023	48963829-48963898	48969146-48969277	0.910708333333333	Skipping
ARFGEF2	48965875-48966023	48963829-48963898	48969146-48969277	0.892041666666667	Skipping
ARFGEF2	48965878-48966023	48963829-48963898	48969146-48969277	0.874125	Skipping
ARFIP1	152863606-152863714	152829624-152829726	152872451-152872564	0.891	Skipping
ARFIP1	152870753-152870848	152863605-152863714	152872451-152872564	0.586086956521739	Skipping
ARFRP1	63706999-63707092	63706650-63706738	63707866-63707996	0.907936170212766	Skipping
ARFRP1	63706999-63707097	63706650-63706738	63707866-63707916	0.897904255319149	Skipping
ARHGAP11A-SCG5	32684560-32684669	32679765-32679915	32691709-32691763	0.989	Skipping
ARHGAP17	24935470-24935639	24930783-24931404	24941986-24942143	0.912777777777778	Skipping
ARHGAP17	24939364-24939597	24935469-24935639	24941986-24942143	0.651645051194539	Skipping
ARHGAP18	129583988-129584112	129580069-129580131	129599215-129599356	0.915864864864865	Skipping
ARHGAP19-SLIT1	97265860-97266125	97264825-97264906	97292571-97292637	0.8596	Skipping
ARHGAP21	24670218-24670397	24635010-24635103	24721836-24721866	0.957448979591837	Skipping
ARHGAP22	48450261-48451140	48446035-48446619	48453303-48453425	0.887	Skipping
ARHGAP39	144580846-144581277	144555559-144555643	144605534-144605695	0.8947	Skipping
ARHGAP5	32090502-32094386	32077303-32077435	32117139-32117287	0.954655172413793	Skipping
ARHGAP5	32090502-32094386	32077303-32077435	32117142-32117287	0.929	Skipping
ARHGAP6	11143980-11144248	11142232-11142313	11156528-11156626	0.796285714285714	Skipping
ARHGEF10L	17607802-17607977	17603507-17603591	17616093-17616202	0.914363636363636	Skipping
ARHGEF11	156936816-156937005	156934839-156936058	156937248-156937496	0.961272727272727	Skipping
ARHGEF11	156954892-156954921	156951572-156951699	156955702-156955799	0.778103030303031	Skipping
ARHGEF12	120407738-120407823	120336412-120337275	120420752-120420851	0.941466666666667	Skipping
ARHGEF12	120437308-120437382	120431770-120431911	120440128-120440221	0.983635135135135	Skipping
ARHGEF12	120451512-120451724	120448493-120449214	120457117-120457250	0.986235294117647	Skipping
ARHGEF1	41904949-41905036	41904215-41904383	41905174-41905261	0.951857142857143	Skipping
ARHGEF1	41906457-41906620	41905938-41906025	41906702-41906803	0.899701219512195	Skipping
ARHGEF2	155965631-155965760	155965302-155965412	155966415-155966479	0.907277566539924	Skipping
ARHGEF40	21073932-21075180	21070272-21070399	21075331-21075499	0.913526315789474	Skipping
ARHGEF40	21087001-21087463	21085688-21085866	21087967-21088098	0.916296296296296	Skipping
ARHGEF40	21087320-21087463	21085688-21085866	21087967-21088098	0.813210526315789	Skipping
ARHGEF40	21087320-21087463	21087000-21087105	21087967-21088098	0.513322188449848	Skipping
ARHGEF6	136676624-136676717	136675006-136675096	136679534-136679660	0.921730769230769	Skipping
ARHGEF7	111209872-111210002	111153713-111153991	111217678-111217800	0.84569587628866	Skipping
ARHGEF7	111209872-111210002	111205288-111205373	111217678-111217800	0.91585635359116	Skipping
ARID1A	26729651-26729863	26696014-26697540	26731151-26731318	0.977392857142857	Skipping
ARID1A	26762152-26762319	26761383-26761473	26762972-26763285	0.9626	Skipping
ARID1B	156829227-156829421	156776861-156779471	156901375-156901525	0.9783125	Skipping
ARID4A	58366024-58366068	58365517-58365622	58366882-58367029	0.7933125	Skipping
ARID4A	58366024-58366230	58365517-58365622	58366882-58367029	0.93503125	Skipping
ARIH1	72518067-72518134	72474329-72475014	72544819-72544923	0.958507692307692	Skipping
ARL14EP	30330886-30331374	30323103-30323202	30332865-30332993	0.871794520547945	Skipping
ARL1	101405844-101405981	101396142-101396577	101407641-101407746	0.914458333333333	Skipping
ARL1	101405844-101405981	101402864-101402946	101407641-101407746	0.955700636942676	Skipping
ARL3	102705346-102705489	102699372-102699489	102714272-102714397	0.970785714285714	Skipping
ARMC1	65605422-65605538	65605262-65605337	65613243-65613433	0.92465925925926	Skipping
ARMC6	19042711-19042877	19033574-19033930	19051621-19052195	0.810118421052631	Skipping
ARMC8	138241783-138241983	138238019-138239528	138245087-138245183	0.935164556962025	Skipping
ARMT1	151454548-151454653	151452465-151452586	151458327-151458572	0.875723404255319	Skipping
ARNT2	80450880-80450994	80404349-80404546	80457928-80457976	0.981363636363636	Skipping
ARNT	150842424-150842468	150839398-150839654	150846262-150846307	0.774501915708812	Skipping
ARPC3	110440312-110440388	110437083-110437152	110445451-110445551	0.993971428571429	Skipping
ARPP19	52557100-52557222	52547044-52552104	52568847-52568900	0.988923076923077	Skipping
ARPP19	52568848-52568900	52557099-52557222	52569115-52569167	0.788650943396226	Skipping
ARPP19	52568848-52568902	52557099-52557222	52569111-52569167	0.965285714285715	Skipping
ARPP19	52568848-52568902	52557099-52557222	52569115-52569154	0.868946540880504	Skipping
ARPP19	52568848-52568902	52564189-52564246	52569115-52569154	0.839227272727273	Skipping
ARPP21	35721605-35721834	35717297-35717357	35729302-35729336	0.813138888888889	Skipping
ARRB2	4716147-4716191	4715588-4716033	4716411-4716515	0.948525423728813	Skipping
ARRB2	4720393-4720472	4720215-4720299	4720585-4720640	0.972794871794872	Skipping
ARSA	50626834-50627052	50626590-50626760	50627165-50627406	0.903119402985074	Skipping
ARSA	50627556-50627792	50627165-50627406	50627945-50628170	0.823772357723577	Skipping
ARSA	50627556-50627792	50627165-50627406	50627990-50628159	0.852444444444445	Skipping
ARSB	78885584-78885827	78839355-78839426	78955294-78955374	0.902857142857143	Skipping
ARSL	2958274-2958423	2955415-2955537	2960377-2960420	0.762214285714286	Skipping
ARSL	2958274-2958435	2955415-2955537	2960377-2960420	0.874928571428571	Skipping
ASAP1	130091973-130092143	130079901-130079971	130112093-130112322	0.677685185185185	Skipping
ASAP2	9391062-9391196	9388293-9388546	9393481-9393647	0.804626666666667	Skipping
ASIC1	50079902-50080055	50078923-50078980	50080497-50080589	0.974076923076923	Skipping
ASIC3	151051172-151051319	151051038-151051095	151051809-151051901	0.707096774193548	Skipping
ASIC4	219535171-219535324	219514343-219515306	219537065-219537157	0.9499	Skipping
ASIC4	219535171-219535324	219517135-219517268	219537065-219537157	0.870686274509804	Skipping
ASL	66081803-66081997	66075833-66076093	66082367-66082451	0.832680672268908	Skipping
ASPH	61517528-61517661	61500555-61503509	61518031-61518123	0.932379310344828	Skipping
ASTN2	117291326-117291513	117214357-117214742	117414496-117415039	0.960104166666667	Skipping
ATAT1	30642768-30643011	30642175-30642247	30645894-30645974	0.837592592592593	Skipping
ATF2	175121444-175121540	175118250-175118369	175130137-175130205	0.714596330275229	Skipping
ATF7	53517015-53517354	53507855-53508027	53523275-53523384	0.805	Skipping
ATG16L1	233264892-233265143	233263991-233264065	233270001-233270067	0.9188	Skipping
ATG16L1	233273721-233273777	233272965-233273052	233274675-233274778	0.606591093117409	Skipping
ATG9A	219227922-219228053	219227769-219227813	219228433-219228482	0.946753623188406	Skipping
ATG9A	219227922-219228079	219227769-219227813	219228433-219228485	0.910637681159421	Skipping
ATL1	50628031-50628462	50623176-50623248	50629994-50630009	0.957315789473684	Skipping
ATM	108248933-108249102	108246963-108247127	108250700-108251072	0.92433064516129	Skipping
ATOX1	151746279-151746449	151742821-151742959	151751703-151751779	0.98191156462585	Skipping
ATOX1	151746279-151746449	151742821-151742959	151758545-151758631	0.957565789473684	Skipping
ATP11C	139731651-139731755	139726347-139728962	139732434-139732525	0.622461538461539	Skipping
ATP11C	139731651-139731755	139726347-139728962	139737730-139737796	0.636352941176471	Skipping
ATP11C	139731651-139731755	139726347-139728962	139737915-139738069	0.662227586206896	Skipping
