pathway	treat_score	ctrl_score	score_diff	wilcox_stat	pvalue
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.233181286549707	-0.3361374802104091	0.5693187667601161	9	0.1
KEGG_NON_HOMOLOGOUS_END_JOINING	-0.06905710491367807	0.02257636122178025	-0.09163346613545832	4	1
KEGG_NON_SMALL_CELL_LUNG_CANCER	-0.3260833535451523	0.21579867858530963	-0.5418820321304619	1	0.2
KEGG_NOTCH_SIGNALING_PATHWAY	-0.07006769049117256	0.30934002752752704	-0.3794077180186996	1	0.2
KEGG_NUCLEOTIDE_EXCISION_REPAIR	-0.42795628415300657	0.3067327247810833	-0.7346890089340898	1	0.2
KEGG_ONE_CARBON_POOL_BY_FOLATE	0.2669322709163352	0.06241699867197944	0.20451527224435576	6	0.7
KEGG_OXIDATIVE_PHOSPHORYLATION	-0.2377158034528543	0.15272244355909761	-0.39043824701195196	3	0.7
KEGG_P53_SIGNALING_PATHWAY	0.1543177100624806	-0.1529520623980104	0.30726977246049103	7	0.4
KEGG_PANCREATIC_CANCER	-0.12975772084781548	-0.03156474454503161	-0.09819297630278387	3	0.7
KEGG_PARKINSONS_DISEASE	-0.09303426791277337	0.08096969696969625	-0.1740039648824696	4	1
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	-0.2377158034528543	0.2908366533864547	-0.528552456839309	2	0.4
KEGG_PATHWAYS_IN_CANCER	0.037407732983779786	-0.00949750130526164	0.04690523428904143	5	1
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	-0.26427622841965376	0.18725099601593692	-0.4515272244355907	0	0.1
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	-0.3519256308100919	-0.019920318725098824	-0.3320053120849931	3	0.7
KEGG_PRIMARY_IMMUNODEFICIENCY	0.8512616201859231	-0.8539176626826015	1.7051792828685246	9	0.1
KEGG_PRION_DISEASES	0.3026666666666661	-0.31218452660304996	0.614851193269716	8	0.2
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	-0.3005528455284563	0.21003508771929766	-0.510587933247754	0	0.1
KEGG_PROSTATE_CANCER	-0.3146863761617843	0.25296509043585363	-0.567651466597638	1	0.2
KEGG_PURINE_METABOLISM	-0.48207171314740926	0.2563081009296154	-0.7383798140770247	1	0.2
KEGG_PYRIMIDINE_METABOLISM	-0.48207171314740926	0.2563081009296154	-0.7383798140770247	1	0.2
KEGG_PYRUVATE_METABOLISM	-0.26427622841965376	0.18725099601593692	-0.4515272244355907	0	0.1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	-0.43046281751010473	0.29124275726550763	-0.7217055747756124	0	0.1
KEGG_REGULATION_OF_AUTOPHAGY	-0.22974767596281448	0.23240371845949595	-0.46215139442231046	NA	NA
KEGG_RENAL_CELL_CARCINOMA	-0.06264707566422342	-0.003112415529087175	-0.059534660135136246	4	1
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.12225106254575195	0.07305315162155049	-0.19530421416730243	3	0.7
KEGG_RNA_DEGRADATION	-0.9402203856749283	-0.9371900826446252	-0.00303030303030305	NA	NA
KEGG_SELENOAMINO_ACID_METABOLISM	-0.2722443559096936	0.26693227091633526	-0.5391766268260288	2	0.4
KEGG_SMALL_CELL_LUNG_CANCER	-0.30800000000000094	0.19964102564102507	-0.507641025641026	0	0.1
KEGG_SPLICEOSOME	0.10873368606701883	0.07980180180180105	0.028931884265217783	4	1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.059863534062793274	-0.10760065625144935	0.04773712218865608	5	1
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	-0.03851261620185842	-0.03585657370517851	-0.00265604249667991	4	1
KEGG_TGF_BETA_SIGNALING_PATHWAY	0.6892430278884465	-0.6467463479415658	1.3359893758300123	9	0.1
KEGG_THYROID_CANCER	0.08632138114209899	0.01726427622842038	0.06905710491367861	4	1
KEGG_TIGHT_JUNCTION	-0.33635842069577027	0.29859363472142814	-0.6349520554171983	0	0.1
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.140845651022238	0.19530627422620991	-0.33615192524844795	2	0.4
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.19220331558394751	-0.31557546007698767	0.5077787756609352	9	0.1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	-0.17397078353253564	0.16334661354581737	-0.337317397078353	2	0.4
KEGG_VEGF_SIGNALING_PATHWAY	0.4255650226845058	-0.4689572770720898	0.8945222997565956	9	0.1
KEGG_VIRAL_MYOCARDITIS	0.40772066926922124	-0.28245367293685236	0.6901743422060735	9	0.1
KEGG_WNT_SIGNALING_PATHWAY	0.5095204590960113	-0.3415631976755929	0.8510836567716042	9	0.1
