pathway	treat_score	ctrl_score	score_diff	wilcox_stat	pvalue
KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.24239767548375282	0.039661434989476725	-0.28205911047322957	3	0.015151515151515152
KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.27316342858386766	0.06507424802331799	-0.3382376766071856	7	0.09307359307359307
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.21784551204592698	-0.24666873151667354	0.4645142435626005	34	0.008658008658008658
KEGG_CITRATE_CYCLE_TCA_CYCLE	-0.3600477187324201	0.33285303261515437	-0.6929007513475745	1	0.004329004329004329
KEGG_COLORECTAL_CANCER	-0.3149278016276871	0.16845047289263088	-0.48337827452031795	0	0.0021645021645021645
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	-0.5173313351080768	-0.029946187300531026	-0.4873851478075458	3	0.015151515151515152
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	-0.4165201325481904	0.2525828547231652	-0.6691029872713556	0	0.0021645021645021645
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.04007458349919885	-0.16872399925690743	0.12864941575770858	30	0.06493506493506493
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-0.00943739796146255	-0.3071019602605759	0.29766456229911337	32	0.025974025974025976
KEGG_DILATED_CARDIOMYOPATHY	-0.23673639889135567	0.07192945397120262	-0.3086658528625583	1	0.004329004329004329
KEGG_DNA_REPLICATION	-0.40142802770900426	0.31447681643132214	-0.7159048441403264	0	0.0021645021645021645
KEGG_DORSO_VENTRAL_AXIS_FORMATION	-0.3132604332536085	-0.03647204621790134	-0.27678838703570713	8	0.13203463203463203
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-0.4248517961287704	0.2346575085764043	-0.6595093047051747	1	0.004329004329004329
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-0.303625752079639	0.13665761948503308	-0.44028337156467207	6	0.06493506493506493
KEGG_ECM_RECEPTOR_INTERACTION	-0.2846806204538204	-0.2075919141414683	-0.07708870631235212	13	0.48484848484848486
KEGG_ENDOCYTOSIS	-0.4262247069545792	0.010674251402367853	-0.43689895835694703	0	0.0021645021645021645
KEGG_ENDOMETRIAL_CANCER	-0.33172953071097633	0.14840373170915788	-0.4801332624201342	1	0.004329004329004329
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	-0.2265879880583812	-0.20180418210267376	-0.02478380595570745	15	0.6991341991341992
KEGG_ERBB_SIGNALING_PATHWAY	-0.2450496908934773	0.13183699753643596	-0.37688668842991324	4	0.025974025974025976
KEGG_ETHER_LIPID_METABOLISM	-0.2599765649910627	0.14263772693776544	-0.40261429192882814	0	0.0021645021645021645
KEGG_FATTY_ACID_METABOLISM	-0.3367835879747549	0.3056752630200428	-0.6424588509947977	0	0.0021645021645021645
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	-0.324239812402741	0.0942782299416982	-0.41851804234443923	2	0.008658008658008658
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	-0.3225369413702397	0.17452536829336635	-0.49706230966360604	1	0.004329004329004329
KEGG_FOCAL_ADHESION	-0.21453186494754298	-0.018971758918153864	-0.1955601060293891	6	0.06493506493506493
KEGG_FOLATE_BIOSYNTHESIS	-0.22765595244785364	0.08686998633220247	-0.3145259387800561	3	0.015151515151515152
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	-0.10085148079251231	0.07363869840003423	-0.17449017919254656	11	0.30952380952380953
KEGG_GALACTOSE_METABOLISM	-0.2296740158246217	0.051886562107363664	-0.28156057793198536	8	0.13203463203463203
KEGG_GAP_JUNCTION	-0.4045657923512823	0.09797073020692772	-0.50253652255821	0	0.0021645021645021645
KEGG_GLIOMA	-0.37630208970921514	0.17524681599501712	-0.5515489057042322	0	0.0021645021645021645
KEGG_GLUTATHIONE_METABOLISM	-0.39426416526910674	0.2973759056966387	-0.6916400709657454	0	0.0021645021645021645
KEGG_GLYCEROLIPID_METABOLISM	-0.4090740571490102	0.0020763861798608536	-0.411150443328871	0	0.0021645021645021645
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	-0.384188811129342	-0.06333761183676259	-0.32085119929257944	2	0.008658008658008658
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	-0.24024678950090256	0.14713371123838942	-0.387380500739292	3	0.015151515151515152
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	-0.4195151302558495	0.2694364475938439	-0.6889515778496934	0	0.0021645021645021645
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0.031706068796577766	-0.1496895284145748	0.18139559721115256	25	0.30952380952380953
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	-0.2036892526567261	0.07403559029936407	-0.2777248429560902	8	0.13203463203463203
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	-0.018202462217565166	-0.045656521435909016	0.02745405921834385	19	0.9372294372294372
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	-0.06073700664117382	0.05775439022020853	-0.11849139686138235	14	0.5887445887445888
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	-0.5848298744873868	-0.1396849688038398	-0.445144905683547	1	0.004329004329004329
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	-0.2545055336335948	0.2499982028355112	-0.504503736469106	1	0.004329004329004329
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	-0.21392452552364466	0.0034911914336458135	-0.21741571695729048	6	0.06493506493506493
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	-0.11788382786599175	-0.04706252020846958	-0.07082130765752218	15	0.6991341991341992
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	-0.1583389039754834	0.18661541752943603	-0.34495432150491945	5	0.04112554112554113
KEGG_GNRH_SIGNALING_PATHWAY	-0.32755999642569456	0.1932183148617348	-0.5207783112874294	0	0.0021645021645021645
KEGG_GRAFT_VERSUS_HOST_DISEASE	-0.828372435531012	-0.8166250361602737	-0.01174739937073832	11	0.30952380952380953
KEGG_HEDGEHOG_SIGNALING_PATHWAY	-0.41439722905988496	0.17809267111547938	-0.5924899001753643	0	0.0021645021645021645
KEGG_HEMATOPOIETIC_CELL_LINEAGE	-0.23326036702053332	-0.19510591460933618	-0.03815445241119714	13	0.48484848484848486
KEGG_HISTIDINE_METABOLISM	-0.31346412757469466	0.28006501227249253	-0.5935291398471871	0	0.0021645021645021645
KEGG_HOMOLOGOUS_RECOMBINATION	-0.1191028181280013	0.025186182398074138	-0.14428900052607543	14	0.5887445887445888
KEGG_HUNTINGTONS_DISEASE	-0.3125380087984206	0.09820116356127626	-0.4107391723596968	1	0.004329004329004329
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	-0.12008913285351187	0.004283060021259345	-0.12437219287477122	8	0.13203463203463203
KEGG_INOSITOL_PHOSPHATE_METABOLISM	-0.4081243366871528	0.2406003682346754	-0.6487247049218282	0	0.0021645021645021645
KEGG_INSULIN_SIGNALING_PATHWAY	-0.4164453556827352	0.07798602285193637	-0.49443137853467156	0	0.0021645021645021645
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-0.6925600443491634	-0.6304452441713227	-0.06211480017784066	14	0.5887445887445888
KEGG_JAK_STAT_SIGNALING_PATHWAY	-0.12815456347863677	0.02759465177685453	-0.1557492152554913	4	0.025974025974025976
KEGG_LEISHMANIA_INFECTION	-0.5406509783841792	-0.5342412111102588	-0.006409767273920397	17	0.9372294372294373
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	-0.1684460660582198	0.04352962170534557	-0.21197568776356537	8	0.13203463203463203
KEGG_LIMONENE_AND_PINENE_DEGRADATION	-0.39732350092345003	0.40648221620027625	-0.8038057171237263	1	0.004329004329004329
KEGG_LINOLEIC_ACID_METABOLISM	-0.229802454562423	0.22621118361686024	-0.4560136381792832	6	0.06493506493506493
KEGG_LONG_TERM_DEPRESSION	-0.24778867572700766	0.15070808380203637	-0.39849675952904406	1	0.004329004329004329
KEGG_LONG_TERM_POTENTIATION	-0.3038879260397382	0.08151911081761966	-0.38540703685735783	0	0.0021645021645021645
KEGG_LYSINE_DEGRADATION	-0.3777791463723839	0.03748967677655848	-0.41526882314894237	3	0.015151515151515152
KEGG_LYSOSOME	-0.24596112423404085	-0.10695435740080496	-0.13900676683323587	11	0.30952380952380953
KEGG_MAPK_SIGNALING_PATHWAY	-0.21918886431281526	-0.07395699560269221	-0.14523186871012306	6	0.06493506493506493
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	-0.45656772588463357	0.35981810212695087	-0.8163858280115844	1	0.004329004329004329
KEGG_MELANOGENESIS	-0.32660089122896246	0.16253213417931062	-0.4891330254082731	0	0.0021645021645021645
KEGG_MELANOMA	-0.2923759884720668	0.09265874561483664	-0.3850347340869035	1	0.004329004329004329
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	-0.4189340739849228	0.2917463042300358	-0.7106803782149586	1	0.004329004329004329
KEGG_MISMATCH_REPAIR	-0.323613318934919	0.12258908235508142	-0.44620240129000044	4	0.025974025974025976
KEGG_MTOR_SIGNALING_PATHWAY	-0.3620196825337194	0.2292393891410569	-0.5912590716747763	0	0.0021645021645021645
KEGG_N_GLYCAN_BIOSYNTHESIS	0.033051042730328745	-0.017337617307926188	0.05038866003825493	21	0.6991341991341992
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	-0.4084633889107513	-0.33870557644399546	-0.06975781246675583	12	0.3939393939393939
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	-0.05118466819146829	-0.08437261845847097	0.03318795026700268	20	0.8181818181818182
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	-0.327690244822369	0.17091090298581493	-0.498601147808184	2	0.008658008658008658
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	-0.3204999905285584	0.27784455783006007	-0.5983445483586185	1	0.004329004329004329
KEGG_NITROGEN_METABOLISM	-0.36000763311252104	0.20041238230087008	-0.5604200154133911	0	0.0021645021645021645
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.05683247895960171	-0.2882615715604056	0.2314290926008039	32	0.025974025974025976
KEGG_NON_HOMOLOGOUS_END_JOINING	0.2840306035283407	-0.17305222383419816	0.45708282736253886	29	0.09307359307359307
KEGG_NON_SMALL_CELL_LUNG_CANCER	-0.33880025548981135	-0.07175534815327425	-0.2670449073365371	10	0.24025974025974026
KEGG_NOTCH_SIGNALING_PATHWAY	-0.23461242409304817	0.017106118222271382	-0.25171854231531954	8	0.13203463203463203
KEGG_NUCLEOTIDE_EXCISION_REPAIR	-0.33366896090555753	-0.012545838340890162	-0.32112312256466735	4	0.025974025974025976
KEGG_O_GLYCAN_BIOSYNTHESIS	-0.24702182663448813	0.06101797487796793	-0.3080398015124561	5	0.04112554112554113
KEGG_OLFACTORY_TRANSDUCTION	-0.050289434706362275	-0.007797788633218017	-0.042491646073144256	19	0.9372294372294372
KEGG_ONE_CARBON_POOL_BY_FOLATE	-0.5124269347455774	0.20294294487023798	-0.7153698796158154	0	0.0021645021645021645
KEGG_OOCYTE_MEIOSIS	-0.31867842195918705	0.15230879448116086	-0.4709872164403479	3	0.015151515151515152
KEGG_OTHER_GLYCAN_DEGRADATION	-0.5025147574204927	-0.5004310038253746	-0.002083753595118032	20	0.8181818181818182
KEGG_OXIDATIVE_PHOSPHORYLATION	-0.25038469205944447	-0.15516443722560253	-0.09522025483384194	16	0.8181818181818182
KEGG_P53_SIGNALING_PATHWAY	-0.13606695634193236	0.03558442851084317	-0.17165138485277553	11	0.30952380952380953
KEGG_PANCREATIC_CANCER	-0.36199922186549877	0.17646407778138004	-0.5384632996468788	0	0.0021645021645021645
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	-0.31453361346649167	0.1619022801594408	-0.47643589362593247	0	0.0021645021645021645
KEGG_PARKINSONS_DISEASE	-0.22948255102094825	0.0638179463865948	-0.29330049740754305	4	0.025974025974025976
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	-0.32982323347731274	-0.024502094304169986	-0.30532113917314274	6	0.06493506493506493
KEGG_PATHWAYS_IN_CANCER	-0.26511693256280644	0.105274144505415	-0.37039107706822144	1	0.004329004329004329
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	-0.4652718346428387	0.22101481361098657	-0.6862866482538252	1	0.004329004329004329
KEGG_PENTOSE_PHOSPHATE_PATHWAY	-0.38203782346297727	0.28847470558127253	-0.6705125290442497	0	0.0021645021645021645
KEGG_PEROXISOME	-0.34431775478002646	0.12275674349999834	-0.4670744982800248	0	0.0021645021645021645
KEGG_PHENYLALANINE_METABOLISM	-0.29858439556071187	0.09592775191120935	-0.3945121474719212	3	0.015151515151515152
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	-0.46528852941436044	0.29624947623267595	-0.7615380056470364	0	0.0021645021645021645
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	-0.3249534988533727	0.23118633420664073	-0.5561398330600135	0	0.0021645021645021645
KEGG_PPAR_SIGNALING_PATHWAY	-0.4074037455776265	0.12392018340793136	-0.5313239289855578	0	0.0021645021645021645
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	-0.4578850669242355	0.3896021106611141	-0.8474871775853496	0	0.0021645021645021645
KEGG_PRIMARY_IMMUNODEFICIENCY	-0.3811523357174494	-0.3155560861681262	-0.0655962495493232	15	0.6991341991341992
KEGG_PRION_DISEASES	-0.34231206784273305	0.06494035108808992	-0.407252418930823	3	0.015151515151515152
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	-0.43526169056703495	0.2051370079952728	-0.6403986985623078	0	0.0021645021645021645
KEGG_PROPANOATE_METABOLISM	-0.4353749868999949	0.31859730746235404	-0.7539722943623489	0	0.0021645021645021645
KEGG_PROSTATE_CANCER	-0.39227801838844417	0.2256485533866333	-0.6179265717750775	0	0.0021645021645021645
KEGG_PROTEASOME	-0.533825070374091	-0.24260745907487238	-0.29121761129921864	8	0.13203463203463203
KEGG_PROTEIN_EXPORT	0.0019515439202782523	-0.029675838127238643	0.031627382047516896	17	0.9372294372294373
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	-0.41923125958311785	0.10196154143685952	-0.5211928010199773	0	0.0021645021645021645
KEGG_PURINE_METABOLISM	-0.2992997055291614	0.13969758778474284	-0.43899729331390425	0	0.0021645021645021645
KEGG_PYRIMIDINE_METABOLISM	-0.29353896897924575	0.07152594091624709	-0.36506490989549284	4	0.025974025974025976
KEGG_PYRUVATE_METABOLISM	-0.4554537125437027	0.28802419711563515	-0.7434779096593378	0	0.0021645021645021645
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	-0.25431156364834584	0.11515231705607269	-0.36946388070441855	2	0.008658008658008658
KEGG_REGULATION_OF_AUTOPHAGY	-0.18215712567630407	0.16818854654531368	-0.3503456722216177	4	0.025974025974025976
KEGG_RENAL_CELL_CARCINOMA	-0.1336129454106012	0.028253091857080654	-0.16186603726768187	11	0.30952380952380953
KEGG_RENIN_ANGIOTENSIN_SYSTEM	-0.3786273908102868	0.2660904857341311	-0.6447178765444179	0	0.0021645021645021645
KEGG_RETINOL_METABOLISM	-0.3096904240613253	0.151969516617234	-0.4616599406785593	6	0.06493506493506493
KEGG_RIBOFLAVIN_METABOLISM	-0.41498920712521703	0.3704818706403428	-0.7854710777655598	0	0.0021645021645021645
KEGG_RIBOSOME	-0.23239289195438811	-0.15773175537215212	-0.074661136582236	15	0.6991341991341992
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.20835047506303142	-0.10428107360020315	-0.10406940146282827	15	0.6991341991341992
KEGG_RNA_DEGRADATION	-0.3908298772269252	-0.2464326560888028	-0.1443972211381224	11	0.30952380952380953
KEGG_RNA_POLYMERASE	-0.3428680509047535	-0.11203700796910991	-0.23083104293564355	4	0.025974025974025976
KEGG_SELENOAMINO_ACID_METABOLISM	-0.13947029837234248	0.09493565397335711	-0.2344059523456996	12	0.3939393939393939
KEGG_SMALL_CELL_LUNG_CANCER	-0.25572071709023586	-0.03230402812525951	-0.22341668896497635	7	0.09307359307359307
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	-0.27159336667253514	0.2325892389289962	-0.5041826056015313	0	0.0021645021645021645
KEGG_SPHINGOLIPID_METABOLISM	-0.5040864197662737	-0.23355286950481632	-0.2705335502614573	6	0.06493506493506493
KEGG_SPLICEOSOME	-0.2856171155270303	-0.1706159742629081	-0.1150011412641222	14	0.5887445887445888
KEGG_STARCH_AND_SUCROSE_METABOLISM	-0.34209991856679045	0.08950855290781208	-0.4316084714746025	4	0.025974025974025976
