baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant	ENS_ID	geneSymbol	CTRL1	CTRL2	CTRL3	Treated1	Treated2	Treated3	Preference
15.313561879108889	-1.8502826277417783	0.6613564972886992	-2.797708399822498	0.00514665536765347	0.01397630719527874	P-val < 0.05	ENSG00000057593.14	F7	28	33	17	8	7	3	Up
88.3873622119852	1.4353861704418511	0.33790425781850814	4.247907912462032	2.1577604809139064e-5	9.515765474957029e-5	P-val < 0.05	ENSG00000058085.15	LAMC2	72	21	64	106	105	145	Down
189.9437607313925	-1.9003741682116744	0.23805334319213003	-7.982976179746002	1.4284647979937373e-15	2.132404765039996e-14	P-val < 0.05	ENSG00000060566.14	CREB3L3	281	248	475	93	58	68	Up
95.94417997272352	-1.33762707728124	0.26725020913569275	-5.005148851360029	5.5818880386584e-7	3.16971499338102e-6	P-val < 0.05	ENSG00000062096.15	ARSF	137	144	175	61	52	35	Up
1766.4138538168957	-1.3761559874436409	0.067889863868839	-20.270419014277735	2.3465047056728845e-91	8.157484409840089e-89	P-val < 0.05	ENSG00000064692.20	SNCAIP	2486	2868	3111	801	900	1005	Up
57.04314981036561	-1.5379133399966087	0.34375523708469735	-4.473861556377349	7.681949016748182e-6	3.664289680988882e-5	P-val < 0.05	ENSG00000065833.9	ME1	79	102	101	23	17	41	Up
30.311103952948088	-1.901863963846285	0.48162766212293623	-3.948826268539433	7.853532124039784e-5	3.1486277833498827e-4	P-val < 0.05	ENSG00000066813.14	ACSM2B	29	62.05	69.66	15	9	11	Up
64.32823414195167	1.0687893405853242	0.31928403738960814	3.3474562315219285	8.155686535285729e-4	0.00268466195675245	P-val < 0.05	ENSG00000066923.18	STAG3	47.03	47.09	43.11	62.02	63.03	116.6	Down
6881.157487009426	1.1802915345018916	0.04294270601553054	27.485262202038005	2.6341106366367203e-166	2.4558292394570805e-163	P-val < 0.05	ENSG00000067082.15	KLF6	4187	4706	5078	8150	8624	9491	Down
1747.9801233883898	1.421364264397039	0.08601219065506012	16.525148976814485	2.4184155076308347e-61	3.4688196137773467e-59	P-val < 0.05	ENSG00000068781.21	STON1-GTF2A1L	890.33	1137.29	1125.66	2451.98	2130.1	2391.83	Down
91.71594285860527	1.5205121055314637	0.2552323728403731	5.9573638273637775	2.563391449075387e-9	1.993090296132876e-8	P-val < 0.05	ENSG00000068976.14	PYGM	44	48	66	118	108	149	Down
29.21378196007368	-1.3321646475264368	0.4376432044738427	-3.04395140586733	0.00233492852791427	0.00691275432305558	P-val < 0.05	ENSG00000069431.14	ABCC9	41	46	52	11	15	20	Up
63.60959611668115	1.0660752988036084	0.323202811304812	3.2984716144631387	9.721270826932796e-4	0.00314252144887657	P-val < 0.05	ENSG00000069696.7	DRD4	52	29	55	63	97	77	Down
334.20517751419055	-1.2175703808346214	0.13694829011526705	-8.89073079926601	6.070829556183452e-19	1.1949979369182224e-17	P-val < 0.05	ENSG00000070731.11	ST6GALNAC2	511.76	486.09	546.06	186.01	182.87	181.78	Up
59.382966852680475	-1.079036836184562	0.32771480041257833	-3.2926094116777844	9.92622674799637e-4	0.00319919605323937	P-val < 0.05	ENSG00000071073.13	MGAT4A	69	100	99	39	41	24	Up
241.97538672046565	-1.1356724471146638	0.15531055841040933	-7.312268133848573	2.6267028702490186e-13	3.1449982116912716e-12	P-val < 0.05	ENSG00000071246.11	VASH1	333.8	355.81	413.27	140.37	141.59	132.66	Up
36.12399168672656	-1.5640059408247626	0.4390061367046596	-3.562606100599783	3.671914271022784e-4	0.00130122034576621	P-val < 0.05	ENSG00000072818.12	ACAP1	63	41	75	14	25	11	Up
42.21329020324568	-1.569074326788956	0.3820903237688045	-4.1065534225315075	4.016066105090014e-5	1.6987736003609257e-4	P-val < 0.05	ENSG00000073734.10	ABCB11	64	80	64	23	20	15	Up
13157.004359488436	4.452264664673443	0.1256785412215103	35.42581431484203	6.839490732148922e-275	1.558719937856739e-271	P-val < 0.05	ENSG00000073756.13	PTGS2	1114	1302	1399	20732	20206	28539	Down
318.25255006606056	-1.8205524448394097	0.19794495792874173	-9.197266067745918	3.671724599234467e-20	7.861246686315048e-19	P-val < 0.05	ENSG00000073849.16	ST6GAL1	485	721	424	142	119	123	Up
13.440187324017316	-2.001040256226272	0.6990361415397529	-2.8625705272099675	0.00420219726712253	0.01168061636345715	P-val < 0.05	ENSG00000074219.14	TEAD2	16	29	27	3	3	9	Up
16.21082638695143	-1.87745661298772	0.6203159342390461	-3.026613551836023	0.00247309912497328	0.00727981288064395	P-val < 0.05	ENSG00000074660.17	SCARF1	26	21	38	8	4	7	Up
454.3032501556725	-1.6474566490238205	0.12483066410302995	-13.197531719162203	9.065714081058756e-40	6.177636595235753e-38	P-val < 0.05	ENSG00000075651.17	PLD1	747	717	813	202	177	225	Up
47.13622246514985	-1.0029538546117267	0.3470012148623406	-2.8903468104848282	0.00384817031653404	0.01079013279048938	P-val < 0.05	ENSG00000076258.10	FMO4	57	63	90	29	32	25	Up
88.10763825224167	-1.2101754646702572	0.2745257661319759	-4.408240005014596	1.042140247941076e-5	4.8613460599316375e-5	P-val < 0.05	ENSG00000076826.10	CAMSAP3	127	131	150	45	33	69	Up
33.95850424584735	-1.5425099092634136	0.43292057448537935	-3.5630321129852134	3.665958133201024e-4	0.00129955871534888	P-val < 0.05	ENSG00000077238.14	IL4R	59	37	72	12	16	20	Up
33.38299010982838	-2.4709338565887595	0.4635938814819623	-5.32995355480096	9.823788670639778e-8	6.234397568796178e-7	P-val < 0.05	ENSG00000077420.16	APBB1IP	63	66	57	11	5	12	Up
142.0007978532728	-1.611137307558173	0.21772747746406051	-7.399788608785575	1.3640145987658865e-13	1.6772963690220084e-12	P-val < 0.05	ENSG00000078549.15	ADCYAP1R1	253	200	253	57	58	78	Up
56.25869628867782	-1.8877825557088983	0.36020472371211276	-5.240860076054069	1.598298794198131e-7	9.829897021828444e-7	P-val < 0.05	ENSG00000079308.20	TNS1	76	114	104	29	23	13	Up
45.39846331505972	-1.3541488214904185	0.3728813130560617	-3.631581347941739	2.816898335719352e-4	0.0010218854220718	P-val < 0.05	ENSG00000079385.23	CEACAM1	79	71	64	19	32	19	Up
131.22048864733276	-2.199493212989412	0.28461347571199663	-7.728000958096243	1.0924852315297892e-14	1.503890240530705e-13	P-val < 0.05	ENSG00000080618.17	CPB2	231	321	152	38	45	46	Up
15.77745795832988	-1.8381938755867628	0.7018953863808874	-2.61890006866245	0.00882137850233897	0.02253802870720911	P-val < 0.05	ENSG00000080910.13	CFHR2	28.09	40	12.04	7.19	2.02	10	Up
38.45879800906079	-1.4353425288367765	0.3895821458008782	-3.684312908863137	2.2932039080063323e-4	8.468834237867822e-4	P-val < 0.05	ENSG00000084110.11	HAL	55	66	65	16	25	16	Up
5290.124681885241	-1.7135434548525146	0.2551732319613137	-6.715216332378866	1.8778740835908216e-11	1.8724878623496035e-10	P-val < 0.05	ENSG00000084674.15	APOB	10132	9781	6510	2306	2190	2279	Up
191.56082638894856	1.1528720565232522	0.18357845177045468	6.279996619455076	3.3858039121379306e-10	2.937657531381603e-9	P-val < 0.05	ENSG00000085465.13	OVGP1	129	130	134	197	228	306	Down
51.688479732404886	1.2135727431281451	0.32771485032873715	3.703136253699785	2.1295043352112929e-4	7.919902705261799e-4	P-val < 0.05	ENSG00000086730.17	LAT2	32	37	34	53	78	68	Down
13473.77602540044	2.250158631868259	0.04531781595407234	49.65284810169798	0	0	P-val < 0.05	ENSG00000087074.8	PPP1R15A	4567	5320	5639	18743	19830	22729	Down
12681.15386124916	-1.35777555986524	0.04512890710551145	-30.086604062685563	7.2542566933960355e-199	1.062800421701758e-195	P-val < 0.05	ENSG00000091039.17	OSBPL8	18233	20382	21863	5842	6405	7364	Up
251.6914580982193	-1.6576673440645966	0.1836034856054898	-9.02851783340562	1.7401260085326934e-19	3.551415379205381e-18	P-val < 0.05	ENSG00000091513.16	TF	315	396	571	113	100	120	Up
475.4328777292918	-1.7241874829799546	0.13061498970331417	-13.20053300847296	8.711645129156732e-40	5.956151774804458e-38	P-val < 0.05	ENSG00000091583.11	APOH	820	831	750	200	200	206	Up
84.70969035360243	-1.368179627826882	0.27064824264718823	-5.055194943979053	4.299513616266224e-7	2.47578112810883e-6	P-val < 0.05	ENSG00000091592.16	NLRP1	118.62	134	151.5	52.31	41.53	35.22	Up
62.84109101416125	-1.1876714406836282	0.3560895394795718	-3.335316848732544	8.52022583737004e-4	0.00279122108529463	P-val < 0.05	ENSG00000092051.18	JPH4	65	116	111	36	18	52	Up
1126.3608926627155	-1.0076006855721784	0.07684173888786211	-13.11267418144462	2.785987105408211e-39	1.86134793221589e-37	P-val < 0.05	ENSG00000095539.15	SEMA4G	1566	1652	1761	622	685	752	Up
10.465531298778105	-1.9008920185149136	0.797128927806846	-2.3846732344099837	0.01709429756057746	0.04014202349224478	P-val < 0.05	ENSG00000095585.17	BLNK	9.43	18	29	6	4	2	Up
315.8627310192136	1.2911811022963753	0.1462244377182585	8.83013210681097	1.0455216310892279e-18	2.009812012677709e-17	P-val < 0.05	ENSG00000095596.12	CYP26A1	201.2	205.53	198.47	364.45	378.43	495	Down
37.383526527088016	-1.3166485552141858	0.3946439000488094	-3.336295214626004	8.490295370273634e-4	0.0027827492543893	P-val < 0.05	ENSG00000099834.19	CDHR5	67	54	54	17	18	24	Up
112.45080042163194	-1.11056719517729	0.23049160304669375	-4.81825446349257	1.448196000001744e-6	7.755600040740408e-6	P-val < 0.05	ENSG00000099840.14	IZUMO4	149	154	209	64	55	77	Up
331.9807722950792	-1.1779529122105723	0.1375038674686986	-8.56668931496579	1.0650273544202475e-17	1.8880532468896887e-16	P-val < 0.05	ENSG00000099864.18	PALM	511	498	510	168	183	209	Up
5028.861940411857	-1.2176752220830838	0.06138107611236637	-19.837958198288415	1.4003143554887741e-87	4.418745806989268e-85	P-val < 0.05	ENSG00000099977.15	DDT	6597.36	8224.64	8539.22	2619.34	2586.88	3116.46	Up
87.78133129556464	1.5136474813365364	0.30312118595138426	4.993539057937379	5.928278991357647e-7	3.352493255906719e-6	P-val < 0.05	ENSG00000100031.19	GGT1	41.58	69.55	37.61	96.95	157.07	102.81	Down
552.2360555676655	-1.1237794104525969	0.10532011613410525	-10.67013075661326	1.404286303425115e-26	4.6011687491297985e-25	P-val < 0.05	ENSG00000100307.13	CBX7	769	792	950.68	296	328	331	Up
74.44565566832095	-1.8924565939642588	0.28957348833134366	-6.535324089471963	6.347194518888626e-11	5.936493697078185e-10	P-val < 0.05	ENSG00000100342.21	APOL1	132	112	144	26	27	34	Up
47.390978872755475	-1.1738111001231837	0.3646809056035439	-3.21873474066468	0.00128757534030934	0.00403690886656756	P-val < 0.05	ENSG00000100626.17	GALNT16	58	67	95	16	28	37	Up
38.619453098560925	-3.633916125474762	0.5575388162089729	-6.517781398941597	7.135487627937848e-11	6.637459715947082e-10	P-val < 0.05	ENSG00000100665.12	SERPINA4	36	78	130	2	7	7	Up
88.83778473523948	-2.118891493498107	0.2746770865660061	-7.7141181304503474	1.2182160198515716e-14	1.66801260234817e-13	P-val < 0.05	ENSG00000101076.19	HNF4A	135	162	183	32	35	24	Up
55.07133546820601	1.099733039919324	0.3413261182630983	3.2219422454851125	0.00127324797654664	0.00399504195302864	P-val < 0.05	ENSG00000101306.11	MYLK2	37	49	29	69	80	56	Down
16.554095141131747	-1.651076004527095	0.6424391412555276	-2.5700115365019234	0.0101695128317044	0.02557465395918208	P-val < 0.05	ENSG00000101323.5	HAO1	24	44	14	6	8	8	Up
2387.480957343322	-1.7201735133996114	0.0659210475612755	-26.09445051370977	4.214845244114421e-150	2.9810583035183064e-147	P-val < 0.05	ENSG00000101577.10	LPIN2	3756	4028	4348	958	935	1167	Up
78.06230061562232	-2.3232164887705533	0.3068137443873642	-7.572074365212932	3.6731108236190964e-14	4.798673637149763e-13	P-val < 0.05	ENSG00000101605.14	MYOM1	130	165	135	15	25	32	Up
3144.6548454735844	1.0515415780382855	0.05102770643297311	20.60726714063715	2.3619628163520787e-94	9.316580639653362e-92	P-val < 0.05	ENSG00000101935.12	AMMECR1	2089	2256	2435	3638	3887	4138	Down
60.33355525601149	-1.873541029349412	0.327360907772575	-5.7231666483861385	1.0455661275157396e-8	7.527415528773371e-8	P-val < 0.05	ENSG00000101981.12	F9	100	119	93	25	19	27	Up
30.494516177957287	-1.1952472778260987	0.4753580242525875	-2.5144148554248216	0.0119230088795591	0.02931936639834993	P-val < 0.05	ENSG00000102837.7	OLFM4	55	53	30	11	25	15	Up
1919.5617687693716	1.10286522555464	0.06790321370885823	16.241723554989374	2.55639505776578e-59	3.4724648364128423e-57	P-val < 0.05	ENSG00000103241.7	FOXF1	1204	1326	1519	2122	2369	2730	Down
800.7672690971651	1.2270686603416647	0.1006965132842838	12.185810812311209	3.699554869523054e-34	1.882917367959984e-32	P-val < 0.05	ENSG00000103253.19	HAGHL	451	538	604	921	1154	1009	Down
53.37166314209314	-1.749063203645227	0.3641618647865843	-4.8029828841915085	1.5631925222219162e-6	8.325796370629376e-6	P-val < 0.05	ENSG00000103485.19	QPRT	75	123	73	22	26	19	Up
25.54006890602741	-1.529597729449996	0.5025109962092575	-3.0439089711243557	0.00233525789598031	0.00691275432305558	P-val < 0.05	ENSG00000103534.17	TMC5	40	57	27	12	12	12	Up
57.1273241217186	-2.464645158871336	0.3824008572240278	-6.445187327149309	1.1545772084677463e-10	1.052980574605689e-9	P-val < 0.05	ENSG00000103569.10	AQP9	82	153	84	17	16	15	Up
27.92511615734168	-1.612888680990313	0.4799450101295458	-3.360569746427752	7.778188916097772e-4	0.00257278556455541	P-val < 0.05	ENSG00000103811.18	CTSH	41	56	42	7	19	12	Up
215.6554493042694	-1.251775078202453	0.16840876767969287	-7.432956700824995	1.0619667206801417e-13	1.3209217348617577e-12	P-val < 0.05	ENSG00000103888.17	CEMIP	302	314	394	95	123	134	Up
65.31178994918585	-1.119941032465809	0.3094558150309421	-3.6190660445460607	2.956681791788513e-4	0.00106881389198756	P-val < 0.05	ENSG00000104267.10	CA2	71	101	128	31	33	50	Up
50.30896171733113	-1.819414087530166	0.34453784124132364	-5.280738048903601	1.2866453477669229e-7	8.023831781102875e-7	P-val < 0.05	ENSG00000104419.17	NDRG1	70.68	89.12	101.38	21	19.45	21	Up
317.27413707149066	-1.9973589543409092	0.1601806499816604	-12.469414717505474	1.0962828341382636e-35	5.996228589602647e-34	P-val < 0.05	ENSG00000104760.17	FGL1	589	566	512	105	128	116	Up
90.3418704292778	-1.276454466231849	0.265887859908944	-4.80072488705947	1.5809232952193137e-6	8.409314758361863e-6	P-val < 0.05	ENSG00000104833.12	TUBB4A	145	147.06	128	56.02	46	42	Up
22.16729803762267	-1.6921004576810594	0.5305185079062416	-3.1895220100032855	0.00142508286706004	0.00442876889185887	P-val < 0.05	ENSG00000104883.8	PEX11G	24	50	39	7	10	12	Up
60.45184623373411	-1.304863004542656	0.30313812507669863	-4.3045163131905815	1.6735096124793084e-5	7.537407918656807e-5	P-val < 0.05	ENSG00000105088.9	OLFM2	91	91	103	26	35	35	Up
58.23732576403092	2.8910475671440556	0.3518638340978282	8.21638169934868	2.0973516904507435e-16	3.3899748244945004e-15	P-val < 0.05	ENSG00000105131.8	EPHX3	14	12	20	95	83	104	Down
21.895700595476004	1.3688177944732964	0.5774569990133568	2.370423766292657	0.01776770761289291	0.04149700397469355	P-val < 0.05	ENSG00000105146.14	AURKC	13	5	23	39	17	30	Down
48.02805649265409	2.4128228200016197	0.38218859709129505	6.313173230087915	2.7337119820972957e-10	2.395180113831595e-9	P-val < 0.05	ENSG00000105219.10	CCNP	10	15	26	79	64	79	Down
18.013310118944514	-2.33405684367668	0.7150405882380695	-3.264229866206653	0.00109762074906175	0.00349802659788776	P-val < 0.05	ENSG00000105357.20	MYH14	32	23	45	12	0	4	Up
199.579415260138	-1.3810861449780851	0.20268383884944363	-6.81399243678217	9.492669751875555e-12	9.745050163347931e-11	P-val < 0.05	ENSG00000105398.4	SULT2A1	284	242	438	100	104	100	Up
584.2623096329437	-1.059372276648575	0.11101817754334604	-9.542331716217848	1.396563467252849e-21	3.307726706330622e-20	P-val < 0.05	ENSG00000105427.10	CNFN	711	949	965	338	339	364	Up
76.76738368619581	-1.4580445228300711	0.29221804349361236	-4.989577321778019	6.051154990566127e-7	3.421037486535331e-6	P-val < 0.05	ENSG00000105464.4	GRIN2D	95	108	175	34	36	43	Up
68.04991975500073	1.127275129258933	0.2895363928159655	3.893379752007372	9.885721532354416e-5	3.899346814425412e-4	P-val < 0.05	ENSG00000105499.14	PLA2G4C	47	49	45	69	102	86	Down
86.853262090425	-1.0037412600051774	0.25842259664150047	-3.884107941990956	1.027062745931448e-4	4.0418426672678305e-4	P-val < 0.05	ENSG00000105639.20	JAK3	116	109	161	47	59	53	Up
37.19021922021088	1.0290722081751014	0.3728905671467717	2.759716385558375	0.00578515608131727	0.01547259569486226	P-val < 0.05	ENSG00000105668.7	UPK1A	25	27	29	44	47	46	Down
22.394662745270733	-2.337095168149915	0.6042117288454917	-3.868006952820266	1.0972853697631758e-4	4.2983995835012414e-4	P-val < 0.05	ENSG00000105697.9	HAMP	42	29	53	9	10	1	Up
39.50416519622378	-1.1152589548265	0.3850930852099994	-2.8960762933936497	0.00377860523428927	0.01061975499595881	P-val < 0.05	ENSG00000105699.17	LSR	50	56	74	29	20	19	Up
56.52147494132706	-1.931482540694306	0.3904333348016776	-4.947022624682933	7.535722071840631e-7	4.213882099659846e-6	P-val < 0.05	ENSG00000105707.15	HPN	55	83	167	17	22	26	Up
13.602112320874294	-1.797834150061966	0.7263436078320221	-2.475184101128267	0.0133167510906465	0.03227840718745575	P-val < 0.05	ENSG00000105784.16	RUNDC3B	16	36	18	1	8	8	Up
105.7306282271356	-1.420451442577122	0.24214329814176955	-5.86616046563254	4.460021847581685e-9	3.3545840893196895e-8	P-val < 0.05	ENSG00000106003.14	LFNG	135	184	194	40	56	63	Up
100.1225744048169	-1.7965404179147255	0.24564601208686845	-7.31353382313168	2.602067706076754e-13	3.1192875931817824e-12	P-val < 0.05	ENSG00000106031.9	HOXA13	169	173	171	39	39	45	Up
91.00796713498012	-2.4321083329287303	0.3411373162569917	-7.129411580105564	1.0079890527545428e-12	1.1397388898042132e-11	P-val < 0.05	ENSG00000106327.13	TFR2	99	242	172	14	32	33	Up
2550.7093509653073	-1.3027211467828408	0.06439468453131263	-20.230259007626294	5.302371812658108e-91	1.8126158041571744e-88	P-val < 0.05	ENSG00000106351.13	AGFG2	3499	3942	4625	1313	1275	1456	Up
2048.6925367218946	1.95079459836595	0.08377386665519869	23.286433780061063	6.084314374647078e-120	3.5655820610967495e-117	P-val < 0.05	ENSG00000106366.9	SERPINE1	797	999	998	2708	2696	3575	Down
2567.6204442055573	1.329966206226578	0.06131243262685824	21.69162352961313	2.4614543308607992e-104	1.2313875556167279e-101	P-val < 0.05	ENSG00000106404.14	CLDN15	1407	1726	1712	3109	3403	3592	Down
53.3620751224825	-1.925110246474372	0.3538743861695284	-5.4400949085705275	5.325219433008255e-8	3.496337253214863e-7	P-val < 0.05	ENSG00000106538.10	RARRES2	76	77	130	22	20	19	Up
105.32887620688038	-2.018875798401864	0.26785194334813844	-7.537282623997416	4.7986559419822655e-14	6.186375363041999e-13	P-val < 0.05	ENSG00000106565.18	TMEM176B	134	174	260	35	35	45	Up
10147.524372461075	-1.381676666375646	0.05714140917594514	-24.179954367616322	3.615976566629748e-129	2.2474937987315984e-126	P-val < 0.05	ENSG00000106628.12	POLD2	13906	16320	18540	4671	4877	5964	Up
54.96382491219394	-1.0907742766427952	0.32611173178555186	-3.3447869865659374	8.234578768094201e-4	0.00270771939939369	P-val < 0.05	ENSG00000106789.13	CORO2A	86	81	79	32	38	26	Up
63.874324594823356	1.08294450954161	0.29094308414086906	3.7221868075656657	1.97504811709505e-4	7.382943672268374e-4	P-val < 0.05	ENSG00000106809.11	OGN	45	48	42	79	76	83	Down
39.40585020236195	1.0382967882709229	0.3737008682151522	2.7784168477584066	0.00546244922181707	0.01471697044380533	P-val < 0.05	ENSG00000106819.13	ASPN	24	25	37	54	44	47	Down
279.5654876431229	-1.849706137909089	0.17501064593299703	-10.569106399488696	4.144245408021474e-26	1.3178700397508287e-24	P-val < 0.05	ENSG00000106927.12	AMBP	464	560	415	107	119	107	Up
268.8374852645894	-1.1567205381700436	0.14562558771917886	-7.943113269356466	1.9716874025063203e-15	2.896939850487617e-14	P-val < 0.05	ENSG00000107551.21	RASSF4	363	402	468	139	158	161	Up
449.2543534478358	2.019626903950241	0.13053816459769396	15.471543591673258	5.399658860401325e-54	6.292750163959749e-52	P-val < 0.05	ENSG00000107984.10	DKK1	162	220	208	592	616	780	Down
66.98644964465053	-1.8390443015435392	0.30963367526806745	-5.939419541338242	2.860330131908885e-9	2.2088942520927388e-8	P-val < 0.05	ENSG00000108242.13	CYP2C18	121.28	115.13	107.91	31.02	22.84	26.19	Up
192.5912110394548	-1.0877322603023356	0.17937093528890458	-6.0641500171160665	1.326532963192927e-9	1.0762862977867929e-8	P-val < 0.05	ENSG00000108370.17	RGS9	229	309	335	95	117	128	Up
