pathway	treat_score	ctrl_score	score_diff	wilcox_stat	pvalue
KEGG_ACUTE_MYELOID_LEUKEMIA	-0.3921817213446225	0.18467597841003416	-0.5768576997546566	0	0.1
KEGG_ADHERENS_JUNCTION	-0.40949749276434244	0.09566930777667411	-0.5051668005410166	0	0.1
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	-0.3657838033579036	-0.17365643163701316	-0.19212737172089045	3	0.7
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	-0.3370636322576635	0.21076206256056298	-0.5478256948182265	0	0.1
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	-0.2975961661224574	0.24351997570487546	-0.5411161418273328	0	0.1
KEGG_ALLOGRAFT_REJECTION	-0.8103666148708043	-0.7704564571882309	-0.039910157682573444	2	0.4
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	-0.07722734970217393	0.01208105525951996	-0.08930840496169389	4	1
KEGG_ALZHEIMERS_DISEASE	-0.3480931808645516	0.008085227559220068	-0.3561784084237717	1	0.2
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	-0.2316945988445367	0.09622577133660037	-0.32792037018113707	2	0.4
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	-0.3654769688492192	-0.1764342467560441	-0.1890427220931751	3	0.7
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	-0.423083637430059	-0.06562635142000207	-0.35745728601005694	0	0.1
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	-0.742784025590152	-0.7209655542215389	-0.021818471368613146	3	0.7
KEGG_APOPTOSIS	-0.2909575900972495	-0.04897166485227056	-0.24198592524497892	2	0.4
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.2540032291567692	0.05473925118498893	-0.3087424803417581	0	0.1
KEGG_ARGININE_AND_PROLINE_METABOLISM	-0.342088057359286	0.22036410770607903	-0.562452165065365	0	0.1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	-0.25216476268889026	0.1109900492980467	-0.363154811986937	1	0.2
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.5163039674638071	0.20205082756887893	-0.7183547950326861	0	0.1
KEGG_ASTHMA	-0.7966816855358162	-0.7546952349429611	-0.04198645059285511	2	0.4
KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.7615791103200198	-0.69692332494913245	-0.06465578537088734	2	0.4
KEGG_AXON_GUIDANCE	-0.2711490708264157	0.11967179188262	-0.3908208627090357	1	0.2
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.2796098610932117	-0.016281416394423365	-0.2633284446987883	1	0.2
KEGG_BASAL_CELL_CARCINOMA	-0.38113245082011965	0.24601878484836928	-0.627151235668489	0	0.1
KEGG_BASAL_TRANSCRIPTION_FACTORS	-0.36071854142362214	-0.18473889921650943	-0.1759796422071127	3	0.7
KEGG_BASE_EXCISION_REPAIR	-0.41417442762031814	0.3508826146403007	-0.7650570422606189	0	0.1
KEGG_BETA_ALANINE_METABOLISM	-0.295649201512456	0.22111587707933347	-0.5167650785917894	0	0.1
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	-0.4327565587625596	0.24100703965936923	-0.6737635984219288	1	0.2
KEGG_BLADDER_CANCER	-0.2030653651710001	-0.054519680084172795	-0.1485456850868273	3	0.7
KEGG_BUTANOATE_METABOLISM	-0.46846158468140403	0.33431598711956745	-0.8027775718009715	0	0.1
KEGG_CALCIUM_SIGNALING_PATHWAY	-0.18325888494918297	0.08592471883436677	-0.2691836037835497	0	0.1
KEGG_CARDIAC_MUSCLE_CONTRACTION	-0.26009720770311673	0.11943345066801878	-0.37953065837113553	0	0.1
KEGG_CELL_ADHESION_MOLECULES_CAMS	-0.5093602617548632	-0.4141712613490069	-0.09518900040585626	1	0.2
KEGG_CELL_CYCLE	-0.34733282654096403	0.17301654423468107	-0.5203493707756451	1	0.2
KEGG_CHEMOKINE_SIGNALING_PATHWAY	-0.23615187513988864	0.007546156615472209	-0.24369803175536084	2	0.4
KEGG_CHRONIC_MYELOID_LEUKEMIA	-0.3078129055142111	0.10910050772349292	-0.41691341323770403	2	0.4
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.07517910635300891	-0.16591601350903742	0.24109511986204635	7	0.4
KEGG_CITRATE_CYCLE_TCA_CYCLE	-0.40826917066013013	0.2984353757649635	-0.7067045464250936	1	0.2
KEGG_COLORECTAL_CANCER	-0.3433584527717346	0.17719345135529319	-0.5205519041270278	0	0.1
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	-0.5221840530678152	-0.0057563096729471575	-0.5164277433948681	0	0.1
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	-0.375992326619002	0.198408802630073	-0.5744011292490749	0	0.1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.08764671287315948	-0.15083308264408696	0.06318636977092748	9	0.1
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-0.06663405679267902	-0.19455933080312504	0.127925274010446	6	0.7
KEGG_DILATED_CARDIOMYOPATHY	-0.3031110642526029	0.007913080125473931	-0.31102414437807685	0	0.1
KEGG_DNA_REPLICATION	-0.4274614224702524	0.2896671862216225	-0.7171286086918749	0	0.1
KEGG_DORSO_VENTRAL_AXIS_FORMATION	-0.4322617628103527	-0.1517069621722392	-0.28055480063811356	1	0.2
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-0.4282536273305113	0.09859932348316898	-0.5268529508136803	0	0.1
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-0.336203241634267	0.1342194068114297	-0.4704226484456967	0	0.1
KEGG_ECM_RECEPTOR_INTERACTION	-0.33294403418144713	-0.21721863131467198	-0.11572540286677516	3	0.7
KEGG_ENDOCYTOSIS	-0.4505707481250053	-0.09077779071340855	-0.3597929574115968	0	0.1
KEGG_ENDOMETRIAL_CANCER	-0.3476949688110587	0.14792379841852968	-0.4956187672295884	1	0.2
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	-0.24710319660901914	-0.12340516219862879	-0.12369803441039035	4	1
KEGG_ERBB_SIGNALING_PATHWAY	-0.28174024764088795	0.15059671135412137	-0.43233695899500935	1	0.2
KEGG_ETHER_LIPID_METABOLISM	-0.23783575296855927	0.12562302976426704	-0.3634587827328263	0	0.1
KEGG_FATTY_ACID_METABOLISM	-0.4102533011078538	0.3223593793622984	-0.7326126804701523	0	0.1
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	-0.30913582231527403	-0.016398538943430557	-0.29273728337184346	1	0.2
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	-0.3077239845898044	0.1276376039322161	-0.43536158852202045	1	0.2
KEGG_FOCAL_ADHESION	-0.2586519413147593	0.006999161280039144	-0.26565110259479846	1	0.2
KEGG_FOLATE_BIOSYNTHESIS	-0.2251471404559221	0.06864764960265447	-0.29379479005857656	0	0.1
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	-0.1551246772380929	0.047613500057821626	-0.20273817729591453	3	0.7
KEGG_GALACTOSE_METABOLISM	-0.27043665808370904	-0.025383160144202572	-0.24505349793950645	3	0.7
KEGG_GAP_JUNCTION	-0.40499328389837397	0.11515066540177349	-0.5201439493001474	0	0.1
KEGG_GLIOMA	-0.36115512256433396	0.1619066879216218	-0.5230618104859558	0	0.1
KEGG_GLUTATHIONE_METABOLISM	-0.42824797372650236	0.3002814262337629	-0.7285293999602653	0	0.1
KEGG_GLYCEROLIPID_METABOLISM	-0.4672196672052524	0.027547099351781228	-0.4947667665570336	0	0.1
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	-0.36980381788605354	-0.04300987896970241	-0.3267939389163511	0	0.1
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	-0.3303963795158629	0.21560132707159638	-0.5459977065874593	0	0.1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	-0.4046375374153565	0.2047799819401527	-0.6094175193555093	0	0.1
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	-0.09778637492586571	-0.08977477322594761	-0.008011601699918103	4	1
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	-0.25037339843364026	0.08663991099979192	-0.33701330943343216	1	0.2
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	-0.13642337791722395	0.08783591889124245	-0.2242592968084664	3	0.7
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	-0.1466618345843119	0.1503824113943331	-0.297044245978645	2	0.4
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	-0.5229744255736017	-0.02338415373385107	-0.4995902718397507	1	0.2
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	-0.27397797066469776	0.22504900458904809	-0.49902697525374584	0	0.1
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	-0.2606558980005656	0.019614395014047797	-0.28027029301461337	2	0.4
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	-0.19822265851814203	0.009542430998413084	-0.20776508951655512	2	0.4
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	-0.2708144776300173	0.23089302404926637	-0.5017075016792837	1	0.2
KEGG_GNRH_SIGNALING_PATHWAY	-0.3281381558207006	0.1595672419265083	-0.4877053977472089	0	0.1
KEGG_GRAFT_VERSUS_HOST_DISEASE	-0.8270996532652041	-0.818411589689237	-0.008688063575967075	3	0.7
KEGG_HEDGEHOG_SIGNALING_PATHWAY	-0.396757398491908	0.20453849503324595	-0.601295893525154	0	0.1
KEGG_HEMATOPOIETIC_CELL_LINEAGE	-0.24534710708482643	-0.20469434153691737	-0.04065276554790906	2	0.4
KEGG_HISTIDINE_METABOLISM	-0.3428779896227138	0.20689593157016797	-0.5497739211928818	0	0.1
KEGG_HOMOLOGOUS_RECOMBINATION	-0.23748622317630064	0.050359628867760416	-0.28784585204406105	2	0.4
KEGG_HUNTINGTONS_DISEASE	-0.3495535611482523	0.06358882471670638	-0.41314238586495866	1	0.2
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	-0.24165924104132047	-0.04080469829897937	-0.2008545427423411	1	0.2
KEGG_INOSITOL_PHOSPHATE_METABOLISM	-0.40575304120956324	0.212507585456799	-0.6182606266663622	0	0.1
KEGG_INSULIN_SIGNALING_PATHWAY	-0.4292581829158053	0.12161422423086841	-0.5508724071466737	0	0.1
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-0.6326319590557852	-0.5411070247255054	-0.09152493433027975	4	1
KEGG_JAK_STAT_SIGNALING_PATHWAY	-0.12652762800825515	0.013959224351402011	-0.14048685235965716	2	0.4
KEGG_LEISHMANIA_INFECTION	-0.5927444030769136	-0.5359011595773995	-0.056843243499514085	3	0.7
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	-0.22041745475886929	0.06651232450328855	-0.28692977926215785	1	0.2
KEGG_LIMONENE_AND_PINENE_DEGRADATION	-0.390731597447331	0.3275041159365099	-0.7182357133838408	1	0.2
KEGG_LINOLEIC_ACID_METABOLISM	-0.19452940636749763	0.14621766419232873	-0.34074707055982634	0	0.1
KEGG_LONG_TERM_DEPRESSION	-0.3061387534630258	0.16456397908012124	-0.4707027325431471	0	0.1
KEGG_LONG_TERM_POTENTIATION	-0.3324673055156052	0.11084997996903312	-0.44331728548463833	0	0.1
KEGG_LYSINE_DEGRADATION	-0.4150218951532977	0.06088160000902713	-0.47590349516232483	1	0.2
KEGG_LYSOSOME	-0.28391619218281716	-0.04876570627171823	-0.23515048591109894	2	0.4
KEGG_MAPK_SIGNALING_PATHWAY	-0.27875875891662955	-0.08066340650364967	-0.19809535241297987	1	0.2
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	-0.5138029890223462	0.31410609457032507	-0.8279090835926712	0	0.1
KEGG_MELANOGENESIS	-0.3488187458174181	0.19626991573341065	-0.5450886615508288	0	0.1
KEGG_MELANOMA	-0.2597832102577039	0.046352322541777846	-0.30613553279948175	1	0.2
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	-0.4289401949324735	0.23789678631028305	-0.6668369812427566	0	0.1
KEGG_MISMATCH_REPAIR	-0.38861297328240146	0.1787520035355423	-0.5673649768179437	0	0.1
KEGG_MTOR_SIGNALING_PATHWAY	-0.4012216799755996	0.2268010475525419	-0.6280227275281415	0	0.1
KEGG_N_GLYCAN_BIOSYNTHESIS	-0.12039971084138794	0.08233060069399802	-0.20273031153538595	4	1
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	-0.5033512040722588	-0.4419377943730982	-0.06141340969916054	2	0.4
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	-0.10197940538481584	-0.05594953301694954	-0.0460298723678663	3	0.7
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	-0.3539358441407981	0.18122371076304217	-0.5351595549038403	1	0.2
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	-0.2790944039117422	0.23139260632445305	-0.5104870102361952	1	0.2
KEGG_NITROGEN_METABOLISM	-0.355526646741508	0.13563048753111648	-0.49115713427262453	0	0.1
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.19685442023344235	-0.237991804709165	0.041137384475722655	5	1
KEGG_NON_HOMOLOGOUS_END_JOINING	0.13912550309691943	-0.1168349417953765	0.2559604448922959	6	0.7
KEGG_NON_SMALL_CELL_LUNG_CANCER	-0.3125340885434924	-0.02035537516444673	-0.29217871337904566	3	0.7
KEGG_NOTCH_SIGNALING_PATHWAY	-0.32654862498599796	-0.08419550208325433	-0.24235312290274363	2	0.4
KEGG_NUCLEOTIDE_EXCISION_REPAIR	-0.40958002722478687	0.019653586384564336	-0.4292336136093512	1	0.2
KEGG_O_GLYCAN_BIOSYNTHESIS	-0.23184838850946413	-0.0012641328064646185	-0.2305842557029995	2	0.4
KEGG_OLFACTORY_TRANSDUCTION	0.11050975706067188	-0.07864755755751938	0.18915731461819127	7	0.4
KEGG_ONE_CARBON_POOL_BY_FOLATE	-0.5015130260379801	0.0985906566149546	-0.6001036826529347	0	0.1
KEGG_OOCYTE_MEIOSIS	-0.32221761330708754	0.14593265539659375	-0.46815026870368126	1	0.2
KEGG_OTHER_GLYCAN_DEGRADATION	-0.4641013583423024	-0.42245475383520725	-0.04164660450709512	4	1
KEGG_OXIDATIVE_PHOSPHORYLATION	-0.2959582698459719	-0.09460582956521377	-0.20135244028075813	3	0.7
KEGG_P53_SIGNALING_PATHWAY	-0.23530711512103156	0.09658862330961852	-0.33189573843065007	2	0.4
KEGG_PANCREATIC_CANCER	-0.3807506584614469	0.1877331225871735	-0.5684837810486204	0	0.1
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	-0.32709658719689233	0.10573879507777252	-0.43283538227466484	0	0.1
KEGG_PARKINSONS_DISEASE	-0.2940278645249885	0.0021332218923608794	-0.2961610864173494	1	0.2
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	-0.3318421895710092	0.005803812249214664	-0.33764600182022386	1	0.2
KEGG_PATHWAYS_IN_CANCER	-0.2873283179516313	0.11605557100246801	-0.40338388895409927	1	0.2
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	-0.47600388812833366	0.15767372923599682	-0.6336776173643305	0	0.1
KEGG_PENTOSE_PHOSPHATE_PATHWAY	-0.3694804948345164	0.27439455717641914	-0.6438750520109355	0	0.1
KEGG_PEROXISOME	-0.37358566883384065	0.1519290676075887	-0.5255147364414293	0	0.1
KEGG_PHENYLALANINE_METABOLISM	-0.2807528661207188	0.07165098234999226	-0.35240384847071105	1	0.2
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	-0.44245101822267086	0.2714210767590891	-0.71387209498176	0	0.1
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	-0.3782958177738035	0.13458419078887113	-0.5128800085626746	0	0.1
KEGG_PPAR_SIGNALING_PATHWAY	-0.37605447735743697	0.15337164311499443	-0.5294261204724314	0	0.1
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	-0.47556811506638375	0.2964503188006397	-0.7720184338670235	0	0.1
KEGG_PRIMARY_IMMUNODEFICIENCY	-0.35419390604418177	-0.26035874946253335	-0.09383515658164843	2	0.4
KEGG_PRION_DISEASES	-0.4200623452325734	-0.0411886271697467	-0.3788737180628267	1	0.2
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	-0.43605294182779303	0.19982598522252826	-0.6358789270503213	0	0.1
KEGG_PROPANOATE_METABOLISM	-0.4443794418715421	0.3124185090643238	-0.7567979509358659	0	0.1
KEGG_PROSTATE_CANCER	-0.40528780969516914	0.20388424131813748	-0.6091720510133066	0	0.1
KEGG_PROTEASOME	-0.4666100998501962	-0.11829851678717816	-0.348311583063018	1	0.2
KEGG_PROTEIN_EXPORT	-0.058623548510784815	0.031190417389513458	-0.08981396590029828	3	0.7
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	-0.4328248796735201	0.06600414030340758	-0.4988290199769277	0	0.1
KEGG_PURINE_METABOLISM	-0.3385030130471315	0.09736988347139101	-0.4358728965185225	0	0.1
KEGG_PYRIMIDINE_METABOLISM	-0.3404542846304999	0.08797649164812864	-0.4284307762786286	1	0.2
KEGG_PYRUVATE_METABOLISM	-0.47130019143051666	0.2550971625687181	-0.7263973539992348	0	0.1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	-0.27509696802418476	0.13065584751868684	-0.40575281554287157	1	0.2
KEGG_REGULATION_OF_AUTOPHAGY	-0.20089267270805733	0.13789596911069818	-0.3387886418187555	1	0.2
KEGG_RENAL_CELL_CARCINOMA	-0.19679903845594776	0.06015619777111341	-0.2569552362270612	3	0.7
KEGG_RENIN_ANGIOTENSIN_SYSTEM	-0.3309983506240194	0.2537019764136992	-0.5847003270377186	0	0.1
KEGG_RETINOL_METABOLISM	-0.3008254781777714	0.11618149302853613	-0.41700697120630753	0	0.1
KEGG_RIBOFLAVIN_METABOLISM	-0.360670205699782	0.33417119922008115	-0.6948414049198631	0	0.1
KEGG_RIBOSOME	-0.31713454163872734	-0.05263818281689161	-0.26449635882183575	2	0.4
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.2806843969885192	-0.0951270028711516	-0.1855573941173676	2	0.4
KEGG_RNA_DEGRADATION	-0.3978423909182804	-0.19472829202622002	-0.20311409889206036	2	0.4
KEGG_RNA_POLYMERASE	-0.415712126546821	-0.10468821790451645	-0.31102390864230456	0	0.1
KEGG_SELENOAMINO_ACID_METABOLISM	-0.2635233386002924	0.16130805167052215	-0.42483139027081457	1	0.2
KEGG_SMALL_CELL_LUNG_CANCER	-0.2726960028666794	-0.0021058432562741664	-0.2705901596104052	2	0.4
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	-0.37189831589524014	0.27401635896025633	-0.6459146748554965	0	0.1
KEGG_SPHINGOLIPID_METABOLISM	-0.4625131071392395	-0.0839645709698473	-0.3785485361693922	2	0.4
KEGG_SPLICEOSOME	-0.38846672925700854	-0.18773297334775244	-0.2007337559092561	2	0.4
KEGG_STARCH_AND_SUCROSE_METABOLISM	-0.39281405155024535	0.009125458217996013	-0.40193950976824133	0	0.1
KEGG_STEROID_BIOSYNTHESIS	-0.022039999541794957	-0.27129383883823804	0.2492538392964431	6	0.7
KEGG_STEROID_HORMONE_BIOSYNTHESIS	-0.46827870647116304	-0.018269648217380207	-0.45000905825378285	0	0.1
KEGG_SULFUR_METABOLISM	-0.47077171876253	0.4391811766909241	-0.9099528954534541	0	0.1
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	-0.5471980301390146	-0.43546376223584	-0.11173426790317459	0	0.1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	-0.2678978145190228	-0.026830105879071097	-0.2410677086399517	1	0.2
KEGG_TASTE_TRANSDUCTION	-0.4108804390905116	-0.5608720396786098	0.14999160058809818	9	0.1
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	-0.3037850781325826	0.018070524992184908	-0.3218556031247675	0	0.1
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	-0.24349552201227057	0.21961250422475134	-0.4631080262370219	1	0.2
KEGG_TGF_BETA_SIGNALING_PATHWAY	-0.3063572899744793	0.05009054624253717	-0.3564478362170165	0	0.1
KEGG_THYROID_CANCER	-0.3327174827181608	-0.11361317160661753	-0.21910431111154327	3	0.7
KEGG_TIGHT_JUNCTION	-0.34474522249632034	-0.026995019360318135	-0.3177502031360022	1	0.2
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	-0.21710145555384394	-0.0818001609127449	-0.13530129464109902	3	0.7
KEGG_TRYPTOPHAN_METABOLISM	-0.2701401739962951	0.23552765486012744	-0.5056678288564225	1	0.2
KEGG_TYPE_I_DIABETES_MELLITUS	-0.7872325573278102	-0.7535747499588412	-0.03365780736896895	1	0.2
KEGG_TYPE_II_DIABETES_MELLITUS	-0.4302670304907843	-0.01699694284959774	-0.41327008764118656	0	0.1
KEGG_TYROSINE_METABOLISM	-0.29077574276261053	0.1478240410534731	-0.43859978381608367	0	0.1
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	-0.34359833431540854	0.20113580745087764	-0.5447341417662862	1	0.2
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	-0.5988957549674512	-0.4991479710421217	-0.09974778392532946	3	0.7
