baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant	gene	CTRL1	CTRL2	CTRL3	Treated1	Treated2	Treated3
3998.472211212205	0.19545638604303897	0.049853561043596596	3.9206103225427307	8.83249889187986e-5	3.514323661907814e-4	P-val < 0.05	ENSG00000001497.18_LAS1L	3785	3943	4639	3620	3932	4189
17305.232589522104	-0.25414813185774304	0.04039798268010129	-6.291109481140701	3.152049208179675e-10	2.7464605483845926e-9	P-val < 0.05	ENSG00000001561.7_ENPP4	18270	21362	22841	13302	14583	15537
10.222169794526872	0.5347588434181688	0.8713555604904271	0.6137091075854146	0.5394075689038728	0.6670960895862125	Not Sig	ENSG00000001617.12_SEMA3F	11	13	3	8	2	24
22373.09442915674	-0.09606482156063291	0.03614433593413451	-2.6578112193205303	0.007864993524958968	0.02034542592892337	P-val < 0.05	ENSG00000001629.10_ANKIB1	23308	25776	27514	18254	19680	21575
12143.474049101342	0.3022909822269951	0.05507279778626044	5.4889345444224125	4.043654233260926e-8	2.693711983709479e-7	P-val < 0.05	ENSG00000001630.18_CYP51A1	10461.19	12222.55	13437.51	10915.4	11776.7	14290.64
12323.085237598501	-0.06486855142266006	0.0465518474050075	-1.3934688962673103	0.1634780443428857	0.2682512373114871	Not Sig	ENSG00000001631.17_KRIT1	13076.02	13792.19	14833.24	10587.78	11451.99	11016.29
514.7362105911311	0.4469947917436707	0.11538369733164638	3.873985684986999	1.0706970468699523e-4	4.2014668315189577e-4	P-val < 0.05	ENSG00000002016.18_RAD52	476.99	470.49	492.29	455.11	596	585.49
666.3717735263293	-0.11424462659019093	0.1032172423159533	-1.1068366488661092	0.2683645598598896	0.39694421917402434	Not Sig	ENSG00000002330.14_BAD	683	803	810	535	535	694
1583.1176122371685	-0.6690151025596114	0.07399991942592728	-9.040754473108375	1.5559415275601779e-19	3.188203463714966e-18	P-val < 0.05	ENSG00000002549.13_LAP3	1854	2219	2383	1004	1080	1285
8014.554193024267	-0.18342231326129993	0.05162196946100626	-3.5531831732970174	3.8059934913912e-4	0.001345247845974925	P-val < 0.05	ENSG00000002586.20_CD99	8462.5	9463	10345.5	6239.5	6536.5	7906
8014.554193024267	-0.18342231326129993	0.05162196946100626	-3.5531831732970174	3.8059934913912e-4	0.001345247845974925	P-val < 0.05	ENSG00000002586.20_PAR_Y_CD99	8462.5	9463	10345.5	6239.5	6536.5	7906
2636.243870567603	-0.09733977589168402	0.054784758299576616	-1.7767674607489556	0.07560650766844836	0.14300673909881448	Not Sig	ENSG00000002587.10_HS3ST1	2714	3050	3271	2122	2375	2512
7.149720373505269	1.5277395454838534	1.024981492409075	1.4905045181773149	0.13609162936240207	0.23149572150043363	Not Sig	ENSG00000002726.21_AOC1	7	1	4	6	2	22
1564.12039133786	-1.3098282787599451	0.07284111205173371	-17.98199178823176	2.6963018660023433e-72	5.701427584904543e-70	P-val < 0.05	ENSG00000002746.15_HECW1	2417	2359	2591	760	814	899
783.3653231282042	-0.021876198971391047	0.0867142299798385	-0.2522792277170353	0.8008252428595195	0.8693620491315552	Not Sig	ENSG00000002822.16_MAD1L1	794.68	878.84	942.03	641.24	720.41	778.86
14511.420962908851	-0.1801405189699479	0.03917438748796626	-4.598425923705486	4.256950201208716e-6	2.1141478347939943e-5	P-val < 0.05	ENSG00000002834.18_LASP1	15159	17132	18864	11751	12224	13437
2054.3005216212455	0.04259363947641208	0.05954244741857141	0.7153491554854535	0.47439332168851045	0.6095521782342316	Not Sig	ENSG00000002919.15_SNX11	2005	2277	2429	1767	1891	2077
197.69078343622724	-1.6543633191539513	0.17242902184975534	-9.594459803845941	8.435782705326347e-22	2.0189771186575113e-20	P-val < 0.05	ENSG00000002933.9_TMEM176A	297	336	362	82	89	91
10597.485067883561	0.32329420966639916	0.04791477804549458	6.747275534897286	1.5064703273477428e-11	1.5183888395198797e-10	P-val < 0.05	ENSG00000003056.8_M6PR	9062	10797	11389	9671	10790	11985
3378.9652728478814	-0.2515598751740293	0.05850007040410924	-4.300163631193833	1.7067204257185805e-5	7.671826134541706e-5	P-val < 0.05	ENSG00000003096.14_KLHL13	3578	4126	4487	2529	2747	3226
137.24407685141227	-0.5649953717944474	0.20654392733997196	-2.7354731706271043	0.006229066396838425	0.016526242512683087	P-val < 0.05	ENSG00000003137.9_CYP26B1	173	200	167	89	98	118
190.7227959877418	-0.48584178628496694	0.17097390979532714	-2.8416135939487384	0.004488585816113481	0.012377706866671634	P-val < 0.05	ENSG00000003147.19_ICA1	210	269	259	139	138	160
5494.234354251941	-0.31023469864116704	0.04622181581467812	-6.711867397962531	1.9214927543900406e-11	1.914120344113362e-10	P-val < 0.05	ENSG00000003249.15_DBNDD1	5979	6658	7557	4150	4472	4875
7534.877556345713	0.1608447336040427	0.04156687992037431	3.8695406995222528	1.0904057836231456e-4	4.273898916089115e-4	P-val < 0.05	ENSG00000003393.16_ALS2	7262	7826	8481	6918	7134	7812
47.42078916804932	0.5988630485232269	0.35436725933813384	1.6899502782558067	0.09103746748826944	0.1664826583141846	Not Sig	ENSG00000003400.15_CASP10	40	52	32	39	55	64
19762.08538115609	0.3664409624243357	0.04181667983222832	8.763033409025406	1.9006530223896814e-18	3.573262524494478e-17	P-val < 0.05	ENSG00000003402.21_CFLAR	18278	18683	20137	19459.88	20537.9	21132
7756.095018443316	-0.04161719903449495	0.04488051931747192	-0.9272887138427883	0.3537766525775096	0.49066418382512256	Not Sig	ENSG00000003436.16_TFPI	7907	8983	9164	6665	6854	7490
1151.6324926973678	0.30262687386029063	0.07713031935289892	3.9235786445491554	8.72432677473951e-5	3.4739791589338397e-4	P-val < 0.05	ENSG00000003509.16_NDUFAF7	1056	1131	1230	1030	1156	1319
7296.855119215428	0.18485770773459356	0.043978562392791666	4.203359493281044	2.6298242014325563e-5	1.143287922755048e-4	P-val < 0.05	ENSG00000003756.17_RBM5	7147	7422	8030.91	6737	7194	7396
272.06798902277444	-1.9656049363897863	0.2006690841396546	-9.795255431682909	1.1799879374911654e-22	3.0291279832141794e-21	P-val < 0.05	ENSG00000003989.18_SLC7A2	409	619	399	115	96	92
5938.960973481031	-0.22311103469699176	0.04907978044916048	-4.545884937853427	5.470491710410064e-6	2.6683770623595917e-5	P-val < 0.05	ENSG00000004059.11_ARF5	6177.89	7318.95	7732.94	4529.97	5105	5450.91
12022.823562539663	-0.5523636672928622	0.041908775286384606	-13.180143383295553	1.1417362510843826e-39	7.744964289417218e-38	P-val < 0.05	ENSG00000004139.14_SARM1	14011.96	16344.9	17049	8293.9	9107	9400
11928.698411980899	-0.10583211460988015	0.046897472432150804	-2.2566699039696307	0.024028708769698617	0.05397577982425675	P-val < 0.05	ENSG00000004142.12_POLDIP2	11949	14010	15091	9526	10330	11794
25416.004105290867	-0.41372670928797145	0.03510883682668693	-11.784118947896602	4.713228863747099e-32	2.0879705663999298e-30	P-val < 0.05	ENSG00000004399.13_PLXND1	29176	32278	34776	18788	20252	20853
16453.405941361005	-0.17263773658210327	0.03932182364797819	-4.390379706892861	1.1315289864124795e-5	5.2449245288827944e-5	P-val < 0.05	ENSG00000004455.17_AK2	17150	19508	21190	13110.99	13953	15502
33.66916900975649	-1.51445157102922	0.4294090289232569	-3.5268274978444376	4.205706771848412e-4	0.001470062228994253	P-val < 0.05	ENSG00000004468.13_CD38	69	44	50	14	16	18
5981.292664598051	-0.019871672316915688	0.04848267368035679	-0.40987162646863023	0.6819001201371624	0.7833618129858397	Not Sig	ENSG00000004478.8_FKBP4	5913	6661	7415	5092	5219	6034
7247.31192682761	-0.19860917391290214	0.04221979125373826	-4.704172332811256	2.548978783129555e-6	1.3127633346798299e-5	P-val < 0.05	ENSG00000004487.18_KDM1A	7998	8409	9242	5791	6303	6453
4360.463176055943	0.03825142390294931	0.05982329000102248	0.6394068915684097	0.5225582668953718	0.6527978518527804	Not Sig	ENSG00000004534.15_RBM6	4404	4509	5360.09	3555	3952	4677
665.2450209017453	0.1344110387222084	0.09965363119719804	1.3487821477998247	0.1774069504612773	0.2863519499570595	Not Sig	ENSG00000004660.15_CAMKK1	653	691	757	607	577	732
4376.5032534022575	0.17630791326177106	0.05269409041143259	3.345876394965137	8.202295074562171e-4	0.002698191315019317	P-val < 0.05	ENSG00000004700.16_RECQL	4051	4615	4965	3862	4129	4799
3803.3675520995516	-0.07397959220245157	0.05201373676611717	-1.4223087361537812	0.1549366438772455	0.25694578772365645	Not Sig	ENSG00000004766.17_VPS50	3891	4474	4557	3084	3467	3645
930.0840734439844	-0.5158926836114625	0.08458741477962937	-6.098929550636905	1.0678111471425734e-9	8.778306388393317e-9	P-val < 0.05	ENSG00000004776.13_HSPB6	1067	1210	1357	645	748	711
3805.231198062964	-0.996331571880799	0.06056901602280205	-16.449525471995717	8.45278887029679e-61	1.1956907070252238e-58	P-val < 0.05	ENSG00000004777.19_ARHGAP33	4810	5562	6490	2119	2254	2626
845.3075215894572	0.14495543064233693	0.09236386681139186	1.569395431855811	0.11655582782970736	0.20412197614541733	Not Sig	ENSG00000004779.10_NDUFAB1	840	922	891	769	757	916
2412.1551028142953	-0.48051954803834623	0.05853078024647023	-8.209689773737889	2.2176070876508156e-16	3.5674775666514414e-15	P-val < 0.05	ENSG00000004799.8_PDK4	2786	3123	3412	1733	1770	2038
228.28630239820984	-0.08687760068332737	0.17149668426647924	-0.5065847252669506	0.6124462281305998	0.7302996677627308	Not Sig	ENSG00000004838.14_ZMYND10	245	216	321	192	178	240
5.9367529203016955	0.8472997498852366	0.9543845344126719	0.8877970245050804	0.3746499437722708	NA	Not Sig	ENSG00000004846.17_ABCB5	3	8	3	5	10	6
3681.071493358586	-0.12406785664036647	0.051714933943945704	-2.399072128272363	0.016436676653767197	0.03877316559464278	P-val < 0.05	ENSG00000004848.8_ARX	3759	4281	4700	3096	3130	3456
7835.4229628776575	-0.09526321942703574	0.045782269857596626	-2.080788473864381	0.037453271628642495	0.07905773946434973	P-val < 0.05	ENSG00000004864.14_SLC25A13	7948	9322	9559	6472	7111	7241
2102.0074906179834	0.0775025000459432	0.06687323075014791	1.1589465497114744	0.24647797286678147	0.37156419088734777	Not Sig	ENSG00000004866.22_ST7	1923.08	2268.49	2612.08	1825	2065.66	2042.8
22364.014745588836	0.1768611766367122	0.040134326235944005	4.406730926463558	1.0494241814164056e-5	4.893098291664446e-5	P-val < 0.05	ENSG00000004897.12_CDC27	20236.95	23754	25711.99	20343.96	21702	23207.07
2323.824372610855	0.08909060569300416	0.07238650920965714	1.2307625642640951	0.2184116806796167	0.33779535382443204	Not Sig	ENSG00000004961.15_HCCS	2082	2727	2666	2153	2187	2234
4109.598929658815	0.04613940168858792	0.04897582721278015	0.9420851941536565	0.34614902411654547	0.4829181494799663	Not Sig	ENSG00000004975.12_DVL2	3992	4412	5019	3553	3784	4149
7946.471492713909	0.49132343208210044	0.04471231815826553	10.988547503687736	4.338517433847835e-28	1.5722143301352107e-26	P-val < 0.05	ENSG00000005007.13_UPF1	6751	7047	8105	7799	8350	9414
975.2772257312392	-0.19468255397201503	0.08671789415804841	-2.245010166150884	0.02476747993848548	0.055416797318454857	P-val < 0.05	ENSG00000005020.13_SKAP2	961	1217	1282	746	862	896
12832.486485983029	-0.12669238613075515	0.04756428855227739	-2.663603093558499	0.007730871894356291	0.020033848821875158	P-val < 0.05	ENSG00000005022.6_SLC25A5	12738	15255	16505	10204	11129	12450
2100.8285670256505	-0.358624110911022	0.06462620266229971	-5.549205989790092	2.869699036186861e-8	1.9516046727860976e-7	P-val < 0.05	ENSG00000005059.16_MCUB	2245	2672	2924	1601	1736	1720
4028.931916129907	-0.24942635641884972	0.06179988539273166	-4.036032669539303	5.4362649602946195e-5	2.2394703876401476e-4	P-val < 0.05	ENSG00000005075.16_POLR2J	4319.73	4840.67	5362.48	3015.48	3176.38	3961.12
9109.037776719953	0.039241535111394096	0.0416195603510041	0.9428627976952516	0.34575108586924913	0.4825270818714138	Not Sig	ENSG00000005100.13_DHX33	8768	10039	11015	7867	8453	9072
59.75353858118062	0.6093560085623613	0.33057631622242917	1.8433141718245611	0.0652831531709608	0.12668207973932147	Not Sig	ENSG00000005108.17_THSD7A	68	36	51	52	74	73
6653.053849044472	-0.14599098412138192	0.045503050962389345	-3.2083779226595404	0.0013348596494472	0.004170496004540978	P-val < 0.05	ENSG00000005156.12_LIG3	6791	7931	8469	5462	5842	6054
2901.140206551894	-0.2898574657113884	0.05974536584821986	-4.851547255527013	1.2250201310430782e-6	6.626157148687916e-6	P-val < 0.05	ENSG00000005175.10_RPAP3	3036	3626	3940	2148	2500	2536
31.380836176371098	-0.3208218136630853	0.428660031775431	-0.7484295009597708	0.4542011337389052	0.5906745786278649	Not Sig	ENSG00000005187.12_ACSM3	47	31	36	31	21	24
448.0389052271744	-0.31523041701228594	0.12729722508562402	-2.476333767686234	0.013273942234139595	0.03219967594718739	P-val < 0.05	ENSG00000005189.20_REXO5	587	502	547	323	372	404
3545.81541151067	-0.09103457525424465	0.05265230485277327	-1.7289760725346428	0.08381337757405966	0.155546162452184	Not Sig	ENSG00000005194.15_CIAPIN1	3553	4101	4488	2845	3194	3413
3622.087615037648	0.3110501556786262	0.051987119073610845	5.983215866187865	2.1877451341692145e-9	1.71597860217762e-8	P-val < 0.05	ENSG00000005206.17_SPPL2B	3159	3629	3941	3337	3670	4035
2401.004635899023	-0.7758054676372828	0.05799808453558356	-13.376398097445836	8.307675020492186e-41	6.085668655189829e-39	P-val < 0.05	ENSG00000005238.20_FAM214B	3045	3406	3592	1567	1580	1717
174.8218953899899	-0.5254788062090061	0.1839311604863525	-2.8569319348582924	0.004277575559580872	0.011862811290232998	P-val < 0.05	ENSG00000005243.10_COPZ2	209	241	233	108	125	163
3067.675348732032	-0.65089082908354845	0.05949790371607978	-10.939727090042672	7.442359755557865e-28	2.6547867990651714e-26	P-val < 0.05	ENSG00000005249.13_PRKAR2B	3599	4393	4441	1977	2224	2369
2724.6663132875256	-0.3015070353396101	0.05742962672959162	-5.250026032021088	1.5207771730974788e-7	9.389723238230701e-7	P-val < 0.05	ENSG00000005302.19_MSL3	2981	3235	3773	2018	2240	2463
29724.582507061266	0.1282506199530897	0.04829454745627495	2.65559212598908	0.007916930552911098	0.02046945198169161	P-val < 0.05	ENSG00000005339.15_CREBBP	30409	30386	33105	27259	29540	28392
174.4641365624338	-0.8236335908906981	0.1857641365569614	-4.43375996118683	9.2603726194694e-6	4.354413177394243e-5	P-val < 0.05	ENSG00000005379.17_TSPOAP1	203	249	290	124	111	110
17.63652477105508	-1.6025558814391965	0.585672142444987	-2.736267896828859	0.0062140414388488635	0.01649064613174137	P-val < 0.05	ENSG00000005421.9_PON1	23	36	29	6	12	6
3663.1891373117146	0.0018671606290042648	0.06455056051632534	0.02892555252919989	0.976923966174307	0.9861551981003598	Not Sig	ENSG00000005436.14_GCFC2	3355	4358	4451	3223	3411	3431
2291.8392715418495	0.06323649866702041	0.07392697630378292	0.8553913852389569	0.39233451118055623	0.530466259645642	Not Sig	ENSG00000005448.17_WDR54	2173	2350	2935	1817	2222	2422
2439.975376020556	-0.3877825331502228	0.05860736689086192	-6.616617564006036	3.6751062224421934e-11	3.5339945489222606e-10	P-val < 0.05	ENSG00000005469.12_CROT	2808	3013	3348	1710	2004	2107
56.216647235974634	-1.192375766721403	0.3346452972346506	-3.5631033114005444	3.664963579770817e-4	0.001299444259118106	P-val < 0.05	ENSG00000005471.19_ABCB4	91	82	84	40	29	24
18236.07271382099	0.1588552509271785	0.0423524612388079	3.750791483674582	1.7627725049684483e-4	6.651255858978631e-4	P-val < 0.05	ENSG00000005483.22_KMT2E	17660	19422	19943	16736	18069	18026
24305.814782302125	-0.09216869840611047	0.045702293528462994	-2.016719321727445	0.04372481239884068	0.0903434700425729	P-val < 0.05	ENSG00000005486.17_RHBDD2	24142	28352	30791	19264	21441	24118
9527.352554382202	0.1308632307508133	0.04524906908667129	2.8920645969567755	0.0038271924869150427	0.01073718302545677	P-val < 0.05	ENSG00000005700.15_IBTK	8890	10485	10780	8741	8957	9665
1755.616382462109	0.17989335276137372	0.07570483284581224	2.3762466146350505	0.0174897690601687	0.04095121611793609	P-val < 0.05	ENSG00000005801.18_ZNF195	1724	1748	1978	1659	1829	1624
10304.485150024748	0.3676812529511737	0.15438469685043946	2.381591313466553	0.01723801643725804	0.04043560786191671	P-val < 0.05	ENSG00000005810.19_MYCBP2	10788	9253	9524	10793	10724	10279
7167.45323093152	-0.012969643970352334	0.04989649484428985	-0.2599309633036594	0.7949170266856546	0.8658361603731216	Not Sig	ENSG00000005812.11_FBXL3	6844	8385	8668	6148	6598	6864
7.361105276189633	-0.14449294490525125	0.857482010035632	-0.16850842724880835	0.8661833144834067	0.9139182278015279	Not Sig	ENSG00000005844.19_ITGAL	10	11	4	8	5	6
5270.085172514432	-0.6049704333262758	0.05036010167040256	-12.012891421182864	3.040259262772307e-33	1.4368377359152717e-31	P-val < 0.05	ENSG00000005882.12_PDK2	6185	7281	7628	3491	3995	4012
22456.646959921716	0.6944461734298502	0.04675504565460474	14.852860556697085	6.666231979281698e-50	6.702504123874848e-48	P-val < 0.05	ENSG00000005884.18_ITGA3	17105	18952	20828	25471	25034	25604
16186.074225373355	0.23296205873101236	0.040474450740808486	5.755780608929368	8.624233197899644e-9	6.27052985190073e-8	P-val < 0.05	ENSG00000005889.16_ZFX	15076	16727	17479	15179	16409	16447
29058.554567939664	0.10334006626019494	0.03762214032504573	2.746788602864245	0.006018191113122345	0.016022730778978766	P-val < 0.05	ENSG00000005893.16_LAMP2	27996	31184	33708	25217	27201	30435
31.43607755399764	0.5508737861348338	0.43828106205415707	1.2568961651068649	0.20879123736598396	0.32613792320567336	Not Sig	ENSG00000005961.19_ITGA2B	20	23	43	22	38	44
10.796704587708508	0.17162042238914255	0.7040087650984131	0.24377597396127842	0.8074043290550065	0.8734070034938682	Not Sig	ENSG00000005981.13_ASB4	15	9	9	13	10	8
8491.069731005646	-0.29445102161080317	0.04957467554527304	-5.939545107902964	2.858140288365828e-9	2.2080344804019394e-8	P-val < 0.05	ENSG00000006007.12_GDE1	8938	10620	11512	6330	6879	7797
888.0174845014947	-0.1690488906870038	0.08849110794851182	-1.9103488995229236	0.0560883056125799	0.1114107337226057	Not Sig	ENSG00000006015.18_REX1BD	987	991	1134	730	815	749
356.13761484768054	-0.15299882637612663	0.14018316891448554	-1.0914208000923342	0.2750877640345727	0.40446775111922006	Not Sig	ENSG00000006016.12_CRLF1	354	375	522	267	301	363
1722.8680976656995	-0.5985537517038734	0.0714898445786349	-8.372570331237707	5.637485667928407e-17	9.439221921214658e-16	P-val < 0.05	ENSG00000006025.12_OSBPL7	1923	2389	2588	1146	1264	1362
418.19849048688485	-0.7268227719841184	0.12665591510201835	-5.738561609212486	9.548402861141983e-9	6.91063130151317e-8	P-val < 0.05	ENSG00000006047.13_YBX2	542	587	594	301	295	266
3737.846009392566	0.04335076404256818	0.04935081565241143	0.8784204165519183	0.37971560869486715	0.5181178053446261	Not Sig	ENSG00000006062.18_MAP3K14	3691	4011	4508	3326	3419	3680
32.3846122311884	-0.22847236854959424	0.44937700246395745	-0.5084202513632615	0.6111586535266277	0.7291458319267485	Not Sig	ENSG00000006116.4_CACNG3	17	49	52	29	23	30
688.7334993019184	0.021159876379742027	0.09845419910198816	0.21492101477380998	0.8298289003035461	0.8893625548190006	Not Sig	ENSG00000006118.15_TMEM132A	681	693	899	579	635	696
61009.728596073495	-0.3322330957785825	0.035444958013090035	-9.37321171761261	7.035830690131356e-21	1.575457677786946e-19	P-val < 0.05	ENSG00000006125.18_AP2B1	67879	77195	80242	46204	49341	52980
2264.8312293920953	0.12890133032261147	0.060103873141159045	2.1446426592155845	0.031981428765323644	0.0691587860206171	P-val < 0.05	ENSG00000006194.10_ZNF263	2209	2295	2670	2103	2101	2295
540.6062002614344	-0.07351655674288976	0.1083682232189097	-0.678395885428354	0.49752071722887187	0.6308121055252143	Not Sig	ENSG00000006210.7_CX3CL1	531	634	676	423	468	562
3166.121857987344	-0.2054023274818984	0.05368135085941907	-3.826325608306818	1.300702196367773e-4	5.019511335785399e-4	P-val < 0.05	ENSG00000006282.21_SPATA20	3277	3820	4161	2489.1	2714	2887
34.32908489548793	-1.1686764619239127	0.4557976235574964	-2.564024912640841	0.010346611781493308	0.02594685832622683	P-val < 0.05	ENSG00000006283.18_CACNA1G	63	39	54	13	32	13
1395.7791611478276	1.5074932362465294	0.19889090009354762	7.579498285429275	3.4689378646009296e-14	4.552231896406249e-13	P-val < 0.05	ENSG00000006327.14_TNFRSF12A	636	784	1007	1510	1757	2456
5477.215217609266	-0.04454303837407276	0.044342657120493414	-1.0045189275201718	0.31512855272691087	0.44954804179869723	Not Sig	ENSG00000006377.11_DLX6	5535	6231	6673	4568	4928	5338
3675.80767125997	-0.15101364199768885	0.0564578374799609	-2.674803866713625	0.007477298034679666	0.019438131811066493	P-val < 0.05	ENSG00000006432.16_MAP3K9	4026	4310	4456	3161	3076	3323
5019.2687333231825	-0.08039533011754274	0.05252482374689287	-1.5306158951613533	0.12586435093680798	0.21732500227837934	Not Sig	ENSG00000006451.8_RALA	5005	5917	6194	4036	4401	5002
78.07486919531277	-1.0569179498091437	0.26753499698251915	-3.9505782859436636	7.796259092073167e-5	3.1274999068553244e-4	P-val < 0.05	ENSG00000006453.14_BAIAP2L1	110	102	138	47	47	45
1389.0496767554223	0.5857943717146212	0.07531724929304266	7.777692058766321	7.385958860269337e-15	1.0333792781922535e-13	P-val < 0.05	ENSG00000006459.11_KDM7A	1196	1207	1267	1508	1494	1572
60.09828351348939	-0.2432719612335446	0.3333531070831497	-0.7297725926786225	0.46552919996037173	0.6010503459904588	Not Sig	ENSG00000006468.14_ETV1	50	76	92	55	61	34
2510.4819806313226	-0.34780202553195816	0.05681939101353873	-6.12118537928513	9.28817666817486e-10	7.700476622511503e-9	P-val < 0.05	ENSG00000006530.18_AGK	2792	3128	3405	1871	1973	2236
1853.3503636203661	-0.5243555907348022	0.06960154101475882	-7.533677891177926	4.9330728802958005e-14	6.343715225564086e-13	P-val < 0.05	ENSG00000006534.17_ALDH3B1	2148	2372	2742	1273	1316	1599
12393.32639206355	0.24743246525949958	0.042770531706377665	5.785115484608391	7.246253102083521e-9	5.313832584084201e-8	P-val < 0.05	ENSG00000006576.16_PHTF2	11050	12869	13679	11286	12759	12951
19.463303211190553	0.34044279221776985	0.5343755736154218	0.6370852430893089	0.5240693202261939	0.6540821362516407	Not Sig	ENSG00000006606.9_CCL26	14	23	20	27	16	16
8135.02147973919	-0.11608421875517715	0.0424267034636905	-2.7361121482022286	0.006216983422526459	0.01649631914352396	P-val < 0.05	ENSG00000006607.14_FARP2	8400	9526	10127	6645	7354	7462
2065.8112436420943	-0.13990314001720106	0.07789463969529835	-1.7960560645053665	0.07248560097863237	0.1382896625125782	Not Sig	ENSG00000006625.18_GGCT	2022.81	2488.78	2687.86	1614.98	1668.43	2139.4
5692.22345497949	-0.2020626479263808	0.055318069345873015	-3.6527422289992773	2.594546528900561e-4	9.469171504320179e-4	P-val < 0.05	ENSG00000006634.8_DBF4	5677	6980.99	7586.99	4575.99	4988	4979.99
197.95334357729908	-0.9720225051771615	0.17178918375926053	-5.658228788951699	1.52943165221971e-8	1.0765330342717387e-7	P-val < 0.05	ENSG00000006638.13_TBXA2R	251	319	299	113	116	139
3873.307112331357	0.5993679705428733	0.054906901983023004	10.916077012106701	9.65777299648057e-28	3.4271726977649303e-26	P-val < 0.05	ENSG00000006652.15_IFRD1	2985.34	3477.41	3760.7	4028.49	4069.26	4741.87
4498.128473011375	-0.055797493996611894	0.05084324111928032	-1.0974417202418054	0.2724483441538262	0.4016233999525032	Not Sig	ENSG00000006695.12_COX10	4532.13	5294.7	5364.32	3805.21	4113.52	4200.6
2411.089603246463	0.009588557709546718	0.061032810242541806	0.15710496815470557	0.8751621221861051	0.9203616730411965	Not Sig	ENSG00000006704.11_GTF2IRD1	2333	2708	2935	2076	2114	2467
8185.898525930976	0.16614882528587469	0.04388134725030138	3.7863200584556704	1.5289472100929964e-4	5.817146396998228e-4	P-val < 0.05	ENSG00000006712.15_PAF1	7468	8637	9510	7411	8047	8338
7635.5320218581055	-0.3761456352608684	0.042317808249518855	-8.888589717194181	6.188940207350184e-19	1.2159133390130233e-17	P-val < 0.05	ENSG00000006715.16_VPS41	8806	9523	10240	5510	6204	6574
10266.06556417134	-0.17951732923079397	0.040973456092213485	-4.381307957687979	1.1796899439266344e-5	5.45337400042353e-5	P-val < 0.05	ENSG00000006740.18_ARHGAP44	10907	12378	12838	8318	8878	9262
14369.094053613831	-0.06448728361066956	0.039890016562811756	-1.6166271455196408	0.10595878868769015	0.18882021848594377	Not Sig	ENSG00000006744.19_ELAC2	14473	16415	17846	11653	13113	13895
34.84414773430881	0.3370750303984353	0.37999979870037703	0.8870400235769936	0.37505735265349466	0.5131955543879806	Not Sig	ENSG00000006747.15_SCIN	33	31	38	33	35	39
2329.078034641415	-0.4866799661564326	0.06882901575537684	-7.070854650691613	1.5398236092744363e-12	1.7062842814601815e-11	P-val < 0.05	ENSG00000006756.16_ARSD	2643	2946	3445	1507	1849	1994
4756.670714908847	-0.036031885976125604	0.05281141807119947	-0.6822745400918419	0.49506536882530766	0.6285492868306676	Not Sig	ENSG00000006831.10_ADIPOR2	4733	5396	5850	3880	4184	4877
260.6237701511206	0.06940353421036696	0.14907698973918235	0.465554974860922	0.6415340778330723	0.7526026922005346	Not Sig	ENSG00000006837.12_CDKL3	244	308.29	290.51	224.97	229.64	280.23
