ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
HALLMARK_MTORC1_SIGNALING,HALLMARK_MTORC1_SIGNALING,188,0.43673430695675935,1.9209617626506843,2.742772325514348e-7,1.1968461056789882e-6,6.03672377864402e-7,2109,"tags=34%, list=16%, signal=29%",RRM2/AURKA/BUB1/TES/HMGCS1/G6PD/MAP2K3/CTSC/LDHA/PLK1/TMEM97/BCAT1/PSMA3/CDC25A/STARD4/CCNG1/SLC1A5/MCM2/TUBG1/EEF1E1/GBE1/CCNF/CDKN1A/TXNRD1/MCM4/LGMN/PSMA4/PPIA/HMBS/DHCR24/ACTR2/HMGCR/ACLY/EBP/IMMT/ACSL3/PSMB5/ENO1/GAPDH/CYP51A1/IDH1/PSMD14/HPRT1/ACTR3/MTHFD2/NUP205/ALDOA/SQLE/PSMC2/PSME3/USO1/DHCR7/TOMM40/PDAP1/PGK1/IDI1/TPI1/PSMD13/CYB5B/CCT6A/SHMT2/ELOVL6/FDXR/ABCF2
HALLMARK_MYC_TARGETS_V2,HALLMARK_MYC_TARGETS_V2,57,0.5756668601579226,2.0476817758120225,9.728644696997133e-6,3.891457878798853e-5,1.9627967371134566e-5,3445,"tags=58%, list=26%, signal=43%",PLK4/PLK1/TMEM97/DCTPP1/SLC29A2/SRM/MCM4/IPO4/MCM5/AIMP2/NPM1/UTP20/PA2G4/CDK4/NIP7/MAP3K6/BYSL/MRTO4/NOP16/TBRG4/PHB/WDR43/TFB2M/GNL3/RRP9/PES1/MYBBP1A/CBX3/GRWD1/IMP4/FARSA/RABEPK/NOC4L
HALLMARK_KRAS_SIGNALING_DN,HALLMARK_KRAS_SIGNALING_DN,82,-0.49050529429503337,-1.8867924187793925,5.5091800590602864e-5,2.0341587910376442e-4,1.0260011446023205e-4,2799,"tags=45%, list=21%, signal=36%",CNTFR/PLAG1/BTG2/CELSR2/LFNG/ZNF112/P2RX6/CHST2/FGGY/THNSL2/IFI44L/ABCG4/THRB/SKIL/SLC29A3/DCC/CLSTN3/TAS2R4/SGK1/CPEB3/RGS11/ARHGDIG/TG/TEX15/FGFR3/NR6A1/GRID2/NR4A2/SYNPO/SLC38A3/SNN/ZC2HC1C/BMPR1B/ARPP21/SELENOP/PDE6B/RYR1
HALLMARK_ANDROGEN_RESPONSE,HALLMARK_ANDROGEN_RESPONSE,85,0.4376917596436406,1.7166923382994226,5.771137206968603e-4,0.0018467639062299532,9.314817948089675e-4,2025,"tags=34%, list=15%, signal=29%",MYL12A/ADAMTS1/HMGCS1/KRT8/ACTN1/CENPN/B4GALT1/CCND1/CDK6/SEC24D/ARID5B/UAP1/DHCR24/HMGCR/LMAN1/ACSL3/PA2G4/SLC38A2/INPP4B/TMEM50A/UBE2J1/CAMKK2/ADRM1/AKT1/PDLIM5/IDI1/XRCC5/SRP19/XRCC6
HALLMARK_MYOGENESIS,HALLMARK_MYOGENESIS,139,0.39052553209824753,1.6438647651667944,5.714101780484314e-4,0.0018467639062299532,9.314817948089675e-4,620,"tags=17%, list=5%, signal=17%",COL1A1/COL3A1/TAGLN/COL6A3/PTGIS/IGFBP3/ADAM12/COL4A2/MYO1C/PDLIM7/STC2/TPM2/CDH13/ITGA7/MYH9/COL6A2/ITGB1/LDB3/MYH11/TGFB1/CDKN1A/SMTN/SVIL/FDPS
HALLMARK_TNFA_SIGNALING_VIA_NFKB,HALLMARK_TNFA_SIGNALING_VIA_NFKB,140,-0.3915103048169826,-1.652319079314883,7.573943673032647e-4,0.002272183101909794,0.0011460572663141507,1923,"tags=31%, list=15%, signal=27%",TRIB1/FJX1/JUN/REL/EGR2/RNF19B/PER1/SLC2A3/ICAM1/ID2/CD83/SGK1/MAFF/PNRC1/IRS2/JUNB/SOCS3/ZFP36/NFIL3/PPP1R15A/BHLHE40/MXD1/ETS2/EFNA1/NR4A2/STAT5A/SNN/NR4A1/SPSB1/PTPRE/PFKFB3/PDE4B/GADD45B/NAMPT/VEGFA/ABCA1/GEM/CEBPD/BCL6/ATF3/FOS/BMP2/SOD2/NR4A3
HALLMARK_KRAS_SIGNALING_UP,HALLMARK_KRAS_SIGNALING_UP,113,-0.4052164241831241,-1.636323481688356,0.0010342053477797818,0.0029201092172605604,0.0014728621051972126,2116,"tags=37%, list=16%, signal=32%",SOX9/SEMA3B/PEG3/TRIB1/ETV1/SCG5/RGS16/CBR4/GYPC/SATB1/ID2/EMP1/KIF5C/GLRX/PCSK1N/GALNT3/MAP7/TNFRSF1B/CAB39L/SNAP25/PPP1R15A/SCN1B/EPB41L3/CCND2/VWA5A/GPNMB/LAT2/GPRC5B/ADAM8/APOD/TSPAN7/CPE/ST6GAL1/MAP4K1/SERPINA3/BMP2/SPARCL1/MAFB/SPP1/CTSS/LCP1/LAPTM5
HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_ESTROGEN_RESPONSE_LATE,131,0.3724698959887698,1.5710961229298743,0.0022704982732337144,0.0060546620619565715,0.0030538865663377445,901,"tags=19%, list=7%, signal=18%",IGFBP4/MYOF/CAV1/PRSS23/CDC20/TOP2A/KIF20A/CA12/PLK4/STIL/CXCL12/ASS1/CDC6/FABP5/PAPSS2/CCND1/UGDH/GINS2/FOXC1/EMP2/ALDH3B1/RNASEH2A/XRCC3/OPN3/TPBG
HALLMARK_APOPTOSIS,HALLMARK_APOPTOSIS,130,0.3702899174430338,1.5568309637745965,0.0026025257731030382,0.006574801953102412,0.0033162378272227084,1145,"tags=20%, list=9%, signal=18%",KRT18/DCN/CAV1/IGFBP6/IER3/MMP2/PDGFRB/TNFRSF12A/TOP2A/BGN/LMNA/PLPPR4/PLAT/CCND1/CDC25B/CASP3/IFITM3/CDK2/TSPO/CDKN1A/LGALS3/EBP/BAX/DAP/TXNIP/IGF2R
HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_CHOLESTEROL_HOMEOSTASIS,67,0.43545742632095447,1.6082204695585327,0.0034994679002276026,0.008069714150751818,0.004070250558493241,2880,"tags=49%, list=22%, signal=39%",S100A11/TNFRSF12A/JAG1/HMGCS1/FABP5/TMEM97/STARD4/LGALS3/ACAT2/FDPS/ACTG1/LGMN/HMGCR/EBP/ALCAM/FASN/CYP51A1/ERRFI1/ETHE1/MVK/SQLE/FDFT1/NSDHL/DHCR7/IDI1/CPEB2/PLAUR/MVD/ANTXR2/GUSB/LPL/SREBF2/ACSS2
HALLMARK_PROTEIN_SECRETION,HALLMARK_PROTEIN_SECRETION,90,0.4043692684774139,1.6080819653770757,0.00353049994095392,0.008069714150751818,0.004070250558493241,4050,"tags=48%, list=31%, signal=33%",KRT18/CTSC/AP2S1/SEC24D/CAV2/CD63/LMAN1/TMED2/IGF2R/AP2M1/COPB1/ARCN1/VPS4B/SEC31A/USO1/AP3S1/DNM1L/SCAMP3/ADAM10/GLA/ARF1/AP1G1/CLTA/TMX1/ERGIC3/VAMP7/ARFGAP3/CLTC/AP3B1/ARFGEF2/SEC22B/SNAP23/VAMP3/RAB2A/STAM/GBF1/OCRL/COPB2/TSG101/TMED10/RER1/ZW10/ATP1A1
HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_FATTY_ACID_METABOLISM,122,0.3645874723469794,1.5146885508319625,0.004408977292337587,0.009619586819645644,0.004851984580084426,3813,"tags=46%, list=29%, signal=33%",LGALS1/HMGCS1/LDHA/FH/UGDH/OSTC/PSME1/ACAT2/HCCS/DHCR24/PDHB/APEX1/ACOT2/ADSL/MDH2/FASN/DLST/IDH1/ALDOA/PTS/ODC1/KMT5A/CPT1A/MIF/DLD/NSDHL/IDI1/METAP1/UROD/IDH3G/AOC3/SMS/MGLL/ACSL4/SUCLG1/SDHA/ECI1/SUCLG2/YWHAH/MDH1/HSD17B10/CPT2/RDH11/IDH3B/UROS/ECHS1/CRAT/S100A10/PDHA1/DECR1/NTHL1/ECI2/ERP29/ACADVL/NBN/GRHPR
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,106,0.36044426435350435,1.4696604764784984,0.01801961277274919,0.03760614839530265,0.018968013444999144,3953,"tags=49%, list=30%, signal=35%",STC2/SHC1/CKS1B/PDIA5/YIF1A/EIF4A1/EIF2S1/NPM1/WIPI1/FKBP14/EXOSC9/NABP1/LSM4/ALDH18A1/RPS14/MTHFD2/SRPRA/TTC37/SEC31A/EEF2/LSM1/KIF5B/DKC1/SLC30A5/NOP14/CALR/PDIA6/EIF4G1/RRP9/EDC4/NHP2/YWHAZ/EIF4EBP1/FUS/GEMIN4/DDX10/IMP3/SRPRB/SEC11A/PREB/POP4/PARN/SPCS3/PAIP1/ATP6V0D1/SPCS1/EXOC2/NOP56/SDAD1/BANF1/HSP90B1/ASNS
HALLMARK_HYPOXIA,HALLMARK_HYPOXIA,166,0.31348260571709285,1.361046486420382,0.02267286066930936,0.04534572133861872,0.022871745412022602,1395,"tags=20%, list=11%, signal=18%",SERPINE1/CITED2/ANXA2/TGFBI/DCN/TGM2/IGFBP3/CAV1/IER3/COL5A1/STC2/BGN/MYH9/TES/CA12/SDC2/EXT1/LDHA/GCNT2/GBE1/CDKN1A/MAP3K1/B3GALT6/TPBG/ENO1/GAPDH/GYS1/ERRFI1/PFKP/SLC25A1/UGP2/ALDOA/HDLBP
