Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
GSN	12912.2984381669	0.247607473752479	0.82345366981027	0.300693873657191	0.763647940831061	0.901358337963048
RPL4	20937.0171387062	1.20562523955515	0.558371604292263	2.15918078621366	0.03083614408369	0.205537602915814
GAPDH	94980.6933712778	1.23640457160745	0.753679744510998	1.64049064687237	0.100903191613041	0.363836032434223
SRRM2	49067.7464416887	-0.039885067732475	0.382770758825669	-0.104200926567226	0.917009898682403	0.97125800110738
MTATP6P1	13714.9945268771	-0.557736956127381	0.564891995333296	-0.987333792539062	0.323479029658388	0.622984293010871
TAGLN	32716.7105972149	5.87294489886945	1.19772287671426	4.90342550271799	9.4179670357598e-07	0.000232268390800786
ALDOA	33387.594765965	1.04412129761002	0.632597190994705	1.65053103692766	0.0988343707397129	0.360151675477777
VIM	167878.109423116	0.899093414901456	0.895666406356428	1.00382621087573	0.315462388243459	0.618629235225578
CLU	198311.613153547	-3.01631588844077	0.984380130647981	-3.06417794765447	0.00218269038316415	0.0496172973884149
TMSB4X	17722.2088985274	1.0552358867728	0.684886067278918	1.54074661054983	0.123378467914875	0.400268045201124
GFAP	867581.034789102	-4.60886188088677	1.2298995269708	-3.74734828318718	0.000178713864308243	0.0105056750030225
COL6A2	40214.7461790786	2.63005400710377	1.1074495276999	2.37487482844137	0.0175549022078892	0.1512591475012
RPS6	14566.8856156836	0.688366778264168	0.513303699802367	1.34105165914293	0.179903680768874	0.476788526222619
TTN	1973.53686385244	-1.31742400066301	1.06073523115827	-1.24199136784064	0.214239746967152	0.517856317145768
RPLP0	26308.0508693381	0.880470034128512	0.457269030211104	1.92549675564521	0.0541672414570315	0.273146852871983
RPL10	16336.2153756231	1.06301022869495	0.574547999861614	1.85016783445593	0.0642893634084121	0.294666286217377
DCN	3502.83762083606	4.1448947195229	1.12889562250728	3.67163680758818	0.00024100201119435	0.0124511355269619
SPARC	94599.9038398626	0.619659555880459	0.692134782952249	0.895287408093187	0.370633469722837	0.662276156219714
RPL13	23579.3523078499	0.986919958900903	0.542544115938455	1.81905937214672	0.0689023725223739	0.303546650232541
PSAP	48722.6982089625	-0.742465511421141	0.497558738307536	-1.4922168062944	0.135642317903477	0.418936567017846
MYH9	54601.3009722619	2.73432762320026	0.829639439979824	3.29580235875328	0.000981410320390695	0.0305024579189349
MALAT1	672341.730547643	-1.30735034711571	0.741297122044336	-1.76359830388971	0.0777996334854294	0.322202845420145
SPARCL1	33031.11105042	-3.00036382356577	1.26679403744496	-2.36847011817114	0.0178618232031505	0.152396795749595
GNAS	30235.9487353515	0.158102680058094	0.352147952028288	0.448966632199508	0.653455727623235	0.843420540709323
TG	207.736959809979	-1.30954376298885	0.957970557719238	-1.36699792330429	0.171625956438011	0.467082426076162
COL6A1	44545.1601881773	1.51075459230355	0.839147342720533	1.80034484457241	0.0718062040557124	0.308033768694525
RPLP1	17988.6400378587	0.892678706026836	0.517390664514682	1.72534753185811	0.0844648607800155	0.333455852651286
HSP90AB1	42989.189211379	-0.475019711404885	0.48527819274319	-0.978860617493821	0.327648853480422	0.626491832042511
A2M	17939.9320295234	-2.13894436888939	0.916902867119205	-2.33279275874628	0.0196590249165272	0.160115350902496
TNS1	15846.2550487882	0.179185966484754	0.670411040811522	0.267277767782363	0.789255303035014	0.914335184118233
COL1A2	104507.538375711	6.4321313743335	1.25678836164507	5.11791131317779	3.0893780063106e-07	0.000118768411530841
TPM1	15566.3367905194	3.24389012701049	0.830772449631411	3.9046674314365	9.43550491488536e-05	0.00713720593196284
EEF1G	25194.7464610911	0.59720903039594	0.553941453134235	1.07810857450168	0.28098530553431	0.586984006494959
RPS18	12453.2815291937	1.33084860250463	0.6179205284928	2.15375366432762	0.0312594952069518	0.207111174999842
COL1A1	266042.981954158	8.50360256517465	1.23817520591449	6.86785078925408	6.51763378513458e-12	4.25959956027471e-08
FHL1	13280.136510317	0.739113862014242	0.623733578392117	1.18498328071347	0.236024057471614	0.541050588427125
IGFBP5	50573.7106246944	0.193592581452725	0.81989545789094	0.23611861681819	0.813340628180415	0.925743008545894
TIMP3	8744.69467887932	-1.35708920968667	0.697930314415163	-1.94444800814227	0.0518414493422229	0.267622268701499
HSP90AA1	82327.7190758726	-0.810516004657596	0.794528174002806	-1.02012242130351	0.307670404365094	0.613159176439647
RPL7A	15752.583578136	0.840623918094384	0.507660229183025	1.65587901074542	0.0977463229729183	0.357820816479951
SOD2	26347.8665448889	-3.31364280467984	0.804136719289162	-4.12074554636558	3.77648336147855e-05	0.00385643859514736
HLA-B	14321.7517581382	0.861589534165164	0.788084820072157	1.09327005446733	0.274275246735678	0.579355486438598
RPS4X	10344.2264304695	1.0106374220035	0.6502427189473	1.55424642607249	0.120125647234681	0.395213706837474
CSRP1	9809.46528193901	0.279664312973423	1.00562569699701	0.278099807720262	0.780935743336871	0.91009371443975
RPS8	13400.6527279802	1.08313216797525	0.584264689437416	1.85383814486237	0.0637623194322481	0.293981402927307
DDX17	22578.5567264122	-0.346880412024248	0.43800585570244	-0.791953823238157	0.42838760167441	0.706377487256996
HLA-E	7649.18254789168	-0.132376782971916	0.760681040596178	-0.174024033605685	0.861846574327962	0.949287652569377
CALD1	21429.6651244108	3.07522285951239	0.845930852042071	3.63531233325848	0.000277644049412798	0.013694661773112
HSPB1	42775.1689557722	-0.257787846753698	0.580740431752284	-0.443895125358962	0.657118409034333	0.845449125078296
RPL8	17443.3571147624	1.01823000487018	0.484003121469888	2.10376743393281	0.0353987388663276	0.220267042322992
DDX5	14761.933319984	0.316671453832458	0.340932202250524	0.928839962145204	0.352972030926728	0.648646461970729
RPS3	12000.0208235216	0.841066792582832	0.555012653353529	1.51540111293119	0.129670855739471	0.409402839461502
RPS11	11617.9530195296	0.976252465411371	0.518993963361938	1.88104782392343	0.0599654135949453	0.285882759683479
RPL19	13707.0621330318	0.867593836967853	0.496668135496675	1.7468280627672	0.0806671671917801	0.327909137814001
CD74	14187.7290847998	-4.93345958366601	0.943896642945835	-5.22669470278973	1.72567087201038e-07	7.67060433249213e-05
HSPA8	39882.3700718231	0.249923817507266	0.443782939391281	0.563166799179068	0.573321308446859	0.799432773918167
RPS2	26258.230481851	1.31312233816876	0.585050894674293	2.24445830289653	0.0248029288693923	0.183260553132257
RPL5	8668.58698720549	0.906966089431914	0.619116811365273	1.46493532849137	0.142938562962725	0.428740744973244
RACK1	18463.5270893793	1.22706353657765	0.543103334718264	2.25935555563141	0.0238612766828811	0.17955713731833
TLN1	30637.8289885043	1.34175563289999	0.663233106873735	2.02305285878232	0.0430676980686624	0.240705902007449
PKM	40326.7620502875	1.44621895170603	0.655988834343701	2.20463958529559	0.0274793956570133	0.192076567183327
APOD	1391.86366157106	-2.1840041605736	1.01207567549856	-2.1579455108411	0.0309320685089795	0.206071899837345
ENO1	30582.151936402	1.28882189560989	0.712945919664734	1.80774145704623	0.0706467490600283	0.306662173675662
DSTN	6629.82749594092	1.86583740441987	0.796411483772292	2.34280575109506	0.0191393448391526	0.158208150432358
UBC	32627.7764146974	-0.921423706811329	0.547434080847455	-1.68316832847695	0.0923425100817565	0.347041101000184
RHOB	20997.0579937596	-0.800425402370118	0.61234385282064	-1.3071502207185	0.191161697915969	0.488916036254169
DUSP1	6597.13152239426	-0.0463920820466872	0.886218693446249	-0.0523483451542664	0.958251132234422	0.98688069975634
LRP1	77796.5693377096	0.130313832424209	0.607565565266769	0.214485217520502	0.830168693452015	0.9333506788329
COL3A1	45212.7853156926	6.47743424435094	1.24017629995156	5.22299470212739	1.76052429022083e-07	7.67060433249213e-05
RPL15	17835.836700326	0.819651865807688	0.568734612931878	1.44118512777394	0.149532388822603	0.439694928232391
CTSB	16911.7406316934	-0.31156150182537	0.609968327756921	-0.510783081100451	0.609502957487319	0.819799666321954
HNRNPA2B1	17142.6898343898	-0.251664527186718	0.521562077506579	-0.48252075455686	0.629436058389552	0.829642438174664
CALM1	13559.6957359762	-0.0676365121324943	0.462391880334402	-0.146275302420059	0.883704061946913	0.957921993098147
RPL7	9294.12251796751	0.889273382280093	0.574019048355298	1.54920535272841	0.121332363143375	0.397278386434632
HLA-C	11873.7114692063	0.0974292802911204	0.689298015538735	0.141345656152764	0.88759688324113	0.95922400099019
LENG8	12519.802853074	-0.29656900329646	0.56949303901483	-0.520759663383237	0.602534205706246	0.817577556606078
PABPC1	25132.8664869323	0.953379799555638	0.60663807705859	1.5715792259172	0.116048167413595	0.389139455172679
COL6A3	12819.9524632285	5.45789735191536	1.21619743199448	4.4876738005973	7.20050651319945e-06	0.00119136481815228
APP	26147.7742604832	-0.750061385300029	0.411903084546881	-1.82096569178438	0.0686120722061981	0.303020826115028
PLEC	58035.8928649362	0.308540736463983	0.423828991325656	0.727984028414211	0.466623363302578	0.733257271186342
RPS12	8071.39931808495	1.01767415054394	0.559790488771643	1.81795541538593	0.0690709474379877	0.303594753115175
PLP1	19233.4872499116	-1.45080620967761	1.65174078933471	-0.878349810724214	0.379753912189276	0.668790539777153
SYNPO2	7682.97188737556	0.245868886317161	1.06053656859496	0.231834425702923	0.816666617538683	0.927182259866943
IGFBP4	27087.235783956	4.598863667048	1.16401535922481	3.95086167085514	7.7870324904446e-05	0.00636151885516259
SPTBN1	60035.5098685345	-0.516077456454476	0.459887656009906	-1.12218158002345	0.261785242853775	0.568594814935228
EIF1	15222.710186244	-0.0296222202611597	0.492054880916033	-0.0602010495374287	0.951995509822851	0.98500802368686
NACA	7544.98535041444	0.498917605060134	0.435943242659897	1.14445541583808	0.252434817588931	0.55855967270728
RPL32	9939.79595235766	1.04481013434378	0.587989535980155	1.77691960555407	0.0755814681601007	0.317354760784027
NEB	1089.73046208705	-2.3958328243455	0.930807025744743	-2.57393074835096	0.0100550396796142	0.111854828640202
CSDE1	10915.8846057715	0.55711653220806	0.587400033480724	0.948444842447123	0.342903040030111	0.641702288707796
RPS24	8213.78643354124	0.836565936699895	0.488684313406951	1.71187393118397	0.0869199037559877	0.337653311999438
C3	12596.1951334347	-3.34257045562931	1.32184436951456	-2.52871709614108	0.0114480262053849	0.120577881168885
H3F3B	8677.81797876664	-0.0688368559059366	0.379640475691279	-0.181321171775989	0.85611548878584	0.946354763261198
FLNC	29191.3272353715	0.915867597734281	1.15434863152127	0.793406404898054	0.427541080309435	0.705604729889473
ZFP36	3726.29523921396	-1.40517825415439	0.667518071228627	-2.10507897047346	0.0352844344684419	0.219991844716624
HNRNPA1	15234.2238394668	0.453859584414957	0.525039309270556	0.864429722501179	0.387351871004128	0.674267719522567
BGN	15623.1003473512	2.78640431803735	1.06940938758245	2.60555438393561	0.00917257106847674	0.106031693066428
MYL6	16965.9833647564	1.98890557436803	0.743318939467719	2.67570953565674	0.00745712425988379	0.095691332167007
ATP5B	10306.0511147534	1.37240354501517	0.483129476187064	2.84065372257226	0.00450211687876443	0.0740141399166233
TIMP2	27181.0168285322	0.828215054062293	0.523650162275483	1.58161901538108	0.113736570390545	0.385098905321869
THBS1	130438.085843496	6.07937279385979	1.62056617237456	3.7513881861127	0.000175858177464593	0.0104010960979171
EIF4G2	21702.0514032632	0.563451092626534	0.431286047875095	1.3064440535524	0.191401592902602	0.488916036254169
RPSA	13630.6584385651	0.76530718157751	0.511258869897979	1.49690739200325	0.134417356539962	0.417031263973732
RPS27	7040.60893854714	0.943152143874066	0.54394794649048	1.7339014697256	0.0829355670590404	0.33131136828506
MAP4	35469.4796616462	-0.619364716886688	0.521819892394949	-1.18693197770604	0.235254452636626	0.540328756003046
DSP	6054.27601000109	5.13132221903572	1.12306934247434	4.56901637768012	4.90018494811308e-06	0.000889587742455361
ANXA2	15907.38082307	4.3849196858954	1.11787674407203	3.92254307923313	8.76192207197105e-05	0.00683232999639845
RPS27A	7906.48258935699	0.676646715786394	0.496317795709741	1.36333357706584	0.172777404468861	0.468639438433801
RPL37A	13860.9241144757	1.2335795545275	0.501826692677487	2.45817843595717	0.0139643771656764	0.134906410888808
PDK4	1015.6556626687	-1.13446845159036	0.851718301322767	-1.33197613557025	0.182868030576538	0.480958384469755
CD81	18607.3271765637	-0.176253924340399	0.561086902379279	-0.314129457652634	0.753422717125785	0.895027568440529
PTMA	13347.6901500748	0.729819921031955	0.481305011961185	1.5163355936356	0.129434515787974	0.408984263008658
SERPING1	3396.28023118039	-2.66517814560197	0.922282688586893	-2.8897627360712	0.00385532687247126	0.0673702908423421
CRYAB	32299.0217591391	-1.91717995087033	0.736220220928709	-2.60408488706259	0.00921199377110004	0.106181631906568
RPS9	8796.4012453602	0.577655137445057	0.458469110672517	1.25996522775048	0.207681906339583	0.5087350445586
RPL11	8420.63935306312	1.05909396287552	0.60695051592479	1.74494284968489	0.0809948175543378	0.32817883202952
FTH1	60117.4414879062	0.0240170469133773	0.61140938084459	0.0392814498204142	0.968665996099508	0.990567456972044
RPS20	10003.2448204332	0.687652592234558	0.450532654039824	1.52631021540511	0.126932625777049	0.405462848939241
MEG3	11621.4312475463	0.427298606204991	0.980913991686295	0.435612714087623	0.663117744631107	0.84785079167739
CTSD	14402.9998556074	-0.421755039209267	0.524489660042577	-0.804124602141878	0.421325017460494	0.702799808987508
ITM2B	6490.88463398801	-0.367915254053007	0.502175250620452	-0.732643143202373	0.463776110134211	0.731774207576566
RPS14	6718.50852007033	1.11843976511278	0.588959916413163	1.89900829232016	0.0575633857135626	0.280779056074455
HSP90B1	17199.8011764907	0.443264578921387	0.46956073892606	0.943998384394709	0.34517047387278	0.642878777998163
NDRG2	11886.7386721628	-1.37948444418428	1.2401155842273	-1.11238376626306	NA	NA
RPL12	8989.95274848906	1.44373762648714	0.66636059732403	2.16660113500843	0.0302652807848458	0.203357937247148
FOS	9992.21250746168	-2.91602563065611	0.803807700877488	-3.62776523224745	0.000285885030525912	0.013738247183839
RGS5	3974.95644345118	3.9699286384325	1.07303903245799	3.69970571279094	0.000215849617917043	0.0116001342518632
AEBP1	23294.8922384956	-1.68291148450596	0.640336910948424	-2.62816566674776	0.00858466962342694	0.102671459239817
ZFP36L1	19953.3368547683	-0.996147316924442	0.401158077266438	-2.48317900941286	0.0130215632460633	0.129828263302284
RPL27A	9626.41455679984	0.813361044317859	0.5394573651842	1.50773925209109	0.131621275215812	0.412967279967807
CST3	24022.5504734183	-2.31908409656017	0.769088882708088	-3.01536551717441	0.00256669733854271	0.0539541391026917
RPS19	13444.0726828117	0.463895802919249	0.538925437067317	0.860779193210181	0.38935966669326	0.675334421887951
RPL10A	7315.91155252429	1.20578138465433	0.595344582011177	2.02535039553227	0.0428313971517097	0.240278623248926
COL4A2	45404.7932500591	3.18435244525665	0.876484755268096	3.63309507223846	0.000280041775464622	0.013738247183839
ANXA1	4146.35573028037	0.460439416603668	1.04234393381436	0.441734634477829	0.658681243968814	0.846110210673712
RPL6	10706.9574679437	1.21570075185518	0.536527536105047	2.26586832929514	0.023459446233021	0.177350157149692
HLA-A	25457.4920715822	0.422088197924341	0.61725253687325	0.683817680300624	0.494090300724069	0.751348014425226
TSC22D3	1755.07356280052	-0.496750344901289	0.44986278429845	-1.10422636021328	0.269494957615435	0.574182420806115
RPL17	7747.76313423373	1.29543186067587	0.542656907383055	2.38720237971916	0.0169771426605926	0.148595930906738
YBX3	5665.26939405099	0.00881819499403008	0.639712331874641	0.0137846256116227	0.989001808354361	0.996549694495826
LDHA	19079.2066350302	2.15342824051342	1.01294208080664	2.12591448348021	0.033510380698082	0.216281972248405
ATP2A2	17520.7587756061	0.491615522006012	0.331631406471973	1.48241545406092	0.138229784432167	0.42338439557817
RPL28	11936.7121944173	1.10196950141083	0.495213451017627	2.22524145728748	0.0260650331424471	0.188263439829123
FBLN1	3922.65578159838	3.55770025220153	0.803515784199337	4.42766691353374	9.5257852299153e-06	0.00144780859000259
RPL18	10554.4299436722	0.910201379995092	0.495427167795906	1.83720522240326	0.0661796050142023	0.298727676877062
CFL1	17451.87332919	1.12699228904257	0.577250183473173	1.95234635052298	0.0508970979610711	0.265261550019601
RPLP2	6988.93307310021	0.581511609365162	0.526226364488302	1.10505981571375	0.269133671289769	0.574182420806115
RPL9	7547.81867175754	1.17194076954813	0.567982292666494	2.06334032711873	0.0390803051363878	0.231224513332651
CALM2	7047.58468016272	0.954829837281491	0.487712108640234	1.95777349047906	0.0502565973808976	0.263393738719211
TMBIM6	16380.262079322	0.145380349345928	0.481902711591526	0.301679874067935	0.762896112048541	0.900552251475344
EPAS1	5193.47346856856	0.810419244543158	0.690786502983636	1.17318338016566	0.240722275361897	0.545411832424226
ATP1A1	10203.8858648789	0.422970205036477	0.578230768957227	0.731490311038369	0.464479720482398	0.732353971824539
RPL31	6432.73912471714	1.11014526766273	0.521979394098721	2.12679902734393	0.0334367851643858	0.216058010936682
RPL23	8511.79106895884	1.08361305360304	0.618113533003615	1.75309711848147	0.0795853380808691	0.326100299076815
RPS16	9136.74870884083	0.527070661971697	0.539395942502379	0.977149845670879	0.328494973681918	0.626915318861001
TGM2	13472.9605336655	4.07864178583147	1.20904160495597	3.37345031727009	NA	NA
IGFBP7	20292.2877363424	1.37107717463448	1.03307875753455	1.32717584659912	0.184450520242617	0.482719487895177
FASN	20842.4030402048	1.17345842604122	0.584919277672539	2.0061886671107	0.0448361225399095	0.245930741804095
YWHAZ	12486.3583109605	0.66368093690966	0.583247876838676	1.1379054485495	0.255159965903066	0.562070176510884
SORBS1	15418.8783084805	-2.63968537332911	0.993094337325881	-2.6580409072083	0.00785963523675337	0.0983093705067974
SCD	45712.2846616709	-1.58669705082062	0.889656090004255	-1.78349484553411	0.0745057863008641	0.314861019314127
RPL14	7664.46485185489	0.499836576927989	0.442679273127745	1.12911673816666	0.258848591241088	0.566028064793199
C1S	3196.89712810624	-1.51007464806835	0.938304609073112	-1.60936505423335	0.107536541874424	0.374205449212081
SRSF5	4418.54895224928	0.00354235545971155	0.493132658251657	0.00718337226390672	0.994268547467463	0.998705290330572
DST	63330.5933537092	-0.737270428835207	0.354840273057935	-2.07775296327436	0.0377321181383539	0.22708916893067
MYLK	10072.5019468323	0.777276032360397	0.915808358099773	0.84873218887539	0.396030330650076	0.679956975164474
RPL29	8635.18382321878	1.31288047601199	0.655794216278686	2.00197019647711	0.045287937010229	0.247458097345949
RPS17	9399.74618938353	1.4672818920324	0.594576698503445	2.46777563891347	0.0135955503782418	0.132518597310961
IFITM3	7366.76763884729	1.85919368584707	0.98929262781471	1.87931622411249	0.0602013276932994	0.286124414230384
ATP5A1	7334.77899505722	1.22548148201949	0.500571090682557	2.44816671363997	0.0143585201236808	0.136761157838731
ACADVL	7297.59642983284	0.460551639494332	0.462587695050586	0.995598552278761	0.319445238472276	0.620517662985119
TPM4	21042.323788587	2.81856298467532	0.795186971373017	3.54452862803904	0.000393315789272911	0.0169112851367968
APLP2	14707.4052370872	0.271693286196678	0.53791554748153	0.505085393922375	0.613498859675811	0.821175955301123
MTND2P28	3378.15408589681	-2.90973140677768	1.03680864758059	-2.80643049570196	NA	NA
PRELP	1138.16020096159	-1.22062402964701	1.17848863247496	-1.03575375783096	0.300317035793636	0.605498068002255
RPS5	7588.30304126376	1.01771086126731	0.450931556485632	2.2569076096579	0.0240138484550227	0.180181005297743
NDRG1	13335.0978601773	-2.23890046880673	0.805365882909619	-2.77997928186137	0.00543623666415062	0.082128043842453
RHOA	12777.7252630025	0.893679072765859	0.61882748748912	1.44414896046707	0.148697078348065	0.438386371133305
MMP2	5067.88319273216	3.27628707508536	0.850577750422415	3.85183726409289	0.000117234925181978	0.00810781855583933
BSG	17248.6691989169	0.863657501251075	0.442578958011884	1.95142016044035	0.0510070851739713	0.265472711155469
AQP1	15132.6569145573	-2.3885021967153	1.02553850522128	-2.3290224448471	0.0198578766896319	0.16121882373303
RPL26	7463.75042677225	1.18272289084566	0.623780733586265	1.89605550021704	0.057952706022388	0.281493801716326
HDLBP	25122.7760332841	1.04370742594976	0.564376174522381	1.84931163480285	0.0644128266863126	0.294931110132645
RPL21	5222.33717001414	0.66976758000209	0.582720221158505	1.14938105060182	0.250398890266642	0.556815905865137
LTBP4	7903.77037218436	-1.37389252539082	0.827498220768078	-1.66029665189561	0.096854788952224	0.356014889312295
FSTL1	21814.216922916	3.5309532423509	0.90733408291451	3.89156905801321	9.95980317341776e-05	0.00715299930108481
MACF1	54984.8169274446	-0.294469061076828	0.282147933413899	-1.04366903387825	0.296638541406022	0.60183703606918
PALLD	14056.1495647042	1.15481660504682	0.751038984684525	1.53762538110042	0.124140237932284	0.401245561328605
HSPA5	22732.4645234754	-0.230694040956387	0.590788819716672	-0.390484777736692	0.696178109327052	0.864748082012154
MCL1	12151.398458784	-0.154463334268437	0.381069184187737	-0.405341971163797	0.685226159209395	0.860383393566379
RPS10	8851.35901288006	1.00305300547821	0.611953406035082	1.63910029029351	0.10119237461682	0.36413131384888
ACTN4	23418.6342263702	2.21736101275807	0.67672225604922	3.27661901605435	0.00105058024599011	0.0319361279148036
S100A6	11175.1843167385	1.34047575824551	1.11346979875713	1.20387257897948	0.228638831732436	0.533413132440304
ATF4	9305.88221134832	-0.131201111475041	0.467803945480501	-0.280461746299037	0.779123270229425	0.909116252916337
MCAM	4352.45606291713	0.764723358726628	0.533937349252425	1.43223424957503	0.152076792942898	0.442420601058674
YBX1	16698.269508259	0.740027076458258	0.608981101289354	1.21518890305701	0.224294051826911	0.528882998769095
SLC25A6	5394.39566411105	1.01540077741844	0.361215459631608	2.81106677564138	0.00493775369311949	0.0782319739669877
MT2A	5121.57021979637	1.00617773528024	0.703312135751826	1.43062757505905	0.152536980130209	0.443167563298946
RPS15A	6102.67200791402	1.20060135755972	0.629900636595163	1.90601705699076	0.0566479926863387	0.279102704458839
CIRBP	4490.83645855244	0.174719187810759	0.477814988290135	0.365662844600152	0.714616674503604	0.873947843603724
CKB	18597.7594398347	0.111760846041737	0.77484132979337	0.144237073765206	0.885313266389825	0.958457901845932
RPL37	9524.92250223484	0.470487624230263	0.495373327108465	0.949763740766057	0.342232313685088	0.640785564319818
RPS3A	12580.9170093816	0.889500322687244	0.571942794100636	1.55522603285169	0.119892246334222	0.394937387055095
FKBP8	8784.87408938733	-0.0870477679055685	0.496557642093017	-0.175302443314854	0.860841992012434	0.94858081922058
SF3B1	8144.80654553889	0.437947483683728	0.338501407293357	1.29378334697495	0.195740266453039	0.492977142874766
HSPG2	32820.0583906505	3.10986119225578	0.875498907915836	3.55210173780678	0.000382167064852666	0.0166510190156307
RPS25	6017.94284726567	0.426332670250231	0.48915516509213	0.871569392852949	0.383443334088327	0.670665616098716
ACTN1	18543.8338795666	2.42563598226928	0.800946058689863	3.02846359745746	0.00245800688836911	0.0527763405407293
EIF4A1	10801.4858377727	1.47083172622765	0.540088793521611	2.72331465468333	0.00646304692809547	0.0892223413724563
C1R	5397.96882839519	-1.53238178995408	0.877994542777803	-1.74532040382156	0.080929112199342	0.32817883202952
OAZ1	14267.1844517557	0.332129484980977	0.42993765094972	0.772506162805962	0.439814698238387	0.715066254265884
HNRNPK	10340.9619248269	0.561582118511971	0.437969704635815	1.28223964481503	0.199758592943766	0.498406126419545
CEL	158.400345540074	-1.19698173700876	0.929755177012739	-1.28741604951812	NA	NA
PTGDS	6036.55338579975	-2.03667536745672	0.763697801590407	-2.66686032513819	0.00765634841624924	0.0970670515507214
FKBP5	2188.84729524557	-0.338091110790937	0.821379769663957	-0.411613632667453	0.680622637789339	0.858337390503058
SPTAN1	37659.8335424943	-0.816189009398241	0.41045172899093	-1.98851399994048	0.0467548722169966	0.252767208860172
EMP1	5916.89884516962	-1.09874653030799	0.745580200922625	-1.47367986562456	0.140567806445025	0.425434679755737
MTURN	19837.3811515819	-1.62433083806935	0.968443443864741	-1.67725936745173	0.0934917744164719	0.34945123917578
SNRNP70	6907.03181375672	-0.00946360863596655	0.460970081840386	-0.0205297675679599	0.98362076599173	0.99457778543188
