baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Significant	gene	CTRL1	CTRL2	CTRL3	Treated1	Treated2	Treated3
12323.085237598498	-0.06486855142265505	0.04655184740592662	-1.3934688962396902	0.16347804435123245	0.26825123733531064	Not Sig	ENSG00000001631.17_KRIT1	13076.02	13792.19	14833.24	10587.78	11451.99	11016.29
514.736210591131	0.4469947917435419	0.11538369733540345	3.8739856848597403	1.070697047429365e-4	4.20146683371412e-4	P-val < 0.05	ENSG00000002016.18_RAD52	476.99	470.49	492.29	455.11	596	585.49
666.3717735263292	-0.11424462659024949	0.10321724231926988	-1.1068366488311119	0.2683645598750235	0.39694421919640926	Not Sig	ENSG00000002330.14_BAD	683	803	810	535	535	694
1583.117612237168	-0.6690151025596264	0.0739999194280847	-9.040754472845	1.5559415313093265e-19	3.1882034713971627e-18	P-val < 0.05	ENSG00000002549.13_LAP3	1854	2219	2383	1004	1080	1285
8014.554193024265	-0.18342231326130398	0.05162196946204433	-3.5531831732256443	3.805993492423883e-4	0.001345247846339932	P-val < 0.05	ENSG00000002586.20_CD99	8462.5	9463	10345.5	6239.5	6536.5	7906
8014.554193024265	-0.18342231326130398	0.05162196946204433	-3.5531831732256443	3.805993492423883e-4	0.001345247846339932	P-val < 0.05	ENSG00000002586.20_PAR_Y_CD99	8462.5	9463	10345.5	6239.5	6536.5	7906
2636.2438705676027	-0.09733977589169424	0.05478475830128894	-1.7767674606936084	0.07560650767755848	0.14300673911604594	Not Sig	ENSG00000002587.10_HS3ST1	2714	3050	3271	2122	2375	2512
7.149720373505268	1.5277395454827758	1.0249814924401994	1.490504518131003	0.13609162937456998	0.2314957215211316	Not Sig	ENSG00000002726.21_AOC1	7	1	4	6	2	22
1564.1203913378595	-1.3098282787599977	0.0728411120538178	-17.981991787717995	2.696301890988746e-72	5.701427637739193e-70	P-val < 0.05	ENSG00000002746.15_HECW1	2417	2359	2591	760	814	899
783.3653231282042	-0.02187619897142744	0.08671422998283142	-0.25227922770874767	0.800825242865925	0.8693620491385089	Not Sig	ENSG00000002822.16_MAD1L1	794.68	878.84	942.03	641.24	720.41	778.86
14511.42096290885	-0.18014051896994132	0.0391743874888859	-4.598425923597368	4.256950203417464e-6	2.1141478358909348e-5	P-val < 0.05	ENSG00000002834.18_LASP1	15159	17132	18864	11751	12224	13437
2054.300521621245	0.04259363947641067	0.05954244742046502	0.7153491554626797	0.4743933217025793	0.6095521782523088	Not Sig	ENSG00000002919.15_SNX11	2005	2277	2429	1767	1891	2077
197.69078343622718	-1.6543633191539155	0.17242902185538164	-9.59445980353267	8.435782730951265e-22	2.018977124790448e-20	P-val < 0.05	ENSG00000002933.9_TMEM176A	297	336	362	82	89	91
10597.48506788356	0.32329420966640016	0.04791477804644302	6.747275534763749	1.506470328733716e-11	1.5183888409168182e-10	P-val < 0.05	ENSG00000003056.8_M6PR	9062	10797	11389	9671	10790	11985
3378.965272847881	-0.25155987517404504	0.05850007040561016	-4.300163631083775	1.706720426566203e-5	7.671826138351828e-5	P-val < 0.05	ENSG00000003096.14_KLHL13	3578	4126	4487	2529	2747	3226
137.24407685141225	-0.5649953717946602	0.20654392734706406	-2.735473170534207	0.006229066398596634	0.016526242517347765	P-val < 0.05	ENSG00000003137.9_CYP26B1	173	200	167	89	98	118
190.72279598774176	-0.48584178628494823	0.1709739098013243	-2.841613593848955	0.004488585817518184	0.012377706870545237	P-val < 0.05	ENSG00000003147.19_ICA1	210	269	259	139	138	160
5494.23435425194	-0.3102346986411596	0.04622181581592421	-6.711867397781426	1.9214927567754812e-11	1.91412034648965e-10	P-val < 0.05	ENSG00000003249.15_DBNDD1	5979	6658	7557	4150	4472	4875
7534.877556345712	0.1608447336040383	0.04156687992148525	3.869540699418728	1.0904057840861275e-4	4.273898917903795e-4	P-val < 0.05	ENSG00000003393.16_ALS2	7262	7826	8481	6918	7134	7812
47.4207891680493	0.5988630485227924	0.3543672593504238	1.6899502781959708	0.09103746749971783	0.1664826583351206	Not Sig	ENSG00000003400.15_CASP10	40	52	32	39	55	64
19762.085381156085	0.3664409624243334	0.041816679833049805	8.763033408853202	1.9006530252942507e-18	3.573262529955121e-17	P-val < 0.05	ENSG00000003402.21_CFLAR	18278	18683	20137	19459.88	20537.9	21132
7756.095018443316	-0.041617199034497294	0.04488051931857883	-0.9272887138199704	0.3537766525893537	0.4906641838488972	Not Sig	ENSG00000003436.16_TFPI	7907	8983	9164	6665	6854	7490
1151.6324926973673	0.302626873860233	0.07713031935539504	3.9235786444214322	8.724326779366976e-5	3.473979160776471e-4	P-val < 0.05	ENSG00000003509.16_NDUFAF7	1056	1131	1230	1030	1156	1319
7296.855119215426	0.1848577077345928	0.04397856239388439	4.203359493176587	2.6298242026466994e-5	1.1432879232828837e-4	P-val < 0.05	ENSG00000003756.17_RBM5	7147	7422	8030.91	6737	7194	7396
272.0679890227744	-1.9656049363896708	0.20066908414466134	-9.795255431437939	1.1799879403515264e-22	3.029127990556966e-21	P-val < 0.05	ENSG00000003989.18_SLC7A2	409	619	399	115	96	92
5938.96097348103	-0.22311103469699228	0.049079780450345924	-4.54588493774364	5.47049171326192e-6	2.6683770637506596e-5	P-val < 0.05	ENSG00000004059.11_ARF5	6177.89	7318.95	7732.94	4529.97	5105	5450.91
12022.823562539657	-0.552363667292849	0.041908775287303295	-13.180143383006314	1.1417362554616955e-39	7.744964314796811e-38	P-val < 0.05	ENSG00000004139.14_SARM1	14011.96	16344.9	17049	8293.9	9107	9400
11928.698411980897	-0.10583211460988504	0.046897472433077805	-2.256669903925128	0.02402870877248147	0.053975779830507886	P-val < 0.05	ENSG00000004142.12_POLDIP2	11949	14010	15091	9526	10330	11794
25416.004105290864	-0.4137267092879693	0.03510883682749979	-11.784118947623709	4.713228879011536e-32	2.0879705731621082e-30	P-val < 0.05	ENSG00000004399.13_PLXND1	29176	32278	34776	18788	20252	20853
16453.405941360998	-0.17263773658210832	0.039321823648836574	-4.390379706797149	1.131528986910559e-5	5.24492453119152e-5	P-val < 0.05	ENSG00000004455.17_AK2	17150	19508	21190	13110.99	13953	15502
33.66916900975648	-1.5144515710295758	0.4294090289368648	-3.5268274977335023	4.2057067736104735e-4	0.0014700622296101638	P-val < 0.05	ENSG00000004468.13_CD38	69	44	50	14	16	18
5981.292664598049	-0.01987167231691525	0.048482673681537136	-0.40987162645864256	0.6819001201444892	0.7833618129975707	Not Sig	ENSG00000004478.8_FKBP4	5913	6661	7415	5092	5219	6034
7247.311926827609	-0.1986091739129098	0.04221979125485554	-4.704172332686948	2.5489787846824254e-6	1.3127633356593078e-5	P-val < 0.05	ENSG00000004487.18_KDM1A	7998	8409	9242	5791	6303	6453
4360.463176055941	0.03825142390292998	0.05982329000234584	0.6394068915539421	0.522558266904781	0.6527978518689539	Not Sig	ENSG00000004534.15_RBM6	4404	4509	5360.09	3555	3952	4677
665.2450209017452	0.1344110387221726	0.09965363120049575	1.348782147754832	0.17740695047573318	0.28635194998110836	Not Sig	ENSG00000004660.15_CAMKK1	653	691	757	607	577	732
4376.503253402257	0.17630791326176193	0.052694090412727525	3.34587639488274	8.202295076999494e-4	0.0026981913160498885	P-val < 0.05	ENSG00000004700.16_RECQL	4051	4615	4965	3862	4129	4799
3803.367552099551	-0.07397959220246428	0.052013736767540966	-1.422308736115092	0.1549366438884721	0.2569457877422745	Not Sig	ENSG00000004766.17_VPS50	3891	4474	4557	3084	3467	3645
930.084073443984	-0.5158926836114134	0.08458741478240099	-6.098929550436485	1.067811148481227e-9	8.778306399398176e-9	P-val < 0.05	ENSG00000004776.13_HSPB6	1067	1210	1357	645	748	711
3805.2311980629634	-0.9963315718807974	0.06056901602419176	-16.449525471618266	8.45278892297177e-61	1.1956907144763722e-58	P-val < 0.05	ENSG00000004777.19_ARHGAP33	4810	5562	6490	2119	2254	2626
845.3075215894569	0.14495543064226887	0.09236386681431535	1.5693954318053998	0.11655582784144639	0.20412197616597563	Not Sig	ENSG00000004779.10_NDUFAB1	840	922	891	769	757	916
2412.155102814295	-0.48051954803834546	0.05853078024823103	-8.2096897734909	2.2176070922123195e-16	3.56747757398956e-15	P-val < 0.05	ENSG00000004799.8_PDK4	2786	3123	3412	1733	1770	2038
228.2863023982098	-0.08687760068330627	0.1714966842721291	-0.5065847252501385	0.6124462281423988	0.7302996677768003	Not Sig	ENSG00000004838.14_ZMYND10	245	216	321	192	178	240
5.936752920301694	0.8472997498850668	0.9543845344447272	0.8877970244750838	0.37464994378840927	NA	Not Sig	ENSG00000004846.17_ABCB5	3	8	3	5	10	6
3681.0714933585846	-0.12406785664034654	0.051714933945400374	-2.399072128204495	0.016436676656813712	0.038773165601829335	P-val < 0.05	ENSG00000004848.8_ARX	3759	4281	4700	3096	3130	3456
7835.422962877656	-0.09526321942702923	0.045782269858678594	-2.0807884738150637	0.03745327163315858	0.07905773947388244	P-val < 0.05	ENSG00000004864.14_SLC25A13	7948	9322	9559	6472	7111	7241
2102.007490617983	0.07750250004598941	0.0668732307520167	1.1589465496797784	0.24647797287970197	0.37156419091207793	Not Sig	ENSG00000004866.22_ST7	1923.08	2268.49	2612.08	1825	2065.66	2042.8
22364.014745588833	0.176861176636714	0.04013432623671527	4.406730926378918	1.049424181826301e-5	4.8930982935756444e-5	P-val < 0.05	ENSG00000004897.12_CDC27	20236.95	23754	25711.99	20343.96	21702	23207.07
2323.824372610854	0.08909060569303599	0.07238650921143137	1.2307625642343683	0.21841168069073807	0.3377953538416324	Not Sig	ENSG00000004961.15_HCCS	2082	2727	2666	2153	2187	2234
4109.598929658814	0.04613940168860272	0.04897582721419136	0.942085194126813	0.34614902413028764	0.48291814949913825	Not Sig	ENSG00000004975.12_DVL2	3992	4412	5019	3553	3784	4149
7946.471492713907	0.49132343208209917	0.04471231815935819	10.988547503419174	4.3385174467556105e-28	1.5722143348127972e-26	P-val < 0.05	ENSG00000005007.13_UPF1	6751	7047	8105	7799	8350	9414
975.277225731239	-0.19468255397198275	0.08671789416076552	-2.2450101660801693	0.024767479943025014	0.05541679732861199	P-val < 0.05	ENSG00000005020.13_SKAP2	961	1217	1282	746	862	896
12832.486485983027	-0.12669238613075512	0.04756428855316151	-2.6636030935089874	0.007730871895494007	0.020033848824823446	P-val < 0.05	ENSG00000005022.6_SLC25A5	12738	15255	16505	10204	11129	12450
2100.82856702565	-0.3586241109109765	0.06462620266415632	-5.549205989629969	2.8696990388148946e-8	1.9516046745733523e-7	P-val < 0.05	ENSG00000005059.16_MCUB	2245	2672	2924	1601	1736	1720
4028.9319161299063	-0.24942635641886735	0.06179988539411446	-4.03603266944928	5.436264962379405e-5	2.2394703884989753e-4	P-val < 0.05	ENSG00000005075.16_POLR2J	4319.73	4840.67	5362.48	3015.48	3176.38	3961.12
9109.037776719952	0.039241535111398766	0.04161956035206264	0.9428627976713833	0.34575108588145925	0.4825270818884541	Not Sig	ENSG00000005100.13_DHX33	8768	10039	11015	7867	8453	9072
59.75353858118061	0.6093560085619396	0.3305763162336031	1.8433141717609791	0.06528315318023872	0.1266820797517955	Not Sig	ENSG00000005108.17_THSD7A	68	36	51	52	74	73
6653.053849044471	-0.14599098412137398	0.04550305096354307	-3.208377922578018	0.001334859649825617	0.004170496005723265	P-val < 0.05	ENSG00000005156.12_LIG3	6791	7931	8469	5462	5842	6054
2901.1402065518937	-0.28985746571137105	0.05974536584982483	-4.851547255396393	1.2250201318500236e-6	6.626157153052699e-6	P-val < 0.05	ENSG00000005175.10_RPAP3	3036	3626	3940	2148	2500	2536
31.38083617637109	-0.3208218136631225	0.42866003179028395	-0.7484295009339247	0.45420113375448995	0.5906745786481323	Not Sig	ENSG00000005187.12_ACSM3	47	31	36	31	21	24
448.0389052271743	-0.3152304170124525	0.12729722509002445	-2.4763337676019406	0.013273942237273871	0.03219967595442464	P-val < 0.05	ENSG00000005189.20_REXO5	587	502	547	323	372	404
3545.8154115106695	-0.09103457525424205	0.05265230485426347	-1.7289760724856589	0.08381337758282689	0.1555461624684548	Not Sig	ENSG00000005194.15_CIAPIN1	3553	4101	4488	2845	3194	3413
3622.0876150376475	0.31105015567862615	0.05198711907509048	5.983215866017573	2.1877451364574914e-9	1.7159786039724516e-8	P-val < 0.05	ENSG00000005206.17_SPPL2B	3159	3629	3941	3337	3670	4035
2401.0046358990226	-0.7758054676372637	0.05799808453734855	-13.376398097038438	8.307675066015342e-41	6.085668688537168e-39	P-val < 0.05	ENSG00000005238.20_FAM214B	3045	3406	3592	1567	1580	1717
174.82189538998986	-0.5254788062092167	0.18393116049277308	-2.8569319347597086	0.004277575560909416	0.011862811293917391	P-val < 0.05	ENSG00000005243.10_COPZ2	209	241	233	108	125	163
3067.675348732031	-0.6508908290835583	0.05949790371762461	-10.939727089758792	7.4423597788606235e-28	2.6547868073775695e-26	P-val < 0.05	ENSG00000005249.13_PRKAR2B	3599	4393	4441	1977	2224	2369
2724.6663132875246	-0.30150703533960665	0.057429626731277016	-5.2500260318669545	1.520777174369977e-7	9.389723246087477e-7	P-val < 0.05	ENSG00000005302.19_MSL3	2981	3235	3773	2018	2240	2463
29724.58250706126	0.12825061995309062	0.04829454745700826	2.6555921259487762	0.007916930553857173	0.020469451984137712	P-val < 0.05	ENSG00000005339.15_CREBBP	30409	30386	33105	27259	29540	28392
174.46413656243377	-0.8236335908904319	0.1857641365633383	-4.433759961033195	9.260372626071794e-6	4.354413180498821e-5	P-val < 0.05	ENSG00000005379.17_TSPOAP1	203	249	290	124	111	110
17.636524771055075	-1.6025558814391276	0.5856721424641631	-2.7362678967391503	0.006214041440543034	0.01649064613623731	P-val < 0.05	ENSG00000005421.9_PON1	23	36	29	6	12	6
3663.189137311714	0.0018671606290319009	0.06455056051773464	0.0289255525289965	0.9769239661744692	0.9861551981005235	Not Sig	ENSG00000005436.14_GCFC2	3355	4358	4451	3223	3411	3431
2291.839271541849	0.06323649866702066	0.0739269763055626	0.8553913852183681	0.3923345111919505	0.5304662596610479	Not Sig	ENSG00000005448.17_WDR54	2173	2350	2935	1817	2222	2422
2439.975376020555	-0.3877825331502523	0.05860736689261031	-6.61661756380915	3.67510622733468e-11	3.533994553626892e-10	P-val < 0.05	ENSG00000005469.12_CROT	2808	3013	3348	1710	2004	2107
56.21664723597462	-1.1923757667210992	0.33464529724604447	-3.5631033112783217	3.664963581477899e-4	0.0012994442596788718	P-val < 0.05	ENSG00000005471.19_ABCB4	91	82	84	40	29	24
18236.072713820988	0.15885525092718022	0.042352461239631975	3.7507914836016414	1.7627725054812957e-4	6.651255860913697e-4	P-val < 0.05	ENSG00000005483.22_KMT2E	17660	19422	19943	16736	18069	18026
24305.814782302117	-0.09216869840611337	0.045702293529211895	-2.016719321694461	0.043724812402284714	0.0903434700496889	P-val < 0.05	ENSG00000005486.17_RHBDD2	24142	28352	30791	19264	21441	24118
9527.352554382198	0.13086323075081502	0.04524906908767509	2.892064596892656	0.0038271924876961353	0.010737183027648124	P-val < 0.05	ENSG00000005700.15_IBTK	8890	10485	10780	8741	8957	9665
1755.6163824621087	0.1798933527614009	0.07570483284785273	2.376246614571362	0.01748976906318774	0.040951216125004984	P-val < 0.05	ENSG00000005801.18_ZNF195	1724	1748	1978	1659	1829	1624
10304.485150024746	0.36768125295117815	0.15438469685043896	2.3815913134665894	0.01723801643725634	0.04043560786191272	P-val < 0.05	ENSG00000005810.19_MYCBP2	10788	9253	9524	10793	10724	10279
7167.453230931518	-0.012969643970344225	0.04989649484537177	-0.2599309632978607	0.7949170266901275	0.865836160379806	Not Sig	ENSG00000005812.11_FBXL3	6844	8385	8668	6148	6598	6864
7.3611052761896305	-0.14449294490555745	0.8574820100648548	-0.16850842724342271	0.8661833144876432	0.9139182278065234	Not Sig	ENSG00000005844.19_ITGAL	10	11	4	8	5	6
5270.085172514431	-0.6049704333262743	0.05036010167161939	-12.012891420892574	3.0402592734468667e-33	1.436837740960108e-31	P-val < 0.05	ENSG00000005882.12_PDK2	6185	7281	7628	3491	3995	4012
22456.646959921713	0.6944461734298547	0.046755045655378843	14.852860556451269	6.66623200372991e-50	6.702504148456088e-48	P-val < 0.05	ENSG00000005884.18_ITGA3	17105	18952	20828	25471	25034	25604
16186.074225373353	0.23296205873101447	0.04047445074165956	5.75578060880839	8.624233204076578e-9	6.270529856391871e-8	P-val < 0.05	ENSG00000005889.16_ZFX	15076	16727	17479	15179	16409	16447
29058.55456793966	0.10334006626019285	0.03762214032583723	2.746788602806402	0.006018191114183672	0.016022730781804426	P-val < 0.05	ENSG00000005893.16_LAMP2	27996	31184	33708	25217	27201	30435
31.436077553997638	0.5508737861350256	0.4382810620692162	1.256896165064116	0.20879123738146568	0.32613792322985624	Not Sig	ENSG00000005961.19_ITGA2B	20	23	43	22	38	44
10.796704587708504	0.17162042238897215	0.7040087651228579	0.24377597395257194	0.8074043290617499	0.873407003501163	Not Sig	ENSG00000005981.13_ASB4	15	9	9	13	10	8
8491.069731005644	-0.29445102161080244	0.04957467554628851	-5.939545107781285	2.8581402904870763e-9	2.2080344820406937e-8	P-val < 0.05	ENSG00000006007.12_GDE1	8938	10620	11512	6330	6879	7797
888.0174845014944	-0.16904889068697693	0.08849110795137631	-1.9103488994607813	0.05608830562057572	0.11141073373848814	Not Sig	ENSG00000006015.18_REX1BD	987	991	1134	730	815	749
356.13761484768037	-0.1529988263760959	0.14018316891898341	-1.091420800057096	0.2750877640500711	0.4044677511420078	Not Sig	ENSG00000006016.12_CRLF1	354	375	522	267	301	363
1722.868097665699	-0.598553751703853	0.07148984458066827	-8.372570330999283	5.637485679338352e-17	9.439221940319097e-16	P-val < 0.05	ENSG00000006025.12_OSBPL7	1923	2389	2588	1146	1264	1362
418.19849048688474	-0.7268227719840207	0.12665591510624785	-5.738561609020083	9.548402871987636e-9	6.910631309362682e-8	P-val < 0.05	ENSG00000006047.13_YBX2	542	587	594	301	295	266
3737.8460093925646	0.04335076404259109	0.04935081565387198	0.8784204165263856	0.3797156087087182	0.5181178053635257	Not Sig	ENSG00000006062.18_MAP3K14	3691	4011	4508	3326	3419	3680
32.38461223118839	-0.22847236854913833	0.4493770024789941	-0.5084202513452347	0.6111586535392672	0.7291458319418282	Not Sig	ENSG00000006116.4_CACNG3	17	49	52	29	23	30
688.7334993019182	0.021159876379782425	0.09845419910519974	0.21492101476720957	0.8298289003086922	0.8893625548245159	Not Sig	ENSG00000006118.15_TMEM132A	681	693	899	579	635	696
61009.72859607349	-0.3322330957785795	0.035444958013800286	-9.373211717424704	7.035830702661488e-21	1.5754576805926832e-19	P-val < 0.05	ENSG00000006125.18_AP2B1	67879	77195	80242	46204	49341	52980
2264.831229392095	0.128901330322633	0.06010387314297488	2.14464265915115	0.0319814287704794	0.06915878603176627	P-val < 0.05	ENSG00000006194.10_ZNF263	2209	2295	2670	2103	2101	2295
540.6062002614344	-0.07351655674293184	0.10836822322256677	-0.6783958854058487	0.4975207172431374	0.6308121055433017	Not Sig	ENSG00000006210.7_CX3CL1	531	634	676	423	468	562
3166.1218579873434	-0.20540232748188095	0.053681350860970985	-3.8263256081958748	1.3007021969536935e-4	5.019511338046511e-4	P-val < 0.05	ENSG00000006282.21_SPATA20	3277	3820	4161	2489.1	2714	2887
34.32908489548792	-1.1686764619240508	0.45579762357232895	-2.5640249125577057	0.010346611783971593	0.025946858332441786	P-val < 0.05	ENSG00000006283.18_CACNA1G	63	39	54	13	32	13
1395.7791611478276	1.5074932362465245	0.1988909000935483	7.579498285429225	3.4689378646022593e-14	4.552231896407993e-13	P-val < 0.05	ENSG00000006327.14_TNFRSF12A	636	784	1007	1510	1757	2456
5477.215217609264	-0.044543038374071975	0.044342657121744324	-1.0045189274918167	0.3151285527405711	0.4495480418181843	Not Sig	ENSG00000006377.11_DLX6	5535	6231	6673	4568	4928	5338
3675.807671259969	-0.1510136419976881	0.056457837481423974	-2.6748038666442957	0.007477298036225849	0.019438131815085982	P-val < 0.05	ENSG00000006432.16_MAP3K9	4026	4310	4456	3161	3076	3323
5019.268733323182	-0.08039533011754904	0.05252482374814771	-1.5306158951249063	0.12586435094582105	0.21732500229394186	Not Sig	ENSG00000006451.8_RALA	5005	5917	6194	4036	4401	5002
78.07486919531276	-1.056917949808983	0.2675349969917139	-3.9505782858072873	7.796259096515864e-5	3.12749990863753e-4	P-val < 0.05	ENSG00000006453.14_BAIAP2L1	110	102	138	47	47	45
1389.049676755422	0.5857943717145957	0.07531724929533991	7.777692058528755	7.385958874135151e-15	1.0333792801322381e-13	P-val < 0.05	ENSG00000006459.11_KDM7A	1196	1207	1267	1508	1494	1572
60.09828351348938	-0.2432719612331018	0.33335310709367943	-0.7297725926542425	0.46552919997527653	0.6010503460045218	Not Sig	ENSG00000006468.14_ETV1	50	76	92	55	61	34
2510.481980631322	-0.34780202553196676	0.05681939101527838	-6.121185379097867	9.288176679092297e-10	7.700476631562736e-9	P-val < 0.05	ENSG00000006530.18_AGK	2792	3128	3405	1871	1973	2236
1853.3503636203657	-0.5243555907348096	0.06960154101675481	-7.533677890961988	4.9330728884577777e-14	6.34371523606003e-13	P-val < 0.05	ENSG00000006534.17_ALDH3B1	2148	2372	2742	1273	1316	1599
12393.326392063545	0.2474324652595058	0.042770531707298956	5.785115484483923	7.24625310744899e-9	5.313832588018814e-8	P-val < 0.05	ENSG00000006576.16_PHTF2	11050	12869	13679	11286	12759	12951
19.463303211190553	0.3404427922182741	0.5343755736340884	0.6370852430679981	0.5240693202400744	0.6540821362689646	Not Sig	ENSG00000006606.9_CCL26	14	23	20	27	16	16
8135.021479739189	-0.11608421875517441	0.04242670346474602	-2.7361121481340933	0.006216983423813764	0.01649631914693973	P-val < 0.05	ENSG00000006607.14_FARP2	8400	9526	10127	6645	7354	7462
2065.811243642094	-0.13990314001719545	0.07789463969717203	-1.7960560644620922	0.07248560098551403	0.1382896625257072	Not Sig	ENSG00000006625.18_GGCT	2022.81	2488.78	2687.86	1614.98	1668.43	2139.4
5692.223454979488	-0.20206264792636297	0.05531806934704677	-3.65274222892145	2.5945465296872043e-4	9.469171507191147e-4	P-val < 0.05	ENSG00000006634.8_DBF4	5677	6980.99	7586.99	4575.99	4988	4979.99
197.95334357729905	-0.972022505177208	0.17178918376509794	-5.658228788759702	1.529431653930295e-8	1.0765330354757817e-7	P-val < 0.05	ENSG00000006638.13_TBXA2R	251	319	299	113	116	139
3873.307112331357	0.5993679705428848	0.054906901984442334	10.916077011824735	9.657773026452326e-28	3.427172708400755e-26	P-val < 0.05	ENSG00000006652.15_IFRD1	2985.34	3477.41	3760.7	4028.49	4069.26	4741.87
4498.128473011374	-0.05579749399660044	0.05084324112061712	-1.0974417202127256	0.272448344166532	0.4016233999712332	Not Sig	ENSG00000006695.12_COX10	4532.13	5294.7	5364.32	3805.21	4113.52	4200.6
2411.0896032464625	0.009588557709559787	0.061032810244302224	0.15710496815038819	0.8751621221895076	0.9203616730449246	Not Sig	ENSG00000006704.11_GTF2IRD1	2333	2708	2935	2076	2114	2467
8185.898525930974	0.16614882528589087	0.04388134725138529	3.7863200583625134	1.5289472106659046e-4	5.817146399177957e-4	P-val < 0.05	ENSG00000006712.15_PAF1	7468	8637	9510	7411	8047	8338
7635.532021858105	-0.3761456352608814	0.0423178082506004	-8.888589716967317	6.188940219984376e-19	1.2159133414952063e-17	P-val < 0.05	ENSG00000006715.16_VPS41	8806	9523	10240	5510	6204	6574
10266.065564171338	-0.17951732923079103	0.040973456093220735	-4.381307957580202	1.1796899445102644e-5	5.4533740031214864e-5	P-val < 0.05	ENSG00000006740.18_ARHGAP44	10907	12378	12838	8318	8878	9262
14369.09405361383	-0.06448728361067341	0.03989001656372813	-1.6166271454825993	0.10595878869569067	0.1888202185002008	Not Sig	ENSG00000006744.19_ELAC2	14473	16415	17846	11653	13113	13895
34.844147734308805	0.33707503039838954	0.37999979871413947	0.8870400235447474	0.37505735267085494	0.5131955544117348	Not Sig	ENSG00000006747.15_SCIN	33	31	38	33	35	39
2329.0780346414144	-0.48667996615644565	0.06882901575717207	-7.070854650507377	1.5398236113190374e-12	1.7062842837258118e-11	P-val < 0.05	ENSG00000006756.16_ARSD	2643	2946	3445	1507	1849	1994
4756.670714908845	-0.036031885976128386	0.0528114180724844	-0.6822745400752944	0.49506536883576907	0.6285492868465725	Not Sig	ENSG00000006831.10_ADIPOR2	4733	5396	5850	3880	4184	4877
260.6237701511206	0.06940353421032272	0.14907698974439212	0.46555497484435554	0.6415340778449328	0.7526026922144484	Not Sig	ENSG00000006837.12_CDKL3	244	308.29	290.51	224.97	229.64	280.23
