match_id	CLK1	CLK2	CLK3	CLK4	SRPK1	SRPK2	SRPK3	SRSF1	SRSF10	SRSF11	SRSF2	SRSF3	SRSF4	SRSF5	SRSF6	SRSF7	SRSF8	SRSF9	SRPK1 	SRPK2 	SRSF1 	SRSF10 	SRSF11 	SRSF2 	SRSF3 	SRSF4 	SRSF5 	SRSF6 	SRSF7 	SRSF8 	SRSF9 	SRPK1-S51	SRPK2-T41	SRSF1-S199	SRSF10-S131;S133;	SRSF10-S133	SRSF10-S156;S158;	SRSF10-S156;S158;S160;	SRSF10-S157	SRSF10-S158	SRSF10-S23	SRSF10-S252	SRSF11-S207	SRSF11-S440	SRSF11-S455	SRSF11-S462	SRSF11-S489	SRSF2-S101	SRSF2-S189;S191;	SRSF2-S191	SRSF2-S208	SRSF2-S208;S221;	SRSF2-S212	SRSF2-S221	SRSF2-S26	SRSF2-T25	SRSF3-S5	SRSF5-S233	SRSF6-S303	SRSF6-S314;S316;	SRSF8-S158	SRSF8-S191	SRSF8-S26	SRSF8-S273	SRSF8-S273;S282;	SRSF8-S282	SRSF9-S204	SRSF9-S211	SRSF9-S211;S216;	SRSF9-S216	Kids_First_Biospecimen_ID	IncLevel1	CLK1_201
PT_38B4CHBF_7316-9849_Solid Tissue_Initial CNS Tumor	4.680886920719692	4.605257262939004	4.491853096329675	4.224194663970433	3.8806855252611245	4.727375938594897	-1.6438561897747246	5.177519202597814	5.659068274843228	6.4240822866613385	5.524815928357506	5.668743189087904	4.877744249949002	6.810186007695356	5.822220271621528	4.37364821133469	2.5558161550616396	5.524815928357506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_BBAEMXRD	0.815	2.028569152196771
PT_3AWKWXEV_7316-85_Solid Tissue_Initial CNS Tumor	4.323370069061268	4.502075956045791	4.442280035252584	2.6712933724815757	3.3757345385831563	5.087887100933117	-1.3584539709124763	6.732404886784963	5.290940402403678	5.7554217347342425	6.855366852658264	6.832383716549127	5.032541697270038	7.617210310224668	6.7554217347342425	5.680886920719692	5.797531839571962	6.92362461136832	0.30428423662888776	-0.9737199807956812	1.283923094479345	1.3875523848247564	0.9827272525696188	-0.42876740356602827	1.7323728239954228	0.8065289238638247	1.6410301865739272	1.1241947501137988	0.3320877221590696	2.5931879885121703	0.6794629699412913	-1.7252480024337844	-0.2903668690329085	-0.16539285681853919	-0.8558385785244597	0.6146822112525824	-0.08313050672562891	-0.5942621151633112	1.2921349902085861	-0.07901849247257485	-0.06406516540420537	2.3608367666569836	-1.576759771595387	0.7896514162254321	-0.8441273106316239	0.10633886565078526	1.1493305688642648	0.9123432890484642	0.5095325127339444	0.1250208544428799	0.9362665490421074	1.0896567868384657	1.0469702984683615	2.7366994162007794	-1.4823482310803775	-0.2631594332526844	0.9260352186798823	2.4808515713296684	1.6751752573906127	-0.1408300324106016	1.1318587044570791	0.254470548501139	0.04154174712214918	-1.006544362627702	1.0611230990056566	0.6985960744941292	0.8851468322437254	-0.33546901538640644	-1.5346204544942383	0.39905619633763684	BS_SB12W1XT	0.604	2.2448870591235344
PT_3CHB9PK5_7316-515_Solid Tissue_Initial CNS Tumor	2.1043366598147357	2.765534746362977	3.1984941536390834	1.0976107966264224	2.0738202332916713	3.777156666004501	-1.2175914350726267	4.633431210355632	3.588564737401352	4.168321115739722	4.976821852360685	5.417852514885898	3.944858445807539	5.14649230697719	4.349082146391089	3.949534933017012	2.950468414150123	5.509062386361898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_W9N9844Q	0.6579999999999999	-0.25153876699596445
PT_3G8J8D4M_7316UP-2900_Solid Tissue_Primary Tumor	3.454175893185802	2.1858665453113337	2.9068905956085187	2.5897634869849773	2.4329594072761065	5.016585460434448	-2.0588936890535687	4.642123916153487	3.2942531364445142	3.8875252707415875	4.125155131322289	5.077670274232752	3	5.930500810791164	3.595742339474399	3.867896463992655	3.058316495590823	4.115199749385445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_TQJDGF04	0.866	2.0426443374084937
PT_3NQ55S57_7316UP-2413_Solid Tissue_Primary Tumor	3.7463127664254587	2.229587922740652	2.604071323668861	2.5285713188707577	2.584962500721156	4.587964988882679	-2.9434164716336326	4.789207575347344	3.0652276227756188	3.37851162325373	4.316869805064333	5.321206566969903	2.6182386555954547	5.068240861312821	4.2720231890610485	3.6610654798069477	2.7506065048355923	4.198494153639083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_2QGRF15R	0.8320000000000001	2.2839217723076173
PT_4DE1981X_16510-24_Solid Tissue_Initial CNS Tumor	3.565597175854225	2.805292455600712	3.4854268271702415	2.700439718141092	2.788685710613534	4.974988111991927	-1.5994620704162712	5.210232990095849	3.4222330006830477	3.910732661902913	4.886550147324343	5.599317793698226	3.1210154009613658	5.921721947009604	3.963474123974886	4.3110671022555955	3.297191416565856	4.584962500721156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_SRD8TFGV	0.747	2.0071955014042038
PT_59D00MBQ_7316-1936_Solid Tissue_Initial CNS Tumor	3.2249663650002742	3.2883585621936606	2.6667565918848033	0.8639384504239717	2.5777309314900805	4.2622828064206555	0.49569516262406876	4.825276830054866	3.996388746447621	4.414812060565847	5.020146573111776	5.560714954474479	4.2986583155645155	5.08278773170927	4.736063627871814	4.047014819517589	3.0089887832272546	5.368768349090335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_ZVWE73JZ	0.855	2
PT_59FJRPVX_7316-3769_Solid Tissue_Initial CNS Tumor	3.720278465233327	3.526068811667588	3.040892430646901	1.8914191868460786	2.4276061727818994	4.769771739249448	0.08406426478847455	5.143230134776893	3.9078520718459635	4.401903471607958	5.203984165855989	5.43229133824778	3.581351247168777	5.856487779495678	5.390254956321868	4.401903471607958	2.7070829917717063	4.990501111363251	-0.5318537393506744	0.5729592246143805	1.8239589928640418	1.93660293194935	1.1882806067172154	0.8176416611560832	0.24962808027012948	-0.2115375845884242	0.16072475275436396	2.577525343595092	-0.4616299867654121	2.2480746621733325	-0.4715061590796913	-1.8612988271880238	-0.6984430980938463	-1.5529053698912687	-0.7178099744120138	-1.6854330109264826	-0.41837840966291834	-1.7636464444915811	-0.2117639019228908	-2.2770366735650747	-0.4549910753399879	-0.2876184910593113	-1.221775961253888	-1.0617321547293013	-1.2802094981764909	-0.500114721285064	-3.0219408336887255	-1.0086938624937127	-1.786426195144541	-1.43020299322254	0.4770757544297053	-0.6139921411435728	-0.510274111326838	1.783927815725361	-1.38599198603332	-0.18633750623389433	-1.4327660956118258	-0.8968352184130355	-1.286622727288992	-2.2481203827430485	-0.28749323978387575	-0.7487722022721375	-0.2461664445786896	-1.1788130812129323	-0.541178515476023	-0.7582601761342034	-2.3151839311757727	-1.4555635741954358	-1.0550849608668103	-0.5647310571214187	BS_AWH9757B	0.685	0.5058909297299573
PT_5BWZA0NT_7316-1102_Solid Tissue_Initial CNS Tumor	4.294253136444514	3.61706334388818	3.2387868595871163	2.6507645591169022	2.765534746362977	5.202025844609336	-0.7131188522118385	5.572889668420581	4.529820946528695	4.916476644437717	5.5861642459309095	5.952100554168438	3.727920454563199	5.62702310555406	4.788163657037767	4.916954278953217	3.711494906650088	5.069959890459774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_MB7WN0ZB	0.925	2.2418401835646704
PT_5D439P2D_7316-9945_Solid Tissue_Initial CNS Tumor	6.176322772640463	4.328405658958567	4.273515889702116	5.338780943894699	4.95093492831454	5.384395238388068	-2	6.104965604839979	5.998872453994275	6.727920454563199	5.863938450423972	6.1856683593036195	5.153400027735061	7.138937308958628	5.594249947657352	5.108942568660791	4.6519127446457835	5.842978831788326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_KFD5128N	0.529	2.6064422281316078
PT_5K5CZXYB_7316-8035_Solid Tissue_Initial CNS Tumor	4.255500733148386	4.991861930556323	4.94063660720115	3.1043366598147357	3.2464080872463845	5.44857062600553	2.0772429989324603	5.936637939002571	4.983677694698067	5.579542224936903	6.090641751917847	6.857856619504331	5.273888823668492	6.835166157220454	6.015024705273152	5.484138131201669	2.726831217032493	6.332886916959597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_B4R7X1KE	0.698	2.339137384919585
PT_5R8EWT55_7316-8030_Solid Tissue_Initial CNS Tumor	1.5993177936982261	2.37016428054021	2.903038270112912	0.8479969065549501	1.2203299548795556	3.408711861029429	-0.15200309344504995	3.6926503700355298	2.2809563138310565	3.1127001327493624	4.3269687115878925	4.274261661257048	3.0232553523003034	5.2509615735332185	3.527320607877047	3.089159131911238	1.722466024471091	4.198494153639083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_9TXEDSWB	0.86	NA
PT_5SKQHRC5_7316-9013_Solid Tissue_Initial CNS Tumor	5.904002316283692	4.144862142915734	4.320484678017694	4.389566811762726	4.354734239970604	4.270528942380718	-1.286304185156641	6.080870811759721	5.3473113163652854	6.9920886090139955	6.266599165535096	6.0895828931247085	4.698774108903683	7.673344413647963	5.834407841806995	5.102238193930738	4.117695042669754	5.856487779495678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_M0XGZ53Z	0.911	4.049630767724601
PT_63HDZHCN_7316-2980_Solid Tissue_Initial CNS Tumor	3.321928094887362	3.4892860226258766	3.502075956045791	1.3103401206121505	2.811471030529836	4.089159131911238	0.22650852980867975	4.930737337562887	4.441616269406558	5.075532631167357	5.4822029262959555	5.625270489374693	4.335569005556748	5.965553434987078	5.05006629830629	4.411426245726465	2.669026765509631	5.829342193902803	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_29X4ZX6Q	0.8140000000000001	1.4168397419128291
PT_6GDPNFA6_7316-2610_Solid Tissue_Initial CNS Tumor	3.776103988073164	4.036503333738988	3.6848187375532224	2.263034405833794	2.877744249949002	5.138323004056484	0.28688114778816154	6.091911357491912	4.609400390006429	4.534808661231747	5.973840839533145	6.484621527098599	4.22881869049588	5.814550423461808	5.77162151792327	4.993674361750585	3.6712933724815757	5.999774561287003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_45J79YTF	0.7190000000000001	1.0356239097307212
PT_6H8X6RZ1_7316-9014_Solid Tissue_Initial CNS Tumor	5.7692427951405385	4.726286289720674	4.177917792195843	4.476381687567235	3.82273014794452	5.07724299893246	-1.286304185156641	5.562547724199122	5.4252578719992135	6.108733527866266	5.939931764727612	6.570462931026041	5.130519083027338	7.207697668655053	6.095291520211728	5.169524197150003	3.0107798387532427	6.274820737040401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_T9A8JJW5	0.713	1.922197848396367
PT_6PJ126FF_7316-8815_Solid Tissue_Initial CNS Tumor	4.682011390800693	3.9136075118230993	4.125155131322289	3.4462562298895643	2.8196681834964554	3.6427015718332325	-1.286304185156641	4.505890929729957	4.2600256559614555	5.25171909260596	5.26566192452189	5.203592714207708	4.234961094839504	6.418189947945766	5.019701914442548	4.1969217338203295	2.903038270112912	5.590063018812253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_4C6B11E4	0.6609999999999999	1.8196681834964554
PT_6QCSWBBQ_7316UP-2243_Solid Tissue_Primary Tumor	3.6667565918848033	1.9745293124838819	2.817623257511431	2.411426245726465	2.440952198029637	4.8359240742543745	-1.0588936890535685	4.169925001442312	2.8257856274647914	4.22573765346606	3.953265239014844	4.38404980679516	3.0373822220030804	5.714795011118162	3.1651079851445365	3.576522137920503	2.6392321632492775	3.990954860396993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BS_NW3NGVR8	0.877	1.5509006646475232
PT_6RZ363TJ_7316UP-2035_Solid Tissue_Primary Tumor	2.790772037862	0.44360665147561484	1.3895668117627256	0.45417589318580215	0.27500704749986976	4.084064264788474	-3.8365012677171206	3.063502942306158	1.8639384504239715	1.84799690655495	3.177917792195843	2.713695814843359	1.9145645234939397	2.925999418556223	2.0565835283663674	2.1984941536390834	2.3476656563009706	3.5643781685650637	-1.641308264906346	0.3505712378425008	-1.3210445760104217	-1.221498225132785	-1.4180649766705806	0.11330018593233192	-1.1015050882119723	-0.635941376413099	-1.129099248224771	-1.6349972996264766	-1.3594627110103354	-0.566023439929367	-1.1201900300126224	0.1299131492160712	-1.197621721281558	-0.012697792609518942	0.31655958314004845	0.258592947600471	-0.9532042192337603	-0.5043309372728945	-0.5697539105921219	1.094129085149008	-0.6336944499010728	0.2260523424911629	-2.528110852639739	-0.48881375789387205	-0.6881191976303939	-1.1151271070671238	0.7700210829271017	-0.7622535435631375	-0.5807282173050204	0.4524708115326351	7.845439907301381e-4	-1.3020430090651083	0.4660224225850923	0.5070657042598863	-0.010830208796809154	-0.6003724229587531	0.5663450027937892	-0.16634401638352345	-0.5740378513390447	-1.3900726396889578	-0.3060407004994865	-1.4433218688974292	-0.7677778168748964	-0.46287055527001814	-0.034256029518026844	0.5232886787948876	-0.24565435750197614	-1.0909560092714876	-0.2706572676461193	-1.0388417320181744	BS_0C00AYTE	0.899	-0.6665762662748083
