SpliceID	Histology
RAD1:34913470-34913578_34911553-34911812_34914694-34914961	Diffuse intrinsic pontine glioma
AZIN2:33082178-33082354_33081154-33081508_33092049-33092222	Diffuse intrinsic pontine glioma
TRIP4:64414085-64414211_64409612-64409828_64418540-64418728	Diffuse intrinsic pontine glioma
ZNF317:9157834-9158075_9157267-9157394_9158825-9158908	Diffuse intrinsic pontine glioma
ZNF317:9157980-9158075_9156611-9157394_9158825-9158908	Diffuse intrinsic pontine glioma
PCNX2:233025146-233025399_233016920-233017154_233054267-233054483	Diffuse intrinsic pontine glioma
NUDT5:12170900-12170908_12170716-12170770_12172764-12172866	Diffuse intrinsic pontine glioma
SLC50A1:155136828-155136951_155136298-155136376_155137978-155138098	Diffuse intrinsic pontine glioma
SLC50A1:155137561-155137722_155136298-155136376_155137978-155138098	Diffuse intrinsic pontine glioma
ACP1:275140-275201_272036-272150_276979-277085	Diffuse intrinsic pontine glioma
LYRM1:20915556-20915714_20900234-20900535_20920121-20920214	Diffuse intrinsic pontine glioma
RBM14-RBM4:66639700-66640123_66616630-66617057_66646026-66646469	Diffuse intrinsic pontine glioma
LSM2:31806075-31806142_31798476-31798507_31806754-31806852	Diffuse intrinsic pontine glioma
TTYH3:2658940-2659015_2658285-2658459_2661667-2664800	Diffuse intrinsic pontine glioma
BCORL1:130024990-130025379_130022896-130022977_130028634-130028861	Diffuse intrinsic pontine glioma
TMEM62:43134257-43134368_43133585-43133982_43135511-43135649	Diffuse intrinsic pontine glioma
PEAK1:77284958-77285078_77252366-77252526_77286422-77286504	Diffuse intrinsic pontine glioma
FLYWCH2:2895220-2895320_2883214-2883366_2896351-2896771	Diffuse intrinsic pontine glioma
ENSG00000214870:26403396-26403517_26398852-26399021_26493794-26494263	Diffuse intrinsic pontine glioma
PPP1R21:48505564-48505596_48498492-48498735_48507268-48507385	Diffuse intrinsic pontine glioma
ACAA1:38129290-38129388_38127630-38127866_38131595-38131638	Diffuse intrinsic pontine glioma
UBQLN1:83666350-83666394_83665029-83665145_83669184-83669291	Diffuse intrinsic pontine glioma
MRPL48:73808313-73808350_73805026-73805079_73825707-73825796	Diffuse intrinsic pontine glioma
PDLIM7:177491807-177491925_177491403-177491420_177492404-177492435	Diffuse intrinsic pontine glioma
R3HDM2:57292572-57292667_57289008-57289040_57295398-57295507	Diffuse intrinsic pontine glioma
ZBTB8OS:32631827-32631879_32627507-32627544_32634767-32634792	Diffuse intrinsic pontine glioma
EIF2AK4:40032169-40032237_40030358-40030456_40032756-40032801	Diffuse intrinsic pontine glioma
HSPD1:197494657-197494752_197494149-197494250_197495293-197495376	Diffuse intrinsic pontine glioma
ENSG00000288663:53295839-53295941_53295524-53295639_53296453-53296551	Diffuse intrinsic pontine glioma
YBX1:42696642-42696944_42693489-42693523_42697179-42697211	Diffuse intrinsic pontine glioma
CRBN:3175163-3175266_3174058-3174261_3179620-3179710	Diffuse intrinsic pontine glioma
TEX261:70991830-70991983_70989576-70989816_70993695-70993775	Diffuse intrinsic pontine glioma
ATP5PO:33907341-33907453_33903934-33904021_33912288-33912399	Diffuse intrinsic pontine glioma
ZNF207:32361468-32361515_32360891-32360967_32362913-32362984	Diffuse intrinsic pontine glioma
ANAPC10:145064572-145064692_144994574-144995603_145081659-145081750	Diffuse intrinsic pontine glioma
COG4:70490330-70490392_70483852-70483969_70496265-70496372	Diffuse intrinsic pontine glioma
NAGK:71070502-71070586_71068277-71068712_71070740-71070839	Diffuse intrinsic pontine glioma
FASTKD1:169538013-169538141_169537001-169537340_169540050-169540124	Diffuse intrinsic pontine glioma
PRORP:35123505-35124231_35122758-35122910_35126734-35126782	Diffuse intrinsic pontine glioma
DNAAF4:55432497-55432602_55430307-55430779_55434904-55435058	Diffuse intrinsic pontine glioma
FLCN:17216380-17216503_17215184-17215316_17217068-17217182	Diffuse intrinsic pontine glioma
KLHL22:20488985-20489212_20471349-20471515_20495759-20495795	Diffuse intrinsic pontine glioma
KLHL22:20488985-20489244_20471349-20471515_20495759-20495792	Diffuse intrinsic pontine glioma
BRSK2:1456955-1457049_1456597-1456687_1460969-1461714	Diffuse intrinsic pontine glioma
TBC1D25:48558897-48559024_48544868-48545023_48559157-48559284	Diffuse intrinsic pontine glioma
ANKDD1A:64950954-64951233_64949840-64949972_64957102-64958691	Diffuse intrinsic pontine glioma
NUP42:23185070-23185298_23182023-23182206_23187051-23187146	Diffuse intrinsic pontine glioma
CNIH1:54430261-54430404_54423560-54427841_54432107-54432220	Diffuse intrinsic pontine glioma
ECSCR:139456474-139456518_139455322-139455436_139457544-139457604	Diffuse intrinsic pontine glioma
CDKN3:54399894-54399976_54396978-54397077_54401523-54401579	Diffuse intrinsic pontine glioma
SNAPC3:15447095-15447244_15444601-15444706_15451319-15451402	Diffuse intrinsic pontine glioma
NFIC:3456550-3456635_3452481-3452666_3462751-3462900	Diffuse intrinsic pontine glioma
PDIA5:123130480-123130616_123124271-123124343_123145521-123145592	Diffuse intrinsic pontine glioma
C11orf54:93755210-93755386_93753935-93754037_93757315-93757465	Diffuse intrinsic pontine glioma
PIMREG:6450028-6450072_6449311-6449407_6450361-6450365	Diffuse intrinsic pontine glioma
PSMD4:151263914-151264028_151254708-151254808_151264831-151264918	Diffuse intrinsic pontine glioma
NPEPPS:47545909-47545993_47531107-47531555_47569416-47569494	Diffuse intrinsic pontine glioma
C1QBP:5433669-5433767_5433292-5433415_5434872-5434966	Diffuse intrinsic pontine glioma
FLNA:154357251-154357274_154354824-154355072_154357433-154357623	Diffuse midline glioma
SSR4:153797458-153797532_153794658-153796552_153797724-153797814	Diffuse midline glioma
NLGN3:71167011-71167800_71161740-71164328_71169253-71169744	Diffuse midline glioma
TRO:54930741-54931031_54928602-54928710_54931203-54931429	Diffuse midline glioma
BCOR:40071637-40071690_40070972-40071159_40072348-40075180	Diffuse midline glioma
CA5BP1:15692963-15693058_15688660-15688858_15702781-15703349	Diffuse midline glioma
PLXNB2:50294719-50294778_50289516-50290597_50307552-50307603	Diffuse midline glioma
SLC25A17:40799023-40799083_40779008-40779125_40819194-40819326	Diffuse midline glioma
SGSM3:40401593-40401675_40400695-40400813_40402138-40402205	Diffuse midline glioma
EIF3L:37855565-37855644_37851279-37851490_37858678-37858740	Diffuse midline glioma
APOL3:36149046-36149142_36145472-36145599_36160668-36160754	Diffuse midline glioma
SEC14L2:30415759-30415865_30410595-30410679_30416233-30416403	Diffuse midline glioma
SEZ6L:26365372-26365566_26351051-26351243_26375574-26375689	Diffuse midline glioma
SEZ6L:26373451-26373483_26351051-26351243_26375574-26375689	Diffuse midline glioma
SEZ6L:26373451-26373483_26365371-26365566_26375577-26375689	Diffuse midline glioma
UFD1:19475068-19475100_19471686-19471808_19479082-19479172	Diffuse midline glioma
UFD1:19475470-19475602_19471686-19471808_19479082-19479172	Diffuse midline glioma
PRMT2:46636439-46636547_46635673-46635763_46636895-46636990	Diffuse midline glioma
AGPAT3:43903957-43904019_43865222-43865345_43959633-43959859	Diffuse midline glioma
VPS26C:37233362-37233442_37232376-37232451_37238459-37238609	Diffuse midline glioma
ITSN1:33826818-33826863_33819240-33819323_33829623-33829686	Diffuse midline glioma
CFAP298:32602272-32602367_32599353-32601973_32603160-32603292	Diffuse midline glioma
MIR99AHG:16537379-16537439_16487489-16487538_16606993-16607087	Diffuse midline glioma
MYT1:64190063-64190160_64164451-64164739_64198861-64198916	Diffuse midline glioma
STAU1:49174195-49174269_49153932-49154071_49188115-49188334	Diffuse midline glioma
ZNF211:57634023-57634061_57633167-57633436_57634628-57634755	Diffuse midline glioma
TTYH1:54430550-54430605_54429306-54429379_54430812-54430905	Diffuse midline glioma
ZNF415:53116313-53116433_53107878-53109908_53122661-53122743	Diffuse midline glioma
ZNF615:52000346-52000378_51991331-51994837_52001812-52001908	Diffuse midline glioma
FUZ:49812615-49812736_49812250-49812335_49812995-49813156	Diffuse midline glioma
CPT1C:49691821-49691889_49691115-49691340_49692238-49692393	Diffuse midline glioma
CPT1C:49691821-49691953_49691115-49691340_49692238-49692393	Diffuse midline glioma
SAE1:47197233-47197377_47169817-47169923_47203670-47203740	Diffuse midline glioma
SAMD4B:39354006-39354066_39342420-39342576_39356688-39357089	Diffuse midline glioma
HLA-DPA1:33068638-33068804_33064568-33065347_33069018-33069300	Diffuse midline glioma
ITPK1:93076595-93076619_93016675-93016801_93115068-93115184	Diffuse midline glioma
NSL1:212766189-212766273_212738561-212738686_212782371-212782426	Diffuse midline glioma
NAV2:20051289-20051333_20048727-20049195_20054079-20054240	Diffuse midline glioma
ZKSCAN5:99519827-99519909_99512452-99512591_99525812-99526418	Diffuse midline glioma
WIZ:15428110-15428508_15426981-15427533_15429585-15430089	Diffuse midline glioma
PSMB7:124405317-124405432_124384597-124384656_124412351-124412492	Diffuse midline glioma
BCL7B:73543548-73543644_73539715-73540052_73552166-73552242	Diffuse midline glioma
ANXA2:60382342-60382441_60364428-60364523_60386027-60386086	Diffuse midline glioma
VKORC1L1:65948671-65948780_65873073-65873565_65954073-65959558	Diffuse midline glioma
COBL:51184102-51184199_51136157-51136331_51190849-51190943	Diffuse midline glioma
CCM2:45068443-45068579_45064462-45064646_45069825-45069961	Diffuse midline glioma
ELMO1:36887560-36887672_36878009-36878117_36894853-36895017	Diffuse midline glioma
CDCA7L:21911617-21911751_21908366-21908507_21916753-21916894	Diffuse midline glioma
XPNPEP1:109915023-109915099_109907690-109907815_109923401-109923436	Diffuse midline glioma
RNASET2:166934091-166934136_166931043-166931118_166938894-166939008	Diffuse midline glioma
HAGH:1819115-1819223_1817167-1817271_1819896-1820014	Diffuse midline glioma
SPOUT1:128823747-128823894_128819650-128822833_128824071-128824174	Diffuse midline glioma
CD4:6800072-6800187_6789488-6789662_6814141-6814300	Diffuse midline glioma
FAM168A:73419874-73419999_73411393-73411536_73430689-73430770	Diffuse midline glioma
FAM168A:73425022-73425048_73411393-73411536_73430689-73430770	Diffuse midline glioma
FAM53B:124696158-124696212_124681606-124682379_124706635-124706887	Diffuse midline glioma
CD46:207767779-207767823_207767012-207767195_207770320-207770362	Diffuse midline glioma
DST:56598476-56598709_56597739-56598006_56600068-56600221	Diffuse midline glioma
HLA-DMA:32950519-32950803_32949610-32949889_32952948-32953097	Diffuse midline glioma
TMCO3:113547300-113547379_113539356-113539507_113548302-113548452	Diffuse midline glioma
PRR3:30561328-30561508_30558149-30558212_30561833-30562124	Diffuse midline glioma
CHMP7:23259066-23259126_23258731-23258830_23260143-23260286	Diffuse midline glioma
PTPRD:8437198-8437239_8436591-8436689_8449724-8449837	Diffuse midline glioma
ZFAND3:37929959-37929999_37819726-37820016_38061592-38061775	Diffuse midline glioma
MTUS1:17675186-17675252_17655862-17656065_17684327-17684542	Diffuse midline glioma
ZNF92:65387902-65388028_65373798-65374000_65398340-65401135	Diffuse midline glioma
RBIS:85214921-85215037_85214047-85214631_85217385-85217502	Diffuse midline glioma
BRD8:138159555-138159599_138156881-138157267_138160068-138160129	Diffuse midline glioma
NONO:71284397-71284453_71283589-71283721_71290628-71290791	Diffuse midline glioma
CAMLG:134743987-134744052_134738496-134741523_134750758-134751377	Diffuse midline glioma
RAN:130872584-130872629_130872065-130872126_130872835-130872920	Diffuse midline glioma
RAB1A:65088939-65089070_65086853-65088690_65097970-65098066	Diffuse midline glioma
PSMD9:121899634-121899845_121888731-121888994_121903005-121903107	Diffuse midline glioma
RNPS1:2264573-2264760_2264175-2264331_2268054-2268091	Diffuse midline glioma
CHN1:174846880-174846957_174824433-174824518_174877839-174878128	Diffuse midline glioma
QKI:163455279-163455421_163413999-163415335_163478779-163478802	Diffuse midline glioma
TMEM176B:150793961-150794071_150793543-150793600_150796365-150796574	Diffuse midline glioma
IFT122:129492141-129492194_129488049-129488397_129495445-129495607	Diffuse midline glioma
TMEM176A:150804362-150804472_150803619-150803832_150804826-150804936	Diffuse midline glioma
TMEM176A:150804362-150804485_150803619-150803832_150804826-150805113	Diffuse midline glioma
MGST2:139695197-139695267_139678542-139678642_139703454-139703536	Diffuse midline glioma
MTURN:30146177-30146299_30134985-30135298_30157437-30162760	Diffuse midline glioma
TTLL11:122031723-122031856_121988909-121989770_122039271-122039368	Diffuse midline glioma
LEF1:108063623-108063663_108047547-108048751_108064335-108064384	Diffuse midline glioma
MOK:102231707-102231821_102229213-102229657_102232534-102232671	Diffuse midline glioma
HNRNPDL:82426463-82426633_82424624-82426129_82427189-82427304	Diffuse midline glioma
SPTAN1:128627925-128627942_128627385-128627498_128630320-128630375	Diffuse midline glioma
SPP1:87980046-87980126_87975713-87977097_87981474-87981761	Diffuse midline glioma
SPP1:87980046-87980434_87977058-87977097_87981474-87981798	Diffuse midline glioma
SPP1:87980393-87980434_87977003-87977097_87981474-87981678	Diffuse midline glioma
CTNND1:57814311-57814373_57811398-57811486_57815393-57815500	Diffuse midline glioma
BCAN:156656282-156656389_156652247-156652892_156657674-156657757	Diffuse midline glioma
BCAN:156656938-156657096_156652247-156652892_156657674-156657757	Diffuse midline glioma
APBB2:40842370-40842375_40830462-40830577_40890363-40890425	Diffuse midline glioma
PSMB3:38760431-38760608_38755882-38755990_38762410-38762505	Diffuse midline glioma
PSMB3:38760508-38760608_38755882-38755990_38762410-38762505	Diffuse midline glioma
MTMR3:30022029-30022139_30019479-30020884_30022608-30022697	Diffuse midline glioma
SLC23A2:4970793-4970915_4932454-4932716_5001405-5001510	Diffuse midline glioma
SLC23A2:4970793-4970919_4932454-4932716_5001405-5001510	Diffuse midline glioma
DOLPP1:129086139-129086267_129085517-129085616_129086708-129086798	Diffuse midline glioma
ADGRG1:57641591-57641708_57628554-57628828_57650252-57650306	Diffuse midline glioma
ADGRG1:57641591-57641708_57628605-57628802_57650252-57650306	Diffuse midline glioma
IFI27:94111625-94111773_94110735-94110797_94114850-94114880	Diffuse midline glioma
IFI27:94111659-94111773_94110677-94110797_94114850-94114880	Diffuse midline glioma
ACSL3:222887830-222887888_222860941-222861258_222908732-222909150	Diffuse midline glioma
NECAP1:8091769-8091850_8089935-8090299_8092675-8092784	Diffuse midline glioma
ACTR1B:97660571-97660646_97659351-97659477_97661881-97661946	Diffuse midline glioma
C1orf43:154214457-154214574_154213892-154213946_154219835-154219937	Diffuse midline glioma
PILRB:100353895-100354012_100353209-100353270_100355142-100355240	Diffuse midline glioma
GABBR1:29609229-29609379_29608600-29608733_29610923-29611001	Diffuse midline glioma
FAM32A:16190520-16190573_16185379-16185765_16190886-16191378	Diffuse midline glioma
EGLN1:231367569-231367636_231363750-231366475_231370561-231370698	Diffuse midline glioma
PAIP1:43533738-43533792_43529785-43529879_43534852-43534970	Diffuse midline glioma
TRIM26:30201035-30201138_30198665-30199153_30213304-30213427	Diffuse midline glioma
GUK1:228148371-228148456_228147465-228147699_228148664-228148691	Diffuse midline glioma
GUK1:228148371-228148539_228147620-228147699_228148664-228148808	Diffuse midline glioma
EFHD2:15427150-15427284_15425870-15426018_15428592-15430339	Diffuse midline glioma
PTP4A2:31915895-31915987_31911695-31911826_31918969-31919109	Diffuse midline glioma
