SpliceID	Histology
RAB2A:60558852-60558923_60516986-60517253_60572045-60572113	Atypical Teratoid Rhabdoid Tumor
NRSN2:353210-353306_349637-349832_355325-355349	Atypical Teratoid Rhabdoid Tumor
CFAP99:2445131-2445308_2443129-2443242_2449666-2449750	Atypical Teratoid Rhabdoid Tumor
DNAL1:73689375-73689515_73687258-73687385_73695901-73695942	Atypical Teratoid Rhabdoid Tumor
PAM:102865823-102866284_102754782-102755348_102867272-102867309	Atypical Teratoid Rhabdoid Tumor
ENSG00000284952:155842432-155842997_155833856-155834041_155853222-155854442	Atypical Teratoid Rhabdoid Tumor
EXD3:137352066-137352201_137351317-137351528_137352619-137352786	Atypical Teratoid Rhabdoid Tumor
ENSG00000249319:66134280-66134374_66127703-66127740_66145442-66145500	Atypical Teratoid Rhabdoid Tumor
ZNF331:53555845-53555908_53539215-53539282_53569303-53569385	Atypical Teratoid Rhabdoid Tumor
GRIA2:157220908-157221130_157219902-157220144_157221666-157221723	Atypical Teratoid Rhabdoid Tumor
STMP1:135672753-135672806_135662495-135662594_135688903-135689028	Atypical Teratoid Rhabdoid Tumor
ENO4:116874076-116874201_116871124-116871292_116876064-116876260	Atypical Teratoid Rhabdoid Tumor
RARRES1:158710738-158710933_158704650-158704927_158713796-158713859	Atypical Teratoid Rhabdoid Tumor
C1D:68053061-68053137_68047172-68047315_68062944-68062994	Atypical Teratoid Rhabdoid Tumor
COPS3:17247480-17247560_17246615-17247151_17248925-17249039	Atypical Teratoid Rhabdoid Tumor
CFAP126:161366439-161366501_161365525-161365702_161367841-161367876	Atypical Teratoid Rhabdoid Tumor
SLC25A40:87841633-87841714_87836729-87836810_87846948-87847122	Atypical Teratoid Rhabdoid Tumor
WDR45:49077643-49077747_49076644-49076753_49077836-49077911	Atypical Teratoid Rhabdoid Tumor
DIAPH1:141529603-141529697_141529171-141529273_141534334-141534433	Atypical Teratoid Rhabdoid Tumor
BIVM:102805307-102805390_102800361-102800735_102807145-102807400	Atypical Teratoid Rhabdoid Tumor
RRBP1:17616732-17616839_17615925-17616009_17618595-17618679	Atypical Teratoid Rhabdoid Tumor
KCNMB4:70400209-70400336_70366289-70367070_70430484-70434292	Atypical Teratoid Rhabdoid Tumor
LMF2:50505229-50505334_50505056-50505153_50505402-50505537	Atypical Teratoid Rhabdoid Tumor
IGFBPL1:38411391-38411549_38406527-38409217_38413236-38413353	Atypical Teratoid Rhabdoid Tumor
ULK3:74838152-74838173_74837750-74837798_74838265-74838344	Atypical Teratoid Rhabdoid Tumor
EXOSC10:11082688-11082878_11081081-11081238_11087447-11087591	Atypical Teratoid Rhabdoid Tumor
TP53BP1:43432194-43432677_43428015-43428168_43438323-43438416	Atypical Teratoid Rhabdoid Tumor
DLG1:197119410-197119530_197115926-197116083_197130526-197130671	Atypical Teratoid Rhabdoid Tumor
WDR11:120880826-120880901_120878352-120878459_120883779-120883805	Atypical Teratoid Rhabdoid Tumor
DDX3X:41337408-41339083_41334161-41334297_41341483-41341616	Atypical Teratoid Rhabdoid Tumor
TPT1-AS1:45383091-45383235_45378529-45380001_45389734-45389820	Atypical Teratoid Rhabdoid Tumor
TPT1-AS1:45383160-45383235_45379925-45380001_45389734-45389820	Atypical Teratoid Rhabdoid Tumor
TRIP10:6741225-6741281_6740682-6741125_6742966-6743081	Atypical Teratoid Rhabdoid Tumor
ENC1:74634684-74636498_74627405-74629992_74640306-74640429	Atypical Teratoid Rhabdoid Tumor
STAU1:49179122-49179244_49174194-49174269_49188115-49188367	Atypical Teratoid Rhabdoid Tumor
NUP214:131192208-131192292_131189052-131189131_131197215-131197843	Atypical Teratoid Rhabdoid Tumor
ELMOD3:85355555-85355598_85354719-85354829_85356966-85357252	Atypical Teratoid Rhabdoid Tumor
ANKRD13C:70270856-70270956_70258998-70262847_70276764-70276843	Atypical Teratoid Rhabdoid Tumor
CDON:126018337-126018473_126017087-126017375_126019618-126019765	Atypical Teratoid Rhabdoid Tumor
TMEM259:1011096-1011195_1009649-1010895_1011366-1011499	Atypical Teratoid Rhabdoid Tumor
CASC15:22020339-22020542_21978944-21979062_22056545-22056690	Atypical Teratoid Rhabdoid Tumor
DLG4:7192945-7193117_7191266-7191358_7193482-7193584	Atypical Teratoid Rhabdoid Tumor
SQSTM1:179825146-179825226_179824181-179824323_179833031-179833227	Atypical Teratoid Rhabdoid Tumor
GTF2H1:18351881-18351969_18347831-18347919_18352328-18352446	Atypical Teratoid Rhabdoid Tumor
PTPN9:75470680-75470830_75469791-75469999_75473688-75473767	Atypical Teratoid Rhabdoid Tumor
COMMD10:116134068-116134178_116092544-116092700_116291516-116291576	Atypical Teratoid Rhabdoid Tumor
NME6:48298427-48298523_48295074-48295235_48301352-48301367	Atypical Teratoid Rhabdoid Tumor
PKN2:88740988-88741288_88684221-88684628_88760221-88760376	Atypical Teratoid Rhabdoid Tumor
ISLR2:74130554-74130621_74128125-74128307_74131206-74131316	Atypical Teratoid Rhabdoid Tumor
TADA3:9784028-9784213_9779966-9780549_9785315-9785425	Atypical Teratoid Rhabdoid Tumor
USP42:6159450-6159493_6156753-6157055_6160554-6160631	Atypical Teratoid Rhabdoid Tumor
HIPK1:113954651-113954770_113952765-113952889_113955562-113955649	Atypical Teratoid Rhabdoid Tumor
ZNF815P:5839949-5840075_5833526-5833568_5840689-5840856	Atypical Teratoid Rhabdoid Tumor
PLEKHM2:15731889-15732048_15731191-15731257_15732349-15732529	Atypical Teratoid Rhabdoid Tumor
GRK2:67283707-67283773_67283127-67283228_67283853-67283949	Atypical Teratoid Rhabdoid Tumor
TADA2A:37423509-37423615_37411268-37411390_37426949-37427009	Atypical Teratoid Rhabdoid Tumor
TMEM198B:55832959-55833038_55831256-55831349_55833446-55833541	Atypical Teratoid Rhabdoid Tumor
PHLDB1:118639162-118639251_118638890-118639001_118643799-118643940	Atypical Teratoid Rhabdoid Tumor
EXOC6:92919982-92920050_92915757-92915913_92928338-92928422	Atypical Teratoid Rhabdoid Tumor
ENSG00000271853:153628121-153628237_153626331-153626533_153631010-153631078	Atypical Teratoid Rhabdoid Tumor
ECD:73163733-73163950_73160433-73160551_73167865-73168008	Atypical Teratoid Rhabdoid Tumor
NAA35:86013046-86013144_86009864-86009931_86013718-86013897	Atypical Teratoid Rhabdoid Tumor
EP400:132043645-132043728_132043303-132043462_132044176-132044311	Atypical Teratoid Rhabdoid Tumor
COPA:160307163-160307245_160306353-160306493_160309100-160309176	Atypical Teratoid Rhabdoid Tumor
DLG3:70497180-70497221_70492520-70492596_70498519-70498558	Atypical Teratoid Rhabdoid Tumor
ARFGAP2:47175182-47175313_47172280-47172333_47175850-47175923	Atypical Teratoid Rhabdoid Tumor
PODNL1:13934254-13934385_13933877-13933993_13936366-13936460	Atypical Teratoid Rhabdoid Tumor
CASC15:21758393-21758534_21668646-21668899_21783631-21783708	Atypical Teratoid Rhabdoid Tumor
RTKN:74428268-74428396_74427423-74427592_74428630-74428737	Atypical Teratoid Rhabdoid Tumor
PARPBP:102182549-102182627_102165728-102165883_102195950-102197361	Atypical Teratoid Rhabdoid Tumor
MORF4L1:78878213-78878259_78872813-78873057_78886140-78886161	Atypical Teratoid Rhabdoid Tumor
AP3D1:2108687-2108766_2100987-2102268_2109085-2109125	Atypical Teratoid Rhabdoid Tumor
AP3D1:2108687-2108876_2102236-2102268_2109085-2109207	Atypical Teratoid Rhabdoid Tumor
PMVK:154929024-154929176_154926353-154926483_154932351-154932415	Atypical Teratoid Rhabdoid Tumor
GAPVD1:125323798-125323923_125321432-125321562_125326415-125326589	Atypical Teratoid Rhabdoid Tumor
TMEM198B:55832959-55833014_55831256-55831349_55833446-55833541	Atypical Teratoid Rhabdoid Tumor
COL26A1:101551108-101551143_101549170-101549223_101553325-101553376	Atypical Teratoid Rhabdoid Tumor
PHKG2:30751549-30751603_30751105-30751281_30753231-30753297	Atypical Teratoid Rhabdoid Tumor
NONO:71284984-71285097_71284396-71284453_71285364-71286174	Atypical Teratoid Rhabdoid Tumor
UHRF1BP1:34864002-34864198_34858123-34859571_34867224-34867379	Atypical Teratoid Rhabdoid Tumor
LEMD1:205419230-205419352_205416231-205416296_205420454-205420574	Atypical Teratoid Rhabdoid Tumor
SESTD1:179123715-179123829_179121769-179121929_179124363-179124467	Atypical Teratoid Rhabdoid Tumor
NDUFS8:68032152-68032209_68030616-68030733_68032922-68033012	Atypical Teratoid Rhabdoid Tumor
TMEM198B:55832959-55833125_55831256-55831349_55833446-55833521	Atypical Teratoid Rhabdoid Tumor
ACYP1:75063470-75063561_75061683-75061762_75063953-75064007	Atypical Teratoid Rhabdoid Tumor
PPRC1:102145020-102145090_102144249-102144307_102146671-102147392	Atypical Teratoid Rhabdoid Tumor
ZNF420:37080345-37080388_37078417-37078570_37089038-37089127	Atypical Teratoid Rhabdoid Tumor
ZNF638:71408122-71408247_71406127-71406262_71418601-71418639	Atypical Teratoid Rhabdoid Tumor
WASH8P:17723-17859_17347-17483_18036-18183	Atypical Teratoid Rhabdoid Tumor
ENSG00000233184:101077363-101077508_101025849-101026061_101086851-101087265	Atypical Teratoid Rhabdoid Tumor
MCUB:109684443-109684646_109682581-109682742_109685250-109685367	Atypical Teratoid Rhabdoid Tumor
SYTL1:27349972-27350132_27349475-27349765_27350388-27350485	Atypical Teratoid Rhabdoid Tumor
MXD1:69921736-69921765_69916120-69916220_69935350-69935465	Atypical Teratoid Rhabdoid Tumor
COA1:43656033-43656153_43650611-43650712_43729428-43729505	Atypical Teratoid Rhabdoid Tumor
UGGT2:95989973-95990073_95986332-95986432_95996062-95996135	Atypical Teratoid Rhabdoid Tumor
EIF4G2:10807255-10807381_10806819-10806885_10808704-10808708	Atypical Teratoid Rhabdoid Tumor
APBB2:40825887-40825967_40823643-40823759_40827131-40827219	Atypical Teratoid Rhabdoid Tumor
APBB2:40825887-40825970_40823643-40823759_40827131-40827219	Atypical Teratoid Rhabdoid Tumor
SELENOF:86880662-86880725_86862724-86863605_86903280-86903448	Atypical Teratoid Rhabdoid Tumor
GFM1:158649041-158649157_158646742-158646947_158652095-158652246	Atypical Teratoid Rhabdoid Tumor
PKD1:2092954-2093093_2092046-2092188_2093543-2093738	Atypical Teratoid Rhabdoid Tumor
QPCT:37352789-37352935_37344629-37344851_37359579-37359858	Atypical Teratoid Rhabdoid Tumor
TTYH1:54429307-54429379_54426672-54426768_54430549-54430605	Atypical Teratoid Rhabdoid Tumor
SMIM7:16654035-16654125_16646147-16647261_16659958-16660000	Atypical Teratoid Rhabdoid Tumor
ENSG00000286001:311293-311402_272710-272772_314416-314955	Atypical Teratoid Rhabdoid Tumor
RNASET2:166931044-166931118_166922112-166929791_166938894-166939008	Atypical Teratoid Rhabdoid Tumor
DDR1:30885625-30885680_30883084-30883165_30888687-30888814	Atypical Teratoid Rhabdoid Tumor
MGMT:129536241-129536377_129467189-129467296_129707894-129708043	Atypical Teratoid Rhabdoid Tumor
TOX2:44064777-44064857_44054298-44054526_44065711-44066107	Atypical Teratoid Rhabdoid Tumor
ZMYND11:240056-240111_237584-237677_240892-240970	Atypical Teratoid Rhabdoid Tumor
GRIPAP1:48993428-48993578_48990925-48991110_48997249-48997357	Atypical Teratoid Rhabdoid Tumor
FRMD4B:69249226-69249248_69224606-69224690_69250042-69250099	Atypical Teratoid Rhabdoid Tumor
REXO2:114444541-114444652_114440655-114440739_114445978-114446087	Atypical Teratoid Rhabdoid Tumor
ATF2:175111568-175111654_175097443-175097593_175113993-175114108	Atypical Teratoid Rhabdoid Tumor
MTMR12:32271833-32271905_32270816-32270947_32273979-32274122	Atypical Teratoid Rhabdoid Tumor
STXBP5:147291094-147291172_147278080-147278204_147310083-147310238	Atypical Teratoid Rhabdoid Tumor
ABHD12:25317048-25317078_25309445-25309575_25320198-25320318	Atypical Teratoid Rhabdoid Tumor
GRIA2:157336377-157336747_157334009-157335877_157341263-157341462	Atypical Teratoid Rhabdoid Tumor
SAP30BP:75703808-75703859_75703310-75703371_75704755-75704768	Atypical Teratoid Rhabdoid Tumor
UGGT1:128183675-128183789_128182129-128182290_128186682-128186799	Atypical Teratoid Rhabdoid Tumor
PLRG1:154546123-154546213_154545835-154545923_154547010-154547064	Atypical Teratoid Rhabdoid Tumor
SLC17A5:73621804-73621962_73615314-73615447_73635381-73635500	Atypical Teratoid Rhabdoid Tumor
CPT1C:49707518-49707623_49706230-49706413_49708722-49708839	Atypical Teratoid Rhabdoid Tumor
ZCCHC14:87433128-87433201_87423809-87423881_87460007-87460131	Atypical Teratoid Rhabdoid Tumor
BCAS3:61368327-61368494_61084466-61084564_61391976-61392125	Atypical Teratoid Rhabdoid Tumor
KMT2E:105066727-105066807_105063350-105063580_105073618-105073677	Atypical Teratoid Rhabdoid Tumor
MINPP1:87521036-87521169_87508335-87508533_87552081-87553460	Atypical Teratoid Rhabdoid Tumor
LINC01184:128076947-128077093_128061143-128061244_128081972-128082194	Atypical Teratoid Rhabdoid Tumor
RNF121:71982807-71982915_71960749-71960891_71990596-71990663	Atypical Teratoid Rhabdoid Tumor
PWWP3A:1367160-1367220_1366304-1366381_1369264-1369340	Atypical Teratoid Rhabdoid Tumor
MAGI1:65453258-65453340_65442791-65442849_65470282-65470484	Atypical Teratoid Rhabdoid Tumor
MACIR:103265908-103265997_103258762-103258896_103275896-103277228	Atypical Teratoid Rhabdoid Tumor
CPNE3:86546595-86546681_86544739-86544838_86547710-86547770	Atypical Teratoid Rhabdoid Tumor
WAC-AS1:28525948-28526008_28522651-28524611_28531734-28532395	Atypical Teratoid Rhabdoid Tumor
ESCO1:21566146-21566206_21564202-21564317_21567979-21568094	Atypical Teratoid Rhabdoid Tumor
WNK1:871265-871348_867865-869104_878211-878312	Atypical Teratoid Rhabdoid Tumor
ANKRD53:70984123-70984249_70982576-70982697_70984610-70985450	Choroid plexus tumor
SLC38A6:61052349-61052985_61052040-61052135_61078829-61078927	Choroid plexus tumor
NAV2:20049836-20049901_20048727-20049195_20054079-20054240	Choroid plexus tumor
IL6R:154454488-154454581_154449910-154449980_154465133-154465314	Choroid plexus tumor
CAPRIN2:30753344-30753549_30751070-30751133_30754680-30754800	Choroid plexus tumor
RWDD4:183651218-183651323_183650983-183651131_183655880-183655961	Choroid plexus tumor
RWDD4:183651218-183651327_183650983-183651131_183655880-183655961	Choroid plexus tumor
AKR1E2:4841785-4841840_4839783-4839826_4842420-4842504	Choroid plexus tumor
ODAM:70201454-70201501_70200496-70200601_70202257-70202329	Choroid plexus tumor
CA5B:15749971-15750165_15721496-15721592_15764577-15764665	Choroid plexus tumor
OCIAD1:48831227-48831433_48831062-48831141_48832619-48832682	Choroid plexus tumor
ATP7B:51958311-51958544_51957515-51957607_51960147-51960322	Choroid plexus tumor
FUBP1:77947453-77947547_77946529-77946576_77949154-77949300	Choroid plexus tumor
ZC3H11A:203801575-203803016_203795622-203795794_203816925-203817124	Choroid plexus tumor
CFAP73:113154414-113154635_113152995-113153408_113155259-113155418	Choroid plexus tumor
ODF3B:50531570-50531702_50531190-50531295_50531968-50532184	Choroid plexus tumor
ODF3B:50531570-50531773_50531190-50531295_50531968-50532077	Choroid plexus tumor
CFAP157:127713020-127713206_127712198-127712875_127715253-127715337	Choroid plexus tumor
LINC01354:234531016-234531174_234527915-234530342_234531527-234531792	Choroid plexus tumor
DNASE1L1:154409418-154409813_154409111-154409196_154411890-154412089	Choroid plexus tumor
DGKG:186260439-186260513_186257763-186257939_186261698-186261778	Choroid plexus tumor
DRC7:57698850-57699033_57697912-57698152_57700144-57700267	Choroid plexus tumor
ENSG00000285777:173627065-173627159_173624786-173624925_173646845-173647013	Choroid plexus tumor
